Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2317 鴻海,293.00,-16.00,-5.18%,"653,993"
2,2303 聯電,125.00,-5.50,-4.21%,"445,697"
3,2881 富邦金,114.00,+ 1.00,+0.88%,"416,844"
4,0056 元大高股息,52.65,-1.15,-2.14%,"387,980"
5,2882 國泰金,94.40,+ 2.60,+2.83%,"343,724"
6,00878 國泰永續高股息,32.68,-0.62,-1.86%,"322,885"
7,00919 群益台灣精選高息,30.52,-0.26,-0.84%,"280,375"
8,2887 台新新光金,28.55,+ 0.25,+0.88%,"249,690"
9,2344 華邦電,179.50,+ 2.00,+1.13%,"246,238"
10,2027 大成鋼,44.10,+ 0.25,+0.57%,"242,616"
11,3481 群創,55.80,-3.60,-6.06%,"224,168"
12,2891 中信金,68.00,-2.50,-3.55%,"219,014"
13,6770 力積電,81.00,-3.60,-4.26%,"214,227"
14,2890 永豐金,33.15,+ 0.15,+0.45%,"192,633"
15,009820元大納斯達克精選,10.55,-0.34,-3.12%,"177,588"
16,2337 旺宏,156.50,-5.50,-3.40%,"151,682"
17,2408 南亞科,395.00,-6.50,-1.62%,"151,000"
18,1303 南亞,111.00,-2.00,-1.77%,"145,186"
19,3231 緯創,176.00,-18.00,-9.28%,"135,901"
20,00900 富邦特選高股息30,19.84,-0.40,-1.98%,"132,112"
21,00992A主動群益科技創新,18.20,-0.32,-1.73%,"130,310"
22,2301 光寶科,248.50,-1.50,-0.60%,"119,822"
23,2609 陽明,53.20,-0.50,-0.93%,"105,730"
24,2356 英業達,77.80,-7.60,-8.90%,"103,936"
25,1605 華新,41.60,-1.10,-2.58%,"97,264"
26,1326 台化,55.20,-1.30,-2.30%,"91,630"
27,6282 康舒,70.80,+ 6.40,+9.94%,"79,832"
28,00929 復華台灣科技優息,30.47,-0.51,-1.65%,"77,750"
29,00982A主動群益台灣強棒,24.05,-0.11,-0.46%,"76,861"
30,2867 三商壽,8.12,+ 0.12,+1.50%,"76,780"
31,00891 中信關鍵半導體,36.20,-0.55,-1.50%,"75,302"
32,00993A主動安聯台灣,13.69,-0.16,-1.16%,"70,514"
33,00922 國泰台灣領袖50,40.39,-0.52,-1.27%,"69,354"
34,00918 大華優利高填息30,30.88,-0.85,-2.68%,"67,135"
35,2324 仁寶,42.35,-4.70,-9.99%,"64,615"
36,2884 玉山金,33.45,+ 0.45,+1.36%,"59,162"
37,6005 群益證,42.45,-2.25,-5.03%,"57,118"
38,2492 華新科,392.00,-31.00,-7.33%,"53,000"
39,00915 凱基優選高股息30,30.26,-0.24,-0.79%,"50,825"
40,2885 元大金,63.90,+ 0.20,+0.31%,"50,093"
41,3033 威健,50.00,+ 0.35,+0.70%,"49,895"
42,3702 大聯大,116.50,-1.50,-1.27%,"48,155"
43,00940 元大台灣價值高息,12.62,-0.08,-0.63%,"47,424"
44,00939 統一台灣高息動能,20.98,-0.02,-0.10%,"46,813"
45,2312 金寶,41.05,-2.35,-5.41%,"44,992"
46,00712 復華富時不動產,8.68,-0.08,-0.91%,"40,178"
47,2449 京元電子,322.00,-0.50,-0.16%,"39,278"
48,6505 台塑化,57.50,+ 1.60,+2.86%,"39,040"
49,6285 啟碁,296.00,-10.00,-3.27%,"38,010"
50,00909 國泰數位支付服務,50.05,-1.45,-2.82%,"37,828"
