Rank,Stock,Price,Change,ChangePercent,NetSell
1,2409 友達,28.30,+ 0.75,+2.72%,"-158,285"
2,00403A主動統一升級50,10.41,+ 0.30,+2.97%,"-154,183"
3,00981A主動統一台股增長,29.38,+ 0.98,+3.45%,"-97,052"
4,0050 元大台灣50,106.30,+ 1.90,+1.82%,"-77,445"
5,00991A主動復華未來50,19.13,+ 0.69,+3.74%,"-58,856"
6,1303 南亞,227.50,+ 17.50,+8.33%,"-53,492"
7,1102 亞泥,34.80,+ 0.60,+1.75%,"-46,160"
8,2834 臺企銀,17.85,+ 0.20,+1.13%,"-45,610"
9,00992A主動群益科技創新,17.49,+ 0.48,+2.82%,"-39,500"
10,2356 英業達,61.10,-0.60,-0.97%,"-30,901"
11,2887 台新新光金,36.15,+ 0.70,+1.97%,"-27,077"
12,009816凱基台灣TOP50,15.29,+ 0.32,+2.14%,"-26,350"
13,2408 南亞科,481.00,+ 33.00,+7.37%,"-24,198"
14,1802 台玻,63.20,+ 0.90,+1.44%,"-23,312"
15,00919 群益台灣精選高息,29.77,+ 0.35,+1.19%,"-20,933"
16,1409 新纖,25.90,-0.50,-1.89%,"-20,927"
17,00929 復華台灣科技優息,30.12,+ 0.62,+2.10%,"-19,824"
18,8150 南茂,114.00,+ 10.00,+9.62%,"-19,696"
19,2330 台積電,"2,440.00",+ 20.00,+0.83%,"-17,888"
20,00982A主動群益台灣強棒,23.67,+ 0.71,+3.09%,"-17,803"
21,00878 國泰永續高股息,33.21,+ 0.49,+1.50%,"-14,659"
22,2885 元大金,67.00,+ 0.30,+0.45%,"-13,496"
23,2449 京元電子,307.00,+ 15.50,+5.32%,"-11,871"
24,2609 陽明,50.20,+ 2.20,+4.58%,"-10,841"
25,2382 廣達,381.00,+ 1.00,+0.26%,"-10,370"
26,3481 群創,58.50,+ 1.30,+2.27%,"-9,847"
27,00400A主動國泰動能高息,14.15,+ 0.44,+3.21%,"-9,575"
28,8046 南電,"1,415.00",+ 125.00,+9.69%,"-9,540"
29,0056 元大高股息,53.00,+ 1.25,+2.42%,"-9,447"
30,8422 可寧衛*,26.45,+ 0.40,+1.54%,"-8,313"
31,3702 大聯大,116.50,-3.00,-2.51%,"-8,296"
32,6005 群益證,34.40,+ 0.30,+0.88%,"-8,263"
33,3037 欣興,936.00,+ 62.00,+7.09%,"-8,195"
34,00631L元大台灣50正2,37.04,+ 1.16,+3.23%,"-8,061"
35,6282 康舒,56.20,+ 1.40,+2.55%,"-7,987"
36,00891 中信關鍵半導體,36.27,+ 0.94,+2.66%,"-7,748"
37,2495 普安,45.05,+ 0.30,+0.67%,"-7,519"
38,1717 長興,71.50,+ 1.50,+2.14%,"-7,324"
39,2406 國碩,35.00,+ 0.15,+0.43%,"-6,960"
40,2352 佳世達,31.50,+ 0.90,+2.94%,"-5,886"
41,1314 中石化,8.86,+ 0.12,+1.37%,"-5,859"
42,1101 台泥,23.55,+ 0.85,+3.74%,"-5,824"
43,2399 映泰,41.70,+ 0.40,+0.97%,"-5,462"
44,0052 富邦科技,62.25,+ 1.10,+1.80%,"-5,251"
45,8926 台汽電,67.70,+ 0.40,+0.59%,"-5,061"
46,1714 和桐,16.70,-0.35,-2.05%,"-5,043"
47,2369 菱生,40.90,+ 2.65,+6.93%,"-4,951"
48,2855 統一證,46.90,+ 0.25,+0.54%,"-4,929"
49,00999A主動野村臺灣高息,10.60,+ 0.25,+2.42%,"-4,874"
50,9904 寶成,24.30,+ 0.25,+1.04%,"-4,548"
