Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2409 友達,16.85,+ 0.90,+5.64%,"700,946","206,250","494,696"
2,2887 台新新光金,24.35,+ 0.30,+1.25%,"220,484","86,009","134,475"
3,00631L元大台灣50正2,20.00,-1.00,-4.76%,"289,232","195,388","93,844"
4,0056 元大高股息,37.82,-0.29,-0.76%,"142,688","49,238","93,450"
5,4906 正文,39.30,-0.35,-0.88%,"188,354","114,141","74,213"
6,3062 建漢,31.05,-1.55,-4.75%,"77,056","17,579","59,477"
7,2303 聯電,53.60,-3.80,-6.62%,"113,155","62,312","50,843"
8,3037 欣興,519.00,+ 30.50,+6.24%,"49,201","8,026","41,175"
9,2027 大成鋼,38.40,+ 1.45,+3.92%,"61,239","27,675","33,564"
10,3714 富采,54.20,+ 4.90,+9.94%,"45,398","13,116","32,281"
11,6213 聯茂,170.00,+ 7.00,+4.29%,"59,039","26,772","32,267"
12,8046 南電,568.00,-6.00,-1.05%,"46,908","17,700","29,208"
13,1717 長興,61.90,+ 1.90,+3.17%,"34,563","6,939","27,624"
14,00715L期街口布蘭特正2,61.70,+ 2.80,+4.75%,"53,837","26,844","26,993"
15,00673R期元大S＆P原油反1,16.20,-0.81,-4.76%,"43,197","16,559","26,637"
16,2481 強茂,95.10,+ 6.50,+7.34%,"36,749","14,014","22,735"
17,1304 台聚,17.90,+ 0.65,+3.77%,"81,517","59,234","22,283"
18,00642U期元大S＆P石油,28.48,+ 0.76,+2.74%,"53,507","33,232","20,275"
19,1305 華夏,17.95,+ 1.05,+6.21%,"44,796","24,849","19,947"
20,2367 燿華,71.50,-3.00,-4.03%,"124,332","105,230","19,102"
21,2402 毅嘉,52.80,+ 1.20,+2.33%,"22,059","4,799","17,260"
22,1308 亞聚,18.60,+ 0.70,+3.91%,"39,805","22,855","16,950"
23,2313 華通,260.00,-6.00,-2.26%,"119,229","103,347","15,883"
24,00919 群益台灣精選高息,22.30,-0.20,-0.89%,"79,549","64,243","15,306"
25,4958 臻鼎-KY,213.50,-6.00,-2.73%,"39,861","26,677","13,184"
26,00929 復華台灣科技優息,18.73,-0.27,-1.42%,"31,695","20,032","11,663"
27,00990A主動元大AI新經濟,11.86,+ 0.05,+0.42%,"33,896","22,837","11,059"
28,2337 旺宏,129.00,+ 2.00,+1.57%,"26,765","15,728","11,036"
29,00927 群益半導體收益,23.75,-0.45,-1.86%,"39,362","28,389","10,973"
30,2426 鼎元,38.30,+ 3.45,+9.90%,"11,959","1,561","10,398"
31,6168 宏齊,26.00,+ 2.35,+9.94%,"13,554","3,323","10,231"
32,1582 信錦,105.00,-3.00,-2.78%,"21,433","11,883","9,550"
33,6919 康霈*,95.80,+ 0.90,+0.95%,"47,321","38,090","9,232"
34,00992A主動群益科技創新,12.95,-0.27,-2.04%,"82,785","73,559","9,226"
35,00988A主動統一全球創新,12.45,+ 0.01,+0.08%,"32,549","23,390","9,159"
36,2449 京元電子,259.00,-21.50,-7.66%,"28,958","20,067","8,892"
37,8438 昶昕,71.20,+ 2.50,+3.64%,"11,027","2,782","8,245"
38,00934 中信成長高股息,20.53,-0.38,-1.82%,"10,063","1,880","8,183"
39,6443 元晶,38.80,-2.35,-5.71%,"37,560","29,766","7,794"
40,6770 力積電,53.50,-1.40,-2.55%,"155,763","148,152","7,611"
41,00680L元大美債20正2,7.00,-0.15,-2.10%,"19,613","12,740","6,874"
42,3576 聯合再生,20.55,-0.75,-3.52%,"28,676","21,878","6,798"
43,1589 永冠-KY,5.54,-0.61,-9.92%,"8,432","1,905","6,527"
44,00996A主動兆豐台灣豐收,9.72,-0.19,-1.92%,"25,343","18,821","6,522"
45,8039 台虹,122.00,+ 11.00,+9.91%,"16,525","10,050","6,475"
46,6239 力成,202.00,+ 7.00,+3.59%,"13,058","6,746","6,312"
47,3711 日月光投控,361.00,0.00,0.00%,"24,471","18,680","5,790"
48,00878 國泰永續高股息,22.03,-0.27,-1.21%,"49,885","44,225","5,660"
49,2610 華航,18.20,-0.20,-1.09%,"27,697","22,083","5,614"
50,5243 乙盛-KY,93.70,+ 4.80,+5.40%,"17,951","12,347","5,603"
