Rank,Stock,Price,Change,ChangePercent,NetSell
1,00981A主動統一台股增長,29.95,+ 0.20,+0.67%,"-211,668"
2,00403A主動統一升級50,10.48,+ 0.07,+0.67%,"-180,923"
3,0050 元大台灣50,105.80,-0.25,-0.24%,"-89,947"
4,00988A主動統一全球創新,19.17,+ 0.02,+0.10%,"-86,004"
5,1314 中石化,8.90,-0.80,-8.25%,"-68,208"
6,1714 和桐,17.25,-0.50,-2.82%,"-64,713"
7,1326 台化,60.00,-4.70,-7.26%,"-61,118"
8,00991A主動復華未來50,19.51,+ 0.41,+2.15%,"-57,706"
9,00400A主動國泰動能高息,14.25,+ 0.08,+0.56%,"-51,185"
10,1101 台泥,22.70,-0.40,-1.73%,"-46,847"
11,00992A主動群益科技創新,17.83,+ 0.18,+1.02%,"-45,068"
12,6770 力積電,71.10,-0.10,-0.14%,"-41,659"
13,2891 中信金,69.90,-1.40,-1.96%,"-40,412"
14,1402 遠東新,27.45,-0.40,-1.44%,"-36,113"
15,00929 復華台灣科技優息,30.19,+ 0.22,+0.73%,"-35,427"
16,1301 台塑,54.80,-3.20,-5.52%,"-34,791"
17,1303 南亞,181.50,-0.50,-0.27%,"-30,698"
18,1802 台玻,65.00,-1.00,-1.52%,"-28,194"
19,00990A主動元大AI新經濟,17.96,+ 0.08,+0.45%,"-27,827"
20,3037 欣興,875.00,+ 12.00,+1.39%,"-27,438"
21,3231 緯創,144.50,-2.00,-1.37%,"-27,396"
22,1102 亞泥,35.70,-0.10,-0.28%,"-27,195"
23,009816凱基台灣TOP50,15.23,-0.03,-0.20%,"-26,887"
24,00405A主動富邦台灣龍耀,8.77,+ 0.20,+2.33%,"-26,658"
25,2347 聯強,88.50,-0.60,-0.67%,"-25,123"
26,2412 中華電,133.50,-1.00,-0.74%,"-23,365"
27,2352 佳世達,33.00,-1.40,-4.07%,"-21,733"
28,2002 中鋼,18.55,-0.15,-0.80%,"-21,361"
29,2317 鴻海,237.50,0.00,0.00%,"-21,352"
30,00407A主動凱基台灣,9.42,-0.02,-0.21%,"-20,013"
31,2382 廣達,373.50,-3.50,-0.93%,"-18,006"
32,00982A主動群益台灣強棒,24.02,+ 0.19,+0.80%,"-17,662"
33,2344 華邦電,176.50,+ 8.00,+4.75%,"-17,419"
34,2330 台積電,"2,415.00",-50.00,-2.03%,"-17,062"
35,9904 寶成,24.25,-0.05,-0.21%,"-16,989"
36,1605 華新,34.40,-0.45,-1.29%,"-16,678"
37,2337 旺宏,143.50,+ 5.00,+3.61%,"-16,569"
38,2356 英業達,69.80,+ 3.60,+5.44%,"-16,156"
39,8112 至上,85.00,-0.40,-0.47%,"-15,304"
40,00631L元大台灣50正2,36.78,-0.36,-0.97%,"-14,004"
41,00830 國泰費城半導體,90.00,+ 1.45,+1.64%,"-13,706"
42,1312 國喬,13.50,-0.15,-1.10%,"-13,479"
43,3715 定穎投控,151.00,-0.50,-0.33%,"-13,151"
44,6213 聯茂,385.00,-8.50,-2.16%,"-12,756"
45,4904 遠傳,95.00,+ 1.80,+1.93%,"-12,469"
46,2610 華航,21.40,-0.65,-2.95%,"-12,285"
47,8422 可寧衛*,27.00,-0.30,-1.10%,"-12,257"
48,3711 日月光投控,677.00,+ 52.00,+8.32%,"-11,762"
49,3042 晶技,200.00,-6.00,-2.91%,"-11,348"
50,1409 新纖,26.55,-2.70,-9.23%,"-11,036"
