Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2609 陽明,64.00,+ 3.70,+6.14%,"165,642","42,965","122,676"
2,00632R元大台灣50反1,10.15,-0.07,-0.68%,"184,495","134,486","50,009"
3,009829大華韓國KOSPI50,10.74,+ 0.41,+3.97%,"67,474","24,659","42,814"
4,2002 中鋼,19.45,+ 0.10,+0.52%,"76,673","35,934","40,738"
5,1402 遠東新,30.35,+ 1.15,+3.94%,"63,081","22,867","40,213"
6,2603 長榮,251.50,+ 5.50,+2.24%,"59,549","23,535","36,013"
7,2615 萬海,124.50,+ 11.00,+9.69%,"79,120","49,285","29,834"
8,009821野村稀土關鍵資源,15.09,-0.07,-0.46%,"36,664","12,071","24,592"
9,2881 富邦金,134.00,+ 6.00,+4.69%,"50,294","26,420","23,873"
10,2542 興富發,48.80,+ 0.50,+1.04%,"35,143","13,395","21,748"
11,2618 長榮航,42.60,+ 0.35,+0.83%,"50,072","28,826","21,246"
12,00940 元大台灣價值高息,12.48,+ 0.08,+0.65%,"30,596","14,529","16,067"
13,2883 凱基金,31.55,+ 1.15,+3.78%,"93,191","77,537","15,654"
14,2344 華邦電,181.00,+ 4.50,+2.55%,"73,695","59,196","14,499"
15,3045 台灣大,115.00,0.00,0.00%,"44,157","30,230","13,927"
16,1102 亞泥,34.95,+ 0.25,+0.72%,"42,391","28,835","13,556"
17,1101 台泥,24.85,+ 0.05,+0.20%,"52,976","39,450","13,526"
18,1314 中石化,8.23,+ 0.41,+5.24%,"36,205","23,362","12,843"
19,00919 群益台灣精選高息,30.80,+ 0.49,+1.62%,"66,238","55,212","11,025"
20,2489 瑞軒,35.65,+ 3.20,+9.86%,"18,571","7,781","10,789"
21,2408 南亞科,528.00,+ 11.00,+2.13%,"51,052","40,268","10,784"
22,5880 合庫金,25.05,+ 0.25,+1.01%,"42,909","32,266","10,643"
23,2426 鼎元,82.20,+ 7.40,+9.89%,"26,710","16,354","10,356"
24,1216 統一,77.50,-0.70,-0.90%,"44,506","34,647","9,858"
25,00999A主動野村臺灣高息,11.12,-0.09,-0.80%,"19,436","10,683","8,752"
26,2884 玉山金,38.00,+ 0.65,+1.74%,"117,701","109,969","7,731"
27,2845 遠東銀,13.65,+ 0.05,+0.37%,"22,653","14,983","7,670"
28,2451 創見,312.50,+ 28.00,+9.84%,"12,854","5,520","7,333"
29,2484 希華,76.50,+ 5.40,+7.59%,"12,551","5,226","7,325"
30,1504 東元,72.10,-1.00,-1.37%,"15,632","8,555","7,077"
31,2892 第一金,33.65,+ 0.35,+1.05%,"65,847","58,879","6,968"
32,3037 欣興,"1,085.00",-55.00,-4.82%,"21,924","15,056","6,868"
33,2601 益航,7.39,+ 0.67,+9.97%,"18,066","11,363","6,702"
34,5608 四維航,18.75,+ 1.70,+9.97%,"27,236","20,783","6,453"
35,2882 國泰金,100.50,+ 2.80,+2.87%,"34,569","28,259","6,310"
36,2880 華南金,39.60,+ 0.80,+2.06%,"45,600","39,331","6,269"
37,00900 富邦特選高股息30,18.69,+ 0.13,+0.70%,"13,597","7,396","6,201"
38,2801 彰銀,24.10,+ 0.25,+1.05%,"25,105","18,971","6,133"
39,00715L期街口布蘭特正2,53.15,+ 2.20,+4.32%,"12,707","6,676","6,030"
40,1718 中纖,10.70,+ 0.35,+3.38%,"17,382","11,443","5,939"
41,2027 大成鋼,50.30,-0.20,-0.40%,"23,776","17,908","5,867"
42,2646 星宇航空,21.30,+ 0.15,+0.71%,"11,388","5,708","5,679"
43,2105 正新,31.55,+ 0.05,+0.16%,"13,971","8,309","5,661"
44,5871 中租-KY,115.50,+ 4.00,+3.59%,"12,644","7,490","5,154"
45,6505 台塑化,75.80,+ 2.80,+3.84%,"29,840","24,748","5,092"
46,2301 光寶科,261.00,-6.00,-2.25%,"32,810","27,851","4,959"
47,2851 中再保,47.10,+ 2.90,+6.56%,"15,926","11,086","4,840"
48,00680L元大美債20正2,6.41,-0.12,-1.84%,"46,024","41,226","4,798"
