Rank,Stock,Price,Change,ChangePercent,NetSell
1,2892 第一金,32.10,-1.10,-3.31%,"-146,809"
2,2801 彰銀,23.35,-0.50,-2.10%,"-132,072"
3,2886 兆豐金,46.00,-0.15,-0.33%,"-127,371"
4,2409 友達,30.50,-0.15,-0.49%,"-123,802"
5,2890 永豐金,39.50,-0.50,-1.25%,"-102,226"
6,2002 中鋼,18.60,-0.05,-0.27%,"-81,909"
7,2610 華航,22.85,+ 0.30,+1.33%,"-70,861"
8,2337 旺宏,145.50,+ 2.00,+1.39%,"-69,748"
9,1101 台泥,23.10,+ 0.10,+0.43%,"-58,799"
10,2317 鴻海,239.00,-2.00,-0.83%,"-48,402"
11,3702 大聯大,108.00,-2.00,-1.82%,"-46,375"
12,2618 長榮航,43.90,0.00,0.00%,"-41,240"
13,6770 力積電,74.70,+ 0.40,+0.54%,"-38,162"
14,2027 大成鋼,40.65,-0.85,-2.05%,"-36,398"
15,2891 中信金,69.90,-0.70,-0.99%,"-33,207"
16,2887 台新新光金,33.00,-0.35,-1.05%,"-31,486"
17,2412 中華電,141.00,-0.50,-0.35%,"-28,710"
18,3045 台灣大,118.50,+ 0.50,+0.42%,"-28,231"
19,6116 彩晶,18.50,+ 0.15,+0.82%,"-27,275"
20,4904 遠傳,103.00,-0.50,-0.48%,"-26,125"
21,8112 至上,89.00,-0.70,-0.78%,"-25,944"
22,3231 緯創,158.50,-1.00,-0.63%,"-22,263"
23,00997A主動群益美國增長,13.99,-0.57,-3.91%,"-20,742"
24,00988A主動統一全球創新,21.84,-0.94,-4.13%,"-19,407"
25,00919 群益台灣精選高息,29.20,-0.17,-0.58%,"-18,794"
26,2633 台灣高鐵,26.40,-0.10,-0.38%,"-18,414"
27,1402 遠東新,28.40,+ 0.10,+0.35%,"-15,970"
28,2542 興富發,43.10,+ 0.75,+1.77%,"-15,772"
29,2884 玉山金,33.70,+ 0.80,+2.43%,"-15,212"
30,2885 元大金,65.80,-0.20,-0.30%,"-14,506"
31,2408 南亞科,407.00,-14.00,-3.33%,"-14,103"
32,2834 臺企銀,17.75,+ 0.15,+0.85%,"-14,005"
33,2352 佳世達,31.90,-0.45,-1.39%,"-13,895"
34,2347 聯強,93.00,-0.60,-0.64%,"-13,748"
35,1605 華新,35.55,-0.20,-0.56%,"-13,414"
36,5876 上海商銀,41.85,-0.55,-1.30%,"-12,020"
37,2356 英業達,67.20,+ 0.30,+0.45%,"-11,797"
38,1718 中纖,13.60,+ 1.20,+9.68%,"-11,448"
39,3706 神達,93.30,+ 2.00,+2.19%,"-11,156"
40,2313 華通,228.50,+ 8.50,+3.86%,"-11,149"
41,3189 景碩,830.00,-56.00,-6.32%,"-10,744"
42,2377 微星,143.00,-2.50,-1.72%,"-10,613"
43,9945 潤泰新,26.65,+ 0.05,+0.19%,"-10,288"
44,2845 遠東銀,13.00,0.00,0.00%,"-10,208"
45,3016 嘉晶,134.00,+ 12.00,+9.84%,"-10,063"
46,00927 群益半導體收益,42.83,+ 0.35,+0.82%,"-9,551"
47,8926 台汽電,73.00,+ 0.80,+1.11%,"-8,419"
48,2609 陽明,51.00,+ 0.30,+0.59%,"-8,271"
49,00830 國泰費城半導體,95.75,-4.10,-4.11%,"-7,819"
50,3037 欣興,979.00,-61.00,-5.87%,"-7,689"
