Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,160.00,+ 14.50,+9.97%,"574,261"
2,2890 永豐金,39.80,0.00,0.00%,"310,027"
3,2882 國泰金,113.00,-2.50,-2.16%,"304,221"
4,00878 國泰永續高股息,34.12,+ 0.45,+1.34%,"263,603"
5,2317 鴻海,268.50,0.00,0.00%,"261,047"
6,2609 陽明,52.30,+ 1.00,+1.95%,"230,542"
7,2027 大成鋼,41.10,+ 0.10,+0.24%,"225,854"
8,2881 富邦金,138.50,+ 0.50,+0.36%,"221,474"
9,00992A主動群益科技創新,19.42,+ 0.44,+2.32%,"196,732"
10,2891 中信金,70.50,-1.40,-1.95%,"168,329"
11,1303 南亞,152.50,+ 13.50,+9.71%,"163,037"
12,2408 南亞科,505.00,+ 45.50,+9.90%,"150,601"
13,2002 中鋼,19.50,+ 0.40,+2.09%,"140,076"
14,00919 群益台灣精選高息,30.80,-0.01,-0.03%,"139,978"
15,1301 台塑,52.40,+ 0.70,+1.35%,"138,423"
16,2337 旺宏,185.50,+ 16.50,+9.76%,"136,785"
17,2887 台新新光金,32.05,-0.40,-1.23%,"136,239"
18,00982A主動群益台灣強棒,25.45,+ 0.62,+2.50%,"131,888"
19,009820元大納斯達克精選,10.18,+ 0.06,+0.59%,"130,380"
20,2867 三商壽,8.69,-0.05,-0.57%,"123,223"
21,1605 華新,40.75,+ 1.75,+4.49%,"120,961"
22,0056 元大高股息,54.05,+ 1.25,+2.37%,"120,096"
23,2885 元大金,68.80,+ 0.80,+1.18%,"113,003"
24,00891 中信關鍵半導體,39.11,+ 1.77,+4.74%,"111,281"
25,2884 玉山金,35.80,+ 0.40,+1.13%,"107,989"
26,2610 華航,21.80,-0.20,-0.91%,"97,135"
27,00400A主動國泰動能高息,15.57,+ 0.45,+2.98%,"90,137"
28,00940 元大台灣價值高息,12.83,+ 0.13,+1.02%,"87,431"
29,2834 臺企銀,17.45,-0.05,-0.29%,"86,390"
30,6770 力積電,81.60,+ 7.40,+9.97%,"85,209"
31,00999A主動野村臺灣高息,11.43,+ 0.12,+1.06%,"76,565"
32,2344 華邦電,222.00,+ 3.50,+1.60%,"72,656"
33,00900 富邦特選高股息30,19.85,+ 0.27,+1.38%,"70,729"
34,6005 群益證,39.80,+ 0.15,+0.38%,"68,337"
35,3702 大聯大,112.50,+ 0.50,+0.45%,"67,723"
36,1326 台化,56.20,+ 2.00,+3.69%,"66,390"
37,2312 金寶,35.85,+ 0.35,+0.99%,"65,830"
38,00953B群益優選非投等債,9.63,+ 0.02,+0.21%,"65,798"
39,1802 台玻,76.60,+ 5.30,+7.43%,"63,014"
40,00981A主動統一台股增長,32.23,+ 0.73,+2.32%,"58,640"
41,00929 復華台灣科技優息,32.16,+ 1.06,+3.41%,"55,770"
42,2409 友達,30.95,+ 2.80,+9.95%,"49,006"
43,00993A主動安聯台灣,14.64,+ 0.35,+2.45%,"48,475"
44,6282 康舒,63.90,+ 5.80,+9.98%,"48,016"
45,1314 中石化,8.04,+ 0.26,+3.34%,"45,934"
46,2606 裕民,62.00,+ 0.50,+0.81%,"42,462"
47,2897 王道銀行,10.55,+ 0.05,+0.48%,"40,757"
48,00983A主動中信ARK創新,12.05,+ 0.13,+1.09%,"40,505"
49,00939 統一台灣高息動能,21.96,+ 0.01,+0.05%,"37,158"
50,2301 光寶科,231.50,+ 21.00,+9.98%,"36,574"
