Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00405A主動富邦台灣龍耀,9.37,+ 0.03,+0.32%,"131,414","409,297","-277,882"
2,00919 群益台灣精選高息,29.97,+ 0.28,+0.94%,"86,360","346,442","-260,081"
3,6770 力積電,71.00,-2.30,-3.14%,"62,117","173,998","-111,880"
4,00918 大華優利高填息30,32.12,+ 0.24,+0.75%,"50,169","129,356","-79,186"
5,0050 元大台灣50,105.90,+ 0.65,+0.62%,"121,647","188,513","-66,865"
6,2409 友達,23.90,-0.20,-0.83%,"57,324","113,272","-55,947"
7,00406A主動中信台灣收益,10.08,+ 0.01,+0.10%,"64,741","114,961","-50,220"
8,00712 復華富時不動產,8.84,-0.02,-0.23%,"44,282","92,590","-48,307"
9,00981A主動統一台股增長,30.82,-0.02,-0.06%,"252,162","294,957","-42,794"
10,4938 和碩,83.00,-0.50,-0.60%,"48,438","80,625","-32,187"
11,2313 華通,249.00,-8.50,-3.30%,"24,935","56,924","-31,989"
12,00896 中信綠能及電動車,27.60,-0.15,-0.54%,"14,822","46,308","-31,486"
13,3231 緯創,158.00,-3.50,-2.17%,"27,189","52,741","-25,552"
14,00916 國泰全球品牌50,25.91,-0.07,-0.27%,"16,868","40,067","-23,199"
15,2002 中鋼,18.65,-0.35,-1.84%,"73,655","96,829","-23,173"
16,2301 光寶科,208.00,+ 0.50,+0.24%,"19,179","38,273","-19,094"
17,00404A主動聯博動能50,10.09,+ 0.09,+0.90%,"22,447","41,337","-18,889"
18,2317 鴻海,269.00,+ 1.50,+0.56%,"54,730","72,467","-17,737"
19,3706 神達,84.30,-1.30,-1.52%,"8,716","25,581","-16,864"
20,00961 FT臺灣永續高息,12.76,-0.03,-0.23%,"10,700","27,300","-16,599"
21,2385 群光,116.50,-5.00,-4.12%,"14,556","29,950","-15,393"
22,6239 力成,346.50,+ 19.50,+5.96%,"30,793","45,916","-15,123"
23,2609 陽明,51.00,-0.20,-0.39%,"60,213","75,280","-15,067"
24,9904 寶成,26.20,-0.45,-1.69%,"27,482","39,526","-12,043"
25,2606 裕民,61.10,-3.30,-5.12%,"14,089","25,959","-11,870"
26,2449 京元電子,278.00,-3.00,-1.07%,"15,082","25,833","-10,750"
27,6285 啟碁,265.50,-9.00,-3.28%,"6,116","16,545","-10,428"
28,9105 泰金寶-DR,9.55,-0.40,-4.02%,"30,160","40,472","-10,311"
29,6176 瑞儀,87.30,-1.40,-1.58%,"11,139","21,346","-10,207"
30,6443 元晶,39.05,-2.15,-5.22%,"21,380","31,269","-9,889"
31,8021 尖點,518.00,+ 12.00,+2.37%,"7,826","17,203","-9,377"
32,4919 新唐,183.00,-10.00,-5.18%,"11,652","20,964","-9,311"
33,00632R元大台灣50反1,10.19,-0.04,-0.39%,"156,200","165,271","-9,070"
34,2312 金寶,34.75,-0.70,-1.97%,"19,359","28,359","-9,000"
35,3036 文曄,219.00,-7.00,-3.10%,"20,056","29,049","-8,992"
36,2382 廣達,362.50,-7.50,-2.03%,"33,945","42,090","-8,144"
37,2367 燿華,60.70,-2.10,-3.34%,"8,955","17,000","-8,045"
38,3189 景碩,642.00,-18.00,-2.73%,"14,477","22,368","-7,891"
39,00665L富邦恒生國企正2,8.99,-0.31,-3.33%,"27,761","35,565","-7,804"
40,2495 普安,49.50,-1.00,-1.98%,"5,539","13,312","-7,773"
41,6282 康舒,57.70,-0.60,-1.03%,"10,255","17,669","-7,414"
42,8422 可寧衛*,28.05,-0.70,-2.43%,"10,618","17,981","-7,362"
43,8150 南茂,94.60,-1.30,-1.36%,"36,547","43,479","-6,931"
44,1504 東元,71.80,-1.40,-1.91%,"15,112","22,016","-6,904"
45,00402A主動安聯美國科技,10.03,+ 0.11,+1.11%,"50,778","57,467","-6,689"
46,00715L期街口布蘭特正2,41.79,-0.81,-1.90%,"15,469","22,044","-6,575"
47,8070 長華*,55.80,-1.20,-2.11%,"10,909","17,352","-6,442"
48,3042 晶技,229.00,-9.50,-3.98%,"33,951","40,047","-6,095"
49,2371 大同,28.05,-0.40,-1.41%,"11,755","17,771","-6,016"
50,5521 工信,10.65,+ 0.05,+0.47%,"11,391","17,180","-5,789"
