Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00685L群益臺灣加權正2,12.17,+ 0.02,+0.16%,"189,818","697,079","-507,261"
2,00403A主動統一升級50,10.28,-0.13,-1.25%,"300,598","572,921","-272,323"
3,00991A主動復華未來50,18.53,-0.60,-3.14%,"99,046","358,983","-259,936"
4,009816凱基台灣TOP50,15.29,0.00,0.00%,"178,646","372,030","-193,383"
5,00981A主動統一台股增長,28.95,-0.43,-1.46%,"192,603","370,325","-177,722"
6,00631L元大台灣50正2,37.19,+ 0.15,+0.40%,"140,911","314,899","-173,988"
7,00927 群益半導體收益,38.70,-0.71,-1.80%,"43,537","200,051","-156,514"
8,00407A主動凱基台灣,9.22,-0.12,-1.28%,"72,080","228,321","-156,241"
9,0050 元大台灣50,106.40,+ 0.10,+0.09%,"130,446","286,299","-155,853"
10,00405A主動富邦台灣龍耀,8.44,-0.18,-2.09%,"87,428","209,736","-122,307"
11,0056 元大高股息,52.65,-0.35,-0.66%,"53,942","174,149","-120,207"
12,00961 FT臺灣永續高息,12.52,-0.04,-0.32%,"24,182","118,756","-94,573"
13,00406A主動中信台灣收益,9.64,-0.12,-1.23%,"36,077","110,948","-74,871"
14,3481 群創,57.30,-1.20,-2.05%,"120,014","192,499","-72,484"
15,00988A主動統一全球創新,18.21,-1.00,-5.21%,"56,153","125,975","-69,822"
16,00929 復華台灣科技優息,29.90,-0.22,-0.73%,"20,364","83,440","-63,075"
17,00919 群益台灣精選高息,29.55,-0.22,-0.74%,"76,303","138,452","-62,149"
18,2891 中信金,63.00,-0.50,-0.79%,"125,868","186,640","-60,772"
19,00992A主動群益科技創新,16.75,-0.27,-1.59%,"29,571","90,071","-60,500"
20,00984A主動安聯台灣高息,15.62,-0.26,-1.64%,"17,636","64,944","-47,307"
21,2303 聯電,160.00,-6.00,-3.61%,"116,874","162,913","-46,039"
22,1314 中石化,9.06,+ 0.20,+2.26%,"60,337","104,692","-44,354"
23,00400A主動國泰動能高息,13.99,-0.16,-1.13%,"46,403","87,880","-41,476"
24,1409 新纖,26.00,+ 0.10,+0.39%,"20,069","57,367","-37,297"
25,2412 中華電,136.00,+ 3.00,+2.26%,"47,802","84,138","-36,336"
26,2356 英業達,60.70,-0.40,-0.65%,"62,361","93,516","-31,155"
27,00990A主動元大AI新經濟,17.19,-0.97,-5.34%,"46,225","77,102","-30,876"
28,2353 宏碁,30.75,-0.30,-0.97%,"59,953","88,997","-29,044"
29,2337 旺宏,136.50,-12.00,-8.08%,"43,806","72,501","-28,694"
30,1102 亞泥,33.00,+ 0.50,+1.54%,"55,597","82,427","-26,829"
31,6282 康舒,53.00,-3.20,-5.69%,"12,050","36,824","-24,774"
32,2330 台積電,"2,470.00",+ 30.00,+1.23%,"30,002","54,744","-24,741"
33,1802 台玻,61.70,-1.50,-2.37%,"20,607","44,221","-23,614"
34,3231 緯創,146.50,+ 1.00,+0.69%,"35,633","57,457","-21,823"
35,00892 富邦台灣半導體,40.42,-0.30,-0.74%,"11,213","32,449","-21,235"
36,2610 華航,20.90,-0.30,-1.42%,"86,080","106,210","-20,129"
37,1101 台泥,23.95,+ 0.40,+1.70%,"49,728","69,110","-19,382"
38,2885 元大金,66.70,-0.30,-0.45%,"49,085","68,302","-19,216"
39,00982A主動群益台灣強棒,23.57,-0.10,-0.42%,"26,010","44,705","-18,695"
40,2609 陽明,50.20,0.00,0.00%,"30,434","47,804","-17,369"
41,2834 臺企銀,18.15,+ 0.30,+1.68%,"75,796","93,124","-17,327"
42,2332 友訊,22.50,-1.05,-4.46%,"50,787","67,205","-16,417"
43,009804聯邦台精彩50,22.06,-0.18,-0.81%,"9,618","24,681","-15,062"
44,1326 台化,68.90,-1.90,-2.68%,"59,501","73,201","-13,700"
45,00673R期元大S＆P原油反1,13.85,+ 0.04,+0.29%,"23,311","36,658","-13,346"
46,00935 野村臺灣新科技50,57.95,-0.50,-0.86%,"16,314","29,249","-12,935"
47,00878 國泰永續高股息,32.95,-0.26,-0.78%,"42,697","55,584","-12,887"
48,1717 長興,70.80,-0.70,-0.98%,"7,772","20,544","-12,772"
49,00984D主動聯博全球非投,10.20,+ 0.03,+0.29%,"27,532","39,672","-12,140"
50,2344 華邦電,172.00,-8.50,-4.71%,"86,719","98,771","-12,052"
