Rank,Stock,Price,Change,ChangePercent,NetSell
1,2409 友達,28.70,-1.50,-4.97%,"-189,870"
2,0050 元大台灣50,106.90,-0.80,-0.74%,"-90,493"
3,2344 華邦電,160.00,-11.50,-6.71%,"-73,444"
4,00632R元大台灣50反1,9.97,+ 0.06,+0.61%,"-70,814"
5,00981A主動統一台股增長,29.32,-0.12,-0.41%,"-63,774"
6,00406A主動中信台灣收益,9.39,-0.05,-0.53%,"-58,623"
7,00631L元大台灣50正2,35.40,-0.58,-1.61%,"-52,545"
8,00403A主動統一升級50,10.09,-0.08,-0.79%,"-43,935"
9,6770 力積電,70.70,0.00,0.00%,"-31,726"
10,1101 台泥,23.90,-0.60,-2.45%,"-29,661"
11,2002 中鋼,18.80,-0.10,-0.53%,"-27,974"
12,009816凱基台灣TOP50,15.82,-0.06,-0.38%,"-27,772"
13,00991A主動復華未來50,17.14,-0.22,-1.27%,"-23,216"
14,2408 南亞科,473.00,-20.00,-4.06%,"-21,727"
15,2330 台積電,"2,380.00",-30.00,-1.24%,"-19,442"
16,3481 群創,47.65,-0.05,-0.10%,"-18,873"
17,1303 南亞,234.00,-0.50,-0.21%,"-17,225"
18,6505 台塑化,82.80,-0.80,-0.96%,"-17,156"
19,00400A主動國泰動能高息,14.72,-0.08,-0.54%,"-16,556"
20,00881 國泰台灣科技龍頭,49.54,-0.42,-0.84%,"-16,147"
21,00878 國泰永續高股息,34.23,+ 0.23,+0.68%,"-15,601"
22,00992A主動群益科技創新,17.62,-0.25,-1.40%,"-14,218"
23,6116 彩晶,13.85,-0.25,-1.77%,"-13,771"
24,00712 復華富時不動產,8.32,-0.06,-0.72%,"-12,295"
25,2324 仁寶,37.90,+ 0.10,+0.26%,"-11,970"
26,00407A主動凱基台灣,9.46,-0.09,-0.94%,"-10,814"
27,00680L元大美債20正2,6.20,+ 0.01,+0.16%,"-10,695"
28,1301 台塑,62.90,-1.70,-2.63%,"-10,540"
29,1312 國喬,14.45,+ 0.10,+0.70%,"-10,110"
30,3006 晶豪科,270.50,-20.00,-6.88%,"-9,931"
31,3231 緯創,181.00,-4.50,-2.43%,"-9,772"
32,8150 南茂,86.60,-0.10,-0.12%,"-9,571"
33,3711 日月光投控,612.00,-6.00,-0.97%,"-8,061"
34,3706 神達,78.70,-1.40,-1.75%,"-7,948"
35,2492 華新科,305.50,-6.00,-1.93%,"-7,927"
36,2337 旺宏,116.00,-3.00,-2.52%,"-7,569"
37,0056 元大高股息,55.40,+ 0.10,+0.18%,"-7,118"
38,00982A主動群益台灣強棒,22.17,-0.20,-0.89%,"-6,990"
39,00927 群益半導體收益,37.10,+ 0.03,+0.08%,"-6,719"
40,00405A主動富邦台灣龍耀,8.56,-0.03,-0.35%,"-5,614"
41,2049 上銀,323.50,-35.50,-9.89%,"-5,258"
42,00935 野村臺灣新科技50,58.00,-0.55,-0.94%,"-5,176"
43,9105 泰金寶-DR,8.38,-0.21,-2.44%,"-5,140"
44,1326 台化,67.60,-2.60,-3.70%,"-5,075"
45,9904 寶成,24.05,-0.15,-0.62%,"-4,998"
46,2890 永豐金,44.80,+ 1.10,+2.52%,"-4,965"
47,00891 中信關鍵半導體,35.01,-0.23,-0.65%,"-4,699"
48,6239 力成,271.50,-1.50,-0.55%,"-4,533"
49,009821野村稀土關鍵資源,14.21,-0.27,-1.86%,"-4,516"
50,00961 FT臺灣永續高息,13.40,+ 0.04,+0.30%,"-4,510"
