Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.81,+ 0.11,+1.03%,"579,746"
2,00981A主動統一台股增長,30.65,+ 0.50,+1.66%,"301,985"
3,2409 友達,34.70,-1.95,-5.32%,"275,157"
4,00409A主動復華全球50,10.14,+ 0.07,+0.70%,"166,829"
5,00405A主動富邦台灣龍耀,9.36,+ 0.13,+1.41%,"135,802"
6,009828中信台日韓PCB,9.85,+ 0.20,+2.07%,"94,803"
7,6770 力積電,73.10,+ 1.30,+1.81%,"86,407"
8,00991A主動復華未來50,18.00,+ 0.12,+0.67%,"80,900"
9,2303 聯電,160.00,0.00,0.00%,"62,831"
10,00407A主動凱基台灣,10.12,+ 0.08,+0.80%,"61,878"
11,00400A主動國泰動能高息,15.57,+ 0.08,+0.52%,"50,303"
12,8150 南茂,107.00,+ 1.50,+1.42%,"46,927"
13,00631L元大台灣50正2,38.99,+ 0.47,+1.22%,"42,560"
14,00402A主動安聯美國科技,10.08,+ 0.08,+0.80%,"38,687"
15,2344 華邦電,172.50,+ 1.50,+0.88%,"37,470"
16,2449 京元電子,304.00,-13.00,-4.10%,"36,009"
17,1101 台泥,25.65,+ 1.10,+4.48%,"34,981"
18,2408 南亞科,515.00,+ 18.00,+3.62%,"34,862"
19,00992A主動群益科技創新,18.69,+ 0.04,+0.21%,"34,854"
20,00988A主動統一全球創新,16.95,+ 0.22,+1.32%,"27,530"
21,3711 日月光投控,693.00,0.00,0.00%,"24,826"
22,00406A主動中信台灣收益,9.92,+ 0.08,+0.81%,"24,476"
23,2886 兆豐金,50.00,-0.50,-0.99%,"22,750"
24,6257 矽格,247.00,-2.00,-0.80%,"22,518"
25,00929 復華台灣科技優息,29.14,+ 0.01,+0.03%,"19,632"
26,2892 第一金,39.85,-0.05,-0.13%,"19,178"
27,00891 中信關鍵半導體,37.70,+ 0.29,+0.78%,"17,563"
28,3037 欣興,"1,160.00",+ 40.00,+3.57%,"15,590"
29,6168 宏齊,41.20,-2.80,-6.36%,"15,501"
30,00997A主動群益美國增長,11.60,+ 0.15,+1.31%,"14,746"
31,2412 中華電,145.50,+ 0.50,+0.34%,"14,539"
32,3016 嘉晶,145.50,+ 13.00,+9.81%,"14,496"
33,2610 華航,20.45,-0.05,-0.24%,"14,168"
34,3189 景碩,906.00,-3.00,-0.33%,"14,059"
35,009824群益美國科技巨頭,10.61,+ 0.10,+0.95%,"13,517"
36,00982A主動群益台灣強棒,23.06,+ 0.04,+0.17%,"13,246"
37,00881 國泰台灣科技龍頭,52.60,+ 0.40,+0.77%,"12,455"
38,2855 統一證,57.70,+ 0.80,+1.41%,"12,249"
39,00712 復華富時不動產,7.98,+ 0.07,+0.88%,"11,968"
40,00927 群益半導體收益,39.89,+ 0.01,+0.03%,"11,919"
41,2330 台積電,"2,500.00",+ 40.00,+1.63%,"11,523"
42,00999A主動野村臺灣高息,11.35,+ 0.09,+0.80%,"10,909"
43,2885 元大金,69.60,-1.00,-1.42%,"10,866"
44,6213 聯茂,541.00,-2.00,-0.37%,"10,710"
45,00404A主動聯博動能50,9.88,+ 0.01,+0.10%,"10,366"
46,009829大華韓國KOSPI50,11.12,+ 0.15,+1.37%,"9,901"
47,00993A主動安聯台灣,13.85,+ 0.07,+0.51%,"9,163"
48,6456 GIS-KY,78.60,+ 5.00,+6.79%,"8,524"
49,00830 國泰費城半導體,88.60,+ 2.05,+2.37%,"8,499"
50,2618 長榮航,42.85,+ 0.35,+0.82%,"8,202"
