Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.84,-0.16,-1.60%,"-489,486"
2,00981A主動統一台股增長,28.24,-0.18,-0.63%,"-75,548"
3,0050 元大台灣50,94.90,-0.50,-0.52%,"-67,281"
4,2324 仁寶,28.25,-0.40,-1.40%,"-60,664"
5,00878 國泰永續高股息,27.80,-0.10,-0.36%,"-51,522"
6,2303 聯電,111.00,+ 1.00,+0.91%,"-36,503"
7,2382 廣達,300.00,-6.00,-1.96%,"-36,101"
8,2801 彰銀,20.20,-0.05,-0.25%,"-32,333"
9,1101 台泥,24.05,-0.05,-0.21%,"-30,107"
10,1303 南亞,84.20,-1.10,-1.29%,"-24,255"
11,2883 凱基金,21.35,-0.50,-2.29%,"-23,868"
12,2408 南亞科,305.00,-6.50,-2.09%,"-21,546"
13,00991A主動復華未來50,17.60,-0.05,-0.28%,"-21,473"
14,2002 中鋼,18.20,+ 0.05,+0.28%,"-21,466"
15,2834 臺企銀,15.85,-0.05,-0.31%,"-21,336"
16,2603 長榮,197.50,-3.00,-1.50%,"-19,213"
17,1802 台玻,64.80,-0.20,-0.31%,"-18,089"
18,1717 長興,73.80,-4.90,-6.23%,"-17,432"
19,00992A主動群益科技創新,17.29,-0.13,-0.75%,"-15,062"
20,1402 遠東新,25.95,-0.50,-1.89%,"-14,971"
21,2353 宏碁,27.40,-0.30,-1.08%,"-14,742"
22,6116 彩晶,10.35,+ 0.10,+0.98%,"-13,395"
23,009816凱基台灣TOP50,13.65,-0.09,-0.66%,"-13,388"
24,2367 燿華,64.30,+ 2.50,+4.05%,"-13,294"
25,2330 台積電,"2,240.00",-25.00,-1.10%,"-12,920"
26,3231 緯創,135.50,0.00,0.00%,"-12,060"
27,5880 合庫金,22.70,-0.15,-0.66%,"-11,465"
28,1102 亞泥,34.35,0.00,0.00%,"-10,496"
29,2633 台灣高鐵,25.60,-0.10,-0.39%,"-9,045"
30,1301 台塑,45.90,+ 0.20,+0.44%,"-8,755"
31,4958 臻鼎-KY,388.50,-12.50,-3.12%,"-8,661"
32,1326 台化,45.25,+ 0.80,+1.80%,"-8,385"
33,2337 旺宏,160.00,-2.50,-1.54%,"-8,359"
34,6278 台表科,210.00,-10.50,-4.76%,"-8,260"
35,0052 富邦科技,55.85,-0.10,-0.18%,"-7,890"
36,2498 宏達電,44.20,-1.10,-2.43%,"-7,716"
37,3706 神達,80.10,+ 0.20,+0.25%,"-7,582"
38,3189 景碩,505.00,+ 19.00,+3.91%,"-6,880"
39,2329 華泰,54.10,-2.40,-4.25%,"-6,571"
40,3715 定穎投控,170.50,-4.50,-2.57%,"-6,454"
41,2377 微星,113.00,+ 1.00,+0.89%,"-6,367"
42,2354 鴻準,58.60,-0.80,-1.35%,"-6,149"
43,2845 遠東銀,11.95,-0.10,-0.83%,"-6,023"
44,3037 欣興,816.00,-5.00,-0.61%,"-5,906"
45,2812 台中銀,18.85,+ 0.10,+0.53%,"-5,677"
46,8110 華東,49.45,-0.55,-1.10%,"-5,670"
47,4938 和碩,76.50,0.00,0.00%,"-5,543"
48,2515 中工,12.15,-0.10,-0.82%,"-5,406"
49,3711 日月光投控,510.00,-37.00,-6.76%,"-5,291"
50,2618 長榮航,34.10,-0.55,-1.59%,"-5,204"
