Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.93,-0.21,-1.89%,"596,469"
2,00981A主動統一台股增長,31.20,-1.06,-3.29%,"362,225"
3,2303 聯電,166.00,-4.50,-2.64%,"295,212"
4,2002 中鋼,19.00,+ 0.05,+0.26%,"256,141"
5,2887 台新新光金,34.30,+ 0.15,+0.44%,"226,990"
6,2618 長榮航,43.55,-0.30,-0.68%,"192,761"
7,1301 台塑,60.40,-1.70,-2.74%,"188,534"
8,1314 中石化,10.40,+ 0.52,+5.26%,"165,492"
9,2834 臺企銀,18.00,+ 0.05,+0.28%,"137,320"
10,5880 合庫金,24.85,+ 0.15,+0.61%,"127,808"
11,2610 華航,22.45,-0.10,-0.44%,"119,293"
12,2882 國泰金,93.40,-0.20,-0.21%,"105,374"
13,00992A主動群益科技創新,18.60,-0.50,-2.62%,"92,182"
14,00918 大華優利高填息30,32.06,+ 0.11,+0.34%,"81,930"
15,2449 京元電子,351.00,+ 16.00,+4.78%,"78,613"
16,2609 陽明,53.00,+ 0.60,+1.15%,"71,329"
17,2867 三商壽,8.74,+ 0.18,+2.10%,"69,160"
18,1802 台玻,67.90,-0.90,-1.31%,"69,112"
19,2812 台中銀,20.55,+ 0.15,+0.74%,"64,600"
20,2801 彰銀,23.50,+ 0.20,+0.86%,"59,532"
21,2891 中信金,71.40,+ 0.80,+1.13%,"58,729"
22,00999A主動野村臺灣高息,11.03,-0.14,-1.25%,"49,050"
23,00712 復華富時不動產,8.84,+ 0.04,+0.45%,"46,373"
24,00940 元大台灣價值高息,12.74,+ 0.01,+0.08%,"40,527"
25,00919 群益台灣精選高息,29.76,+ 0.23,+0.78%,"38,841"
26,6005 群益證,38.45,+ 0.30,+0.79%,"37,278"
27,2006 東和鋼鐵,68.60,-0.80,-1.15%,"36,713"
28,1717 長興,85.40,+ 3.80,+4.66%,"36,222"
29,00983A主動中信ARK創新,12.47,+ 0.04,+0.32%,"35,075"
30,6176 瑞儀,92.00,+ 1.70,+1.88%,"34,687"
31,2885 元大金,68.40,+ 1.20,+1.79%,"33,551"
32,3036 文曄,219.00,-2.50,-1.13%,"33,275"
33,00982A主動群益台灣強棒,25.28,-0.23,-0.90%,"31,436"
34,2401 凌陽,32.70,-0.75,-2.24%,"28,761"
35,2890 永豐金,41.00,+ 1.30,+3.27%,"28,509"
36,6213 聯茂,396.00,+ 2.00,+0.51%,"27,933"
37,3711 日月光投控,679.00,-3.00,-0.44%,"24,980"
38,2353 宏碁,32.80,-0.10,-0.30%,"24,057"
39,00878 國泰永續高股息,33.49,+ 0.16,+0.48%,"23,633"
40,2897 王道銀行,10.55,0.00,0.00%,"23,212"
41,1313 聯成,13.55,-0.75,-5.24%,"21,912"
42,1303 南亞,185.00,-12.00,-6.09%,"21,839"
43,8033 雷虎,222.00,+ 17.50,+8.56%,"21,529"
44,2515 中工,14.25,-0.05,-0.35%,"21,281"
45,1102 亞泥,36.55,+ 0.10,+0.27%,"21,156"
46,2637 慧洋-KY,78.40,+ 4.10,+5.52%,"20,218"
47,00993A主動安聯台灣,14.00,-0.40,-2.78%,"19,899"
48,009805新光美國電力基建,16.80,-0.02,-0.12%,"19,063"
49,1909 榮成,10.65,+ 0.35,+3.40%,"18,953"
50,00900 富邦特選高股息30,19.50,-0.01,-0.05%,"18,150"
