Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00685L群益臺灣加權正2,10.54,-1.63,-13.39%,"662,625","2,813,286","-2,150,661"
2,00407A主動凱基台灣,8.58,-0.64,-6.94%,"585,633","2,363,318","-1,777,685"
3,00631L元大台灣50正2,32.17,-5.02,-13.50%,"881,553","2,146,928","-1,265,374"
4,009816凱基台灣TOP50,14.28,-1.01,-6.61%,"677,392","1,784,950","-1,107,558"
5,00991A主動復華未來50,16.82,-1.71,-9.23%,"463,632","1,540,639","-1,077,007"
6,0050 元大台灣50,100.15,-6.25,-5.87%,"522,052","1,388,073","-866,020"
7,00403A主動統一升級50,9.52,-0.76,-7.39%,"1,848,405","2,702,922","-854,517"
8,00405A主動富邦台灣龍耀,7.75,-0.69,-8.18%,"425,044","1,244,048","-819,003"
9,00988A主動統一全球創新,16.24,-1.97,-10.82%,"324,845","876,739","-551,894"
10,00927 群益半導體收益,35.68,-3.02,-7.80%,"148,567","587,985","-439,418"
11,0056 元大高股息,50.75,-1.90,-3.61%,"242,518","680,168","-437,649"
12,3481 群創,52.60,-4.70,-8.20%,"982,904","1,394,632","-411,728"
13,00400A主動國泰動能高息,12.99,-1.00,-7.15%,"279,355","669,696","-390,340"
14,009821野村稀土關鍵資源,12.51,-0.62,-4.72%,"130,554","506,447","-375,892"
15,00406A主動中信台灣收益,8.82,-0.82,-8.51%,"192,667","477,103","-284,435"
16,00981A主動統一台股增長,26.43,-2.52,-8.70%,"1,217,259","1,482,076","-264,816"
17,00997A主動群益美國增長,11.00,-0.89,-7.49%,"171,811","425,595","-253,784"
18,2344 華邦電,155.00,-17.00,-9.88%,"527,665","757,816","-230,150"
19,2317 鴻海,234.00,-8.50,-3.51%,"213,883","436,187","-222,303"
20,00990A主動元大AI新經濟,15.49,-1.70,-9.89%,"244,296","453,151","-208,854"
21,2303 聯電,144.00,-16.00,-10.00%,"808,215","979,314","-171,098"
22,00961 FT臺灣永續高息,12.34,-0.18,-1.44%,"61,788","219,864","-158,076"
23,00929 復華台灣科技優息,28.52,-1.38,-4.62%,"162,397","317,972","-155,575"
24,00984A主動安聯台灣高息,14.80,-0.82,-5.25%,"61,617","194,115","-132,497"
25,9904 寶成,24.60,0.00,0.00%,"199,517","329,212","-129,694"
26,6116 彩晶,15.00,-1.10,-6.83%,"169,233","294,690","-125,456"
27,6770 力積電,68.90,-7.60,-9.93%,"606,934","728,268","-121,334"
28,3231 緯創,139.00,-7.50,-5.12%,"196,345","309,274","-112,928"
29,2330 台積電,"2,290.00",-180.00,-7.29%,"171,694","279,108","-107,414"
30,009824群益美國科技巨頭,9.94,-0.34,-3.31%,"190,080","293,315","-103,235"
31,2337 旺宏,125.00,-11.50,-8.42%,"338,979","430,104","-91,124"
32,00984D主動聯博全球非投,10.21,+ 0.01,+0.10%,"119,472","207,132","-87,660"
33,00992A主動群益科技創新,15.22,-1.53,-9.13%,"266,700","346,593","-79,893"
34,2353 宏碁,29.60,-1.15,-3.74%,"207,780","286,140","-78,359"
35,2409 友達,25.80,-1.85,-6.69%,"1,272,564","1,350,889","-78,324"
36,1101 台泥,23.50,-0.45,-1.88%,"230,608","300,705","-70,097"
37,2408 南亞科,395.50,-43.50,-9.91%,"296,840","365,554","-68,713"
38,1714 和桐,15.30,-0.90,-5.56%,"115,198","182,144","-66,946"
39,0052 富邦科技,57.90,-4.30,-6.91%,"147,431","214,307","-66,876"
40,00935 野村臺灣新科技50,53.40,-4.55,-7.85%,"83,555","147,996","-64,440"
41,00891 中信關鍵半導體,33.35,-2.66,-7.39%,"91,251","154,836","-63,585"
42,00919 群益台灣精選高息,28.93,-0.62,-2.10%,"506,847","568,018","-61,170"
43,6005 群益證,33.00,-1.65,-4.76%,"71,167","132,101","-60,934"
44,00830 國泰費城半導體,83.10,-5.95,-6.68%,"72,544","132,981","-60,437"
45,1605 華新,32.60,-2.15,-6.19%,"125,996","183,307","-57,310"
46,1409 新纖,24.30,-1.70,-6.54%,"174,691","230,604","-55,913"
47,00982A主動群益台灣強棒,21.43,-2.14,-9.08%,"171,874","227,634","-55,759"
48,00947 台新臺灣IC設計,32.32,-2.90,-8.23%,"41,793","97,348","-55,555"
49,2412 中華電,138.00,+ 2.00,+1.47%,"176,430","230,743","-54,312"
50,2891 中信金,62.10,-0.90,-1.43%,"454,266","505,807","-51,540"
