Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,44.40,+ 1.15,+2.66%,"427,730"
2,3231 緯創,183.50,-6.00,-3.17%,"269,886"
3,00981A主動統一台股增長,28.03,-0.81,-2.81%,"269,081"
4,00632R元大台灣50反1,10.35,+ 0.02,+0.19%,"230,204"
5,2002 中鋼,19.05,+ 0.05,+0.26%,"228,577"
6,2610 華航,22.50,+ 0.35,+1.58%,"206,441"
7,2883 凱基金,30.85,+ 0.25,+0.82%,"186,684"
8,00991A主動復華未來50,16.86,-0.30,-1.75%,"178,698"
9,2884 玉山金,38.15,+ 0.20,+0.53%,"171,406"
10,009816凱基台灣TOP50,14.88,-0.08,-0.53%,"167,889"
11,2891 中信金,65.60,+ 1.00,+1.55%,"165,931"
12,00631L元大台灣50正2,33.68,-0.17,-0.50%,"154,078"
13,1402 遠東新,27.50,+ 0.50,+1.85%,"150,710"
14,5880 合庫金,26.20,+ 0.10,+0.38%,"141,882"
15,2867 三商壽,9.81,+ 0.04,+0.41%,"135,913"
16,2317 鴻海,260.00,-4.50,-1.70%,"120,739"
17,2412 中華電,137.50,+ 0.50,+0.36%,"108,977"
18,3045 台灣大,111.50,+ 1.00,+0.90%,"105,157"
19,00992A主動群益科技創新,16.63,-0.30,-1.77%,"102,226"
20,5876 上海商銀,43.45,0.00,0.00%,"99,138"
21,2324 仁寶,36.55,-0.75,-2.01%,"94,493"
22,2027 大成鋼,46.60,+ 0.50,+1.08%,"76,624"
23,4904 遠傳,103.00,+ 1.00,+0.98%,"76,135"
24,00712 復華富時不動產,8.76,-0.04,-0.45%,"73,761"
25,00405A主動富邦台灣龍耀,8.02,-0.23,-2.79%,"67,562"
26,2603 長榮,207.50,+ 3.50,+1.72%,"66,176"
27,1216 統一,75.70,+ 2.70,+3.70%,"65,660"
28,6505 台塑化,71.00,+ 3.90,+5.81%,"62,460"
29,4938 和碩,87.10,-0.90,-1.02%,"58,143"
30,1101 台泥,24.35,0.00,0.00%,"57,001"
31,2356 英業達,64.00,-1.50,-2.29%,"56,418"
32,3576 聯合再生,16.95,-0.45,-2.59%,"54,218"
33,2301 光寶科,247.00,-5.50,-2.18%,"52,871"
34,2882 國泰金,99.40,+ 1.90,+1.95%,"51,149"
35,2615 萬海,84.90,+ 0.60,+0.71%,"49,852"
36,2347 聯強,93.40,-1.30,-1.37%,"48,862"
37,2105 正新,31.40,+ 0.40,+1.29%,"43,248"
38,2845 遠東銀,13.20,+ 0.05,+0.38%,"43,118"
39,2353 宏碁,30.25,+ 0.25,+0.83%,"42,986"
40,00918 大華優利高填息30,33.59,+ 0.01,+0.03%,"42,700"
41,2890 永豐金,38.95,+ 0.25,+0.65%,"40,815"
42,00400A主動國泰動能高息,13.74,-0.15,-1.08%,"39,801"
43,0052 富邦科技,60.20,-0.25,-0.41%,"38,189"
44,8112 至上,91.20,+ 2.20,+2.47%,"36,204"
45,009819中信數據及電力,10.31,+ 0.01,+0.10%,"32,947"
46,2606 裕民,67.50,+ 3.10,+4.81%,"29,791"
47,9945 潤泰新,26.75,+ 0.40,+1.52%,"28,705"
48,2881 富邦金,127.00,+ 1.00,+0.79%,"28,676"
49,2006 東和鋼鐵,88.50,+ 2.30,+2.67%,"28,355"
50,2377 微星,153.00,-1.00,-0.65%,"28,338"
