Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,9.90,+ 0.18,+1.85%,"169,897"
2,00632R元大台灣50反1,10.17,-0.18,-1.74%,"131,963"
3,00631L元大台灣50正2,34.70,+ 1.02,+3.03%,"126,610"
4,2002 中鋼,19.65,+ 0.60,+3.15%,"89,460"
5,2408 南亞科,502.00,+ 45.00,+9.85%,"73,897"
6,009816凱基台灣TOP50,15.12,+ 0.24,+1.61%,"72,200"
7,3231 緯創,193.00,+ 9.50,+5.18%,"70,763"
8,0050 元大台灣50,104.25,+ 1.40,+1.36%,"69,141"
9,2317 鴻海,264.50,+ 4.50,+1.73%,"63,405"
10,2301 光寶科,271.50,+ 24.50,+9.92%,"62,703"
11,2618 長榮航,42.65,-1.75,-3.94%,"58,403"
12,1216 統一,75.50,-0.20,-0.26%,"54,971"
13,0056 元大高股息,52.45,+ 1.40,+2.74%,"53,050"
14,1605 華新,38.00,+ 3.45,+9.99%,"51,498"
15,00981A主動統一台股增長,28.53,+ 0.50,+1.78%,"50,079"
16,1402 遠東新,27.25,-0.25,-0.91%,"43,616"
17,2891 中信金,66.50,+ 0.90,+1.37%,"34,862"
18,8112 至上,92.40,+ 1.20,+1.32%,"30,363"
19,2027 大成鋼,47.30,+ 0.70,+1.50%,"27,032"
20,2883 凱基金,31.05,+ 0.20,+0.65%,"26,176"
21,00400A主動國泰動能高息,13.94,+ 0.20,+1.46%,"25,466"
22,00999A主動野村臺灣高息,11.03,+ 0.20,+1.85%,"25,113"
23,2887 台新新光金,35.90,+ 0.75,+2.13%,"24,432"
24,00405A主動富邦台灣龍耀,8.13,+ 0.11,+1.37%,"24,231"
25,3006 晶豪科,275.50,+ 19.00,+7.41%,"23,913"
26,009819中信數據及電力,10.41,+ 0.10,+0.97%,"23,480"
27,2324 仁寶,36.30,-0.25,-0.68%,"22,806"
28,00988A主動統一全球創新,16.67,+ 0.28,+1.71%,"22,205"
29,3706 神達,92.90,+ 1.20,+1.31%,"22,077"
30,009821野村稀土關鍵資源,14.91,+ 0.57,+3.97%,"19,862"
31,2890 永豐金,38.90,-0.05,-0.13%,"19,387"
32,2354 鴻準,63.10,+ 1.30,+2.10%,"17,435"
33,2377 微星,155.00,+ 2.00,+1.31%,"17,427"
34,00992A主動群益科技創新,16.90,+ 0.27,+1.62%,"16,871"
35,2867 三商壽,9.70,-0.11,-1.12%,"15,350"
36,0052 富邦科技,60.95,+ 0.75,+1.25%,"15,288"
37,2376 技嘉,349.50,+ 5.50,+1.60%,"14,980"
38,2356 英業達,66.00,+ 2.00,+3.13%,"14,178"
39,2353 宏碁,31.00,+ 0.75,+2.48%,"14,102"
40,6770 力積電,67.60,+ 2.10,+3.21%,"13,259"
41,4938 和碩,89.50,+ 2.40,+2.76%,"12,802"
42,6213 聯茂,427.50,+ 38.50,+9.90%,"12,529"
43,00919 群益台灣精選高息,30.03,+ 0.29,+0.98%,"12,450"
44,2615 萬海,87.50,+ 2.60,+3.06%,"11,755"
45,2014 中鴻,17.95,+ 0.30,+1.70%,"11,344"
46,00900 富邦特選高股息30,18.80,+ 0.16,+0.86%,"11,296"
47,1101 台泥,24.55,+ 0.20,+0.82%,"10,870"
48,2603 長榮,214.00,+ 6.50,+3.13%,"10,667"
49,2006 東和鋼鐵,85.90,-2.60,-2.94%,"10,623"
50,00685L群益臺灣加權正2,11.37,+ 0.36,+3.27%,"10,487"
