Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,11.02,+ 0.40,+3.77%,"899,335"
2,2303 聯電,164.50,+ 0.50,+0.30%,"648,705"
3,2882 國泰金,98.30,+ 0.30,+0.31%,"297,607"
4,00878 國泰永續高股息,33.50,+ 0.60,+1.82%,"295,968"
5,00992A主動群益科技創新,18.54,+ 0.74,+4.16%,"253,783"
6,2609 陽明,52.00,+ 0.60,+1.17%,"247,895"
7,2610 華航,23.70,+ 0.60,+2.60%,"220,841"
8,2890 永豐金,39.90,+ 0.40,+1.01%,"216,309"
9,1301 台塑,54.50,+ 1.80,+3.42%,"212,949"
10,2834 臺企銀,17.75,-0.05,-0.28%,"199,305"
11,2002 中鋼,18.80,-0.25,-1.31%,"186,125"
12,00981A主動統一台股增長,31.28,+ 1.34,+4.48%,"167,568"
13,1303 南亞,166.50,+ 15.00,+9.90%,"161,115"
14,2891 中信金,71.00,+ 0.70,+1.00%,"151,085"
15,2027 大成鋼,40.35,-0.05,-0.12%,"148,341"
16,00982A主動群益台灣強棒,24.61,+ 0.96,+4.06%,"139,395"
17,2881 富邦金,129.50,+ 1.00,+0.78%,"137,092"
18,2885 元大金,65.70,0.00,0.00%,"137,031"
19,2449 京元電子,337.50,+ 29.00,+9.40%,"136,169"
20,1802 台玻,74.80,+ 6.80,+10.00%,"120,420"
21,5880 合庫金,24.85,0.00,0.00%,"118,494"
22,00999A主動野村臺灣高息,10.85,+ 0.21,+1.97%,"115,100"
23,00891 中信關鍵半導體,37.36,+ 1.32,+3.66%,"106,501"
24,2867 三商壽,8.34,-0.06,-0.71%,"102,766"
25,2801 彰銀,24.00,+ 0.45,+1.91%,"93,889"
26,00940 元大台灣價值高息,12.65,+ 0.17,+1.36%,"91,519"
27,1314 中石化,8.36,+ 0.25,+3.08%,"89,992"
28,0056 元大高股息,53.25,+ 1.45,+2.80%,"88,674"
29,6005 群益證,38.25,+ 0.70,+1.86%,"70,627"
30,1326 台化,54.60,-0.30,-0.55%,"65,952"
31,1605 華新,37.20,+ 1.80,+5.08%,"63,965"
32,2317 鴻海,251.00,+ 4.50,+1.83%,"60,613"
33,2408 南亞科,452.50,-0.50,-0.11%,"59,203"
34,3702 大聯大,107.00,+ 2.50,+2.39%,"58,563"
35,00900 富邦特選高股息30,19.21,+ 0.23,+1.21%,"57,313"
36,2337 旺宏,155.50,-3.00,-1.89%,"50,260"
37,3036 文曄,214.00,+ 5.00,+2.39%,"47,022"
38,6176 瑞儀,87.00,+ 0.10,+0.12%,"43,269"
39,2006 東和鋼鐵,67.40,-2.60,-3.71%,"42,032"
40,00993A主動安聯台灣,14.05,+ 0.54,+4.00%,"41,992"
41,2353 宏碁,33.10,+ 0.90,+2.80%,"41,176"
42,2897 王道銀行,10.45,-0.05,-0.48%,"40,853"
43,3711 日月光投控,680.00,+ 53.00,+8.45%,"40,405"
44,00983A主動中信ARK創新,12.34,+ 0.30,+2.49%,"38,170"
45,009805新光美國電力基建,17.05,+ 0.16,+0.95%,"36,874"
46,6213 聯茂,370.50,+ 26.50,+7.70%,"35,397"
47,00929 復華台灣科技優息,30.78,+ 0.79,+2.63%,"33,937"
48,2637 慧洋-KY,72.60,0.00,0.00%,"33,746"
49,00939 統一台灣高息動能,21.46,+ 0.20,+0.94%,"33,162"
50,00980A主動野村臺灣優選,24.60,+ 0.95,+4.02%,"32,260"
