Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.22,-0.14,-1.35%,"234,789"
2,00981A主動統一台股增長,29.40,-0.69,-2.29%,"127,949"
3,2892 第一金,35.30,+ 0.90,+2.62%,"82,630"
4,6770 力積電,73.00,+ 3.00,+4.29%,"69,857"
5,2409 友達,26.65,+ 0.80,+3.09%,"56,501"
6,2886 兆豐金,48.55,+ 0.35,+0.73%,"55,935"
7,1301 台塑,66.20,+ 3.50,+5.58%,"51,907"
8,2883 凱基金,33.85,+ 1.10,+3.36%,"48,711"
9,00991A主動復華未來50,17.95,-0.35,-1.91%,"47,015"
10,2303 聯電,129.00,-1.00,-0.77%,"44,526"
11,2834 臺企銀,16.95,+ 0.50,+3.04%,"42,381"
12,2408 南亞科,543.00,+ 3.00,+0.56%,"37,008"
13,00992A主動群益科技創新,18.43,-0.25,-1.34%,"34,791"
14,2887 台新新光金,38.55,+ 1.05,+2.80%,"34,160"
15,2890 永豐金,41.10,+ 1.30,+3.27%,"32,724"
16,2880 華南金,41.35,+ 1.10,+2.73%,"32,236"
17,0050 元大台灣50,106.25,-0.70,-0.65%,"32,090"
18,1326 台化,68.30,+ 6.20,+9.98%,"31,797"
19,1717 長興,82.50,+ 4.80,+6.18%,"26,777"
20,1303 南亞,242.50,+ 22.00,+9.98%,"26,528"
21,2889 國票金,15.95,+ 0.05,+0.31%,"23,447"
22,00400A主動國泰動能高息,14.98,-0.02,-0.13%,"22,968"
23,1314 中石化,8.18,+ 0.13,+1.61%,"22,034"
24,1312 國喬,15.55,+ 1.40,+9.89%,"21,598"
25,00878 國泰永續高股息,33.18,+ 0.18,+0.55%,"18,293"
26,0056 元大高股息,54.60,+ 0.75,+1.39%,"18,146"
27,009816凱基台灣TOP50,15.56,-0.03,-0.19%,"18,075"
28,5880 合庫金,25.55,+ 0.30,+1.19%,"17,342"
29,2801 彰銀,25.15,+ 0.30,+1.21%,"17,136"
30,2421 建準,179.50,+ 16.00,+9.79%,"16,055"
31,00982A主動群益台灣強棒,22.39,-0.15,-0.67%,"15,762"
32,2317 鴻海,250.00,-3.00,-1.19%,"15,586"
33,00407A主動凱基台灣,9.76,-0.11,-1.11%,"14,867"
34,2313 華通,248.50,+ 7.50,+3.11%,"13,689"
35,2489 瑞軒,42.20,+ 2.00,+4.98%,"13,440"
36,2885 元大金,65.40,+ 1.40,+2.19%,"13,288"
37,2344 華邦電,182.50,+ 1.00,+0.55%,"12,529"
38,1605 華新,39.20,+ 0.20,+0.51%,"11,890"
39,2337 旺宏,126.00,-0.50,-0.40%,"11,215"
40,3481 群創,49.85,+ 1.25,+2.57%,"10,612"
41,2882 國泰金,110.50,+ 5.00,+4.74%,"10,168"
42,9105 泰金寶-DR,8.71,+ 0.43,+5.19%,"9,702"
43,00988A主動統一全球創新,15.99,-0.40,-2.44%,"9,228"
44,6505 台塑化,73.50,+ 2.10,+2.94%,"8,590"
45,0052 富邦科技,61.85,-0.50,-0.80%,"8,153"
46,1718 中纖,10.90,+ 0.15,+1.40%,"7,575"
47,3576 聯合再生,18.20,+ 0.70,+4.00%,"7,155"
48,2377 微星,155.00,+ 10.00,+6.90%,"7,144"
49,6269 台郡,74.90,-0.10,-0.13%,"6,930"
50,2351 順德,232.50,-7.00,-2.92%,"6,593"
