Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00403A主動統一升級50,9.28,-0.24,-2.52%,"461,738","1,314,260","-852,522"
2,00685L群益臺灣加權正2,10.41,-0.13,-1.23%,"337,746","1,120,898","-783,152"
3,00631L元大台灣50正2,32.06,-0.11,-0.34%,"327,989","882,224","-554,235"
4,009816凱基台灣TOP50,14.14,-0.14,-0.98%,"242,831","558,226","-315,395"
5,00981A主動統一台股增長,25.90,-0.53,-2.01%,"271,682","513,114","-241,432"
6,00991A主動復華未來50,16.50,-0.32,-1.90%,"169,981","325,860","-155,879"
7,00405A主動富邦台灣龍耀,7.56,-0.19,-2.45%,"95,573","248,731","-153,158"
8,0050 元大台灣50,99.20,-0.95,-0.95%,"373,785","520,546","-146,761"
9,00407A主動凱基台灣,8.40,-0.18,-2.10%,"76,992","206,787","-129,795"
10,00632R元大台灣50反1,10.90,+ 0.07,+0.65%,"198,909","303,004","-104,094"
11,00988A主動統一全球創新,16.56,+ 0.32,+1.97%,"71,024","171,550","-100,527"
12,6770 力積電,63.00,-5.90,-8.56%,"179,761","273,270","-93,510"
13,00406A主動中信台灣收益,8.72,-0.10,-1.13%,"79,687","165,937","-86,250"
14,00712 復華富時不動產,9.03,-0.03,-0.33%,"29,688","111,034","-81,346"
15,6505 台塑化,77.70,-3.60,-4.43%,"96,798","165,705","-68,907"
16,00992A主動群益科技創新,14.87,-0.35,-2.30%,"49,228","92,102","-42,874"
17,2324 仁寶,34.40,-1.60,-4.44%,"58,622","100,499","-41,878"
18,2330 台積電,"2,320.00",+ 30.00,+1.31%,"55,790","97,363","-41,572"
19,00400A主動國泰動能高息,12.72,-0.27,-2.08%,"46,471","84,849","-38,378"
20,00990A主動元大AI新經濟,15.82,+ 0.33,+2.13%,"49,191","85,973","-36,782"
21,00919 群益台灣精選高息,28.55,-0.38,-1.31%,"108,186","143,917","-35,731"
22,1326 台化,64.20,-1.90,-2.87%,"52,416","81,696","-29,280"
23,00982A主動群益台灣強棒,21.08,-0.35,-1.63%,"49,788","78,001","-28,214"
24,0052 富邦科技,57.60,-0.30,-0.52%,"38,675","66,848","-28,173"
25,1301 台塑,60.60,-2.20,-3.50%,"46,497","73,534","-27,038"
26,8150 南茂,103.00,-7.50,-6.79%,"49,834","76,482","-26,648"
27,00929 復華台灣科技優息,27.94,-0.58,-2.03%,"76,838","103,183","-26,345"
28,00953B群益優選非投等債,9.80,+ 0.03,+0.31%,"30,787","56,531","-25,744"
29,9904 寶成,24.35,-0.25,-1.02%,"24,005","48,299","-24,293"
30,6239 力成,266.50,-21.50,-7.47%,"20,952","43,366","-22,414"
31,0056 元大高股息,49.95,-0.80,-1.58%,"166,201","186,637","-20,435"
32,2317 鴻海,234.50,+ 0.50,+0.21%,"48,580","69,007","-20,427"
33,00891 中信關鍵半導體,32.67,-0.68,-2.04%,"20,385","39,846","-19,460"
34,1434 福懋,18.55,-0.65,-3.39%,"6,978","25,296","-18,318"
35,00927 群益半導體收益,34.50,-1.18,-3.31%,"46,380","64,181","-17,801"
36,2884 玉山金,35.85,+ 0.75,+2.14%,"80,235","97,754","-17,519"
37,2105 正新,33.20,-0.40,-1.19%,"12,767","29,398","-16,630"
38,1102 亞泥,33.00,-0.25,-0.75%,"14,125","30,739","-16,614"
39,2484 希華,72.70,-8.00,-9.91%,"5,999","22,534","-16,536"
40,2891 中信金,61.50,-0.60,-0.97%,"69,848","86,000","-16,152"
41,009820元大納斯達克精選,9.73,+ 0.05,+0.52%,"4,579","20,434","-15,856"
42,9914 美利達,79.80,-4.20,-5.00%,"10,242","26,060","-15,818"
43,00664R國泰臺灣加權反1,1.75,+ 0.01,+0.57%,"45,315","61,064","-15,749"
44,009819中信數據及電力,9.82,+ 0.08,+0.82%,"5,386","21,046","-15,661"
45,3576 聯合再生,18.45,+ 0.60,+3.36%,"43,730","59,361","-15,631"
46,3090 日電貿,175.50,-19.00,-9.77%,"1,124","16,651","-15,526"
47,00878 國泰永續高股息,31.36,-0.45,-1.41%,"62,783","77,583","-14,800"
48,00637L元大滬深300正2,20.12,+ 0.83,+4.30%,"42,046","55,975","-13,928"
49,00680L元大美債20正2,6.75,-0.01,-0.15%,"7,096","20,472","-13,375"
50,00663L國泰臺灣加權正2,91.20,-1.05,-1.14%,"14,739","27,248","-12,509"
