Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.39,+ 0.14,+1.51%,"-863,582"
2,0050 元大台灣50,102.00,-0.85,-0.83%,"-720,130"
3,6770 力積電,54.70,+ 0.20,+0.37%,"-254,191"
4,1303 南亞,165.00,+ 5.50,+3.45%,"-248,882"
5,2330 台積電,"2,370.00",-55.00,-2.27%,"-126,261"
6,1314 中石化,7.66,+ 0.09,+1.19%,"-122,360"
7,2303 聯電,118.00,-3.00,-2.48%,"-113,719"
8,00988A主動統一全球創新,16.14,-0.12,-0.74%,"-101,580"
9,2449 京元電子,233.50,+ 10.00,+4.47%,"-73,387"
10,1714 和桐,14.35,+ 1.30,+9.96%,"-67,558"
11,1802 台玻,47.55,+ 1.85,+4.05%,"-66,444"
12,2887 台新新光金,35.30,-0.65,-1.81%,"-62,301"
13,2337 旺宏,110.50,+ 10.00,+9.95%,"-62,242"
14,2880 華南金,43.05,-0.65,-1.49%,"-61,473"
15,2408 南亞科,396.50,+ 36.00,+9.99%,"-55,858"
16,3037 欣興,865.00,+ 78.00,+9.91%,"-53,086"
17,1326 台化,56.30,-1.10,-1.92%,"-50,810"
18,00990A主動元大AI新經濟,15.34,-0.22,-1.41%,"-47,493"
19,2382 廣達,296.50,+ 5.00,+1.72%,"-45,073"
20,3711 日月光投控,610.00,+ 55.00,+9.91%,"-42,569"
21,00929 復華台灣科技優息,27.57,+ 0.10,+0.36%,"-40,200"
22,1409 新纖,21.80,+ 1.05,+5.06%,"-37,600"
23,2344 華邦電,143.00,+ 13.00,+10.00%,"-37,524"
24,00982A主動群益台灣強棒,21.04,+ 0.65,+3.19%,"-36,317"
25,2406 國碩,30.90,-0.25,-0.80%,"-36,224"
26,2801 彰銀,25.40,+ 0.20,+0.79%,"-35,935"
27,2352 佳世達,28.45,+ 1.10,+4.02%,"-35,734"
28,1102 亞泥,32.70,-0.30,-0.91%,"-33,261"
29,2308 台達電,"1,580.00",-60.00,-3.66%,"-32,705"
30,009820元大納斯達克精選,9.44,-0.03,-0.32%,"-32,164"
31,00830 國泰費城半導體,82.60,-1.40,-1.67%,"-32,100"
32,00878 國泰永續高股息,32.57,+ 0.14,+0.43%,"-31,261"
33,00400A主動國泰動能高息,13.25,+ 0.31,+2.40%,"-31,163"
34,00891 中信關鍵半導體,33.72,+ 0.52,+1.57%,"-31,145"
35,0056 元大高股息,49.82,+ 0.34,+0.69%,"-30,977"
36,1312 國喬,11.45,+ 0.15,+1.33%,"-29,610"
37,1605 華新,32.80,+ 1.35,+4.29%,"-29,233"
38,2369 菱生,32.00,+ 2.60,+8.84%,"-29,158"
39,2542 興富發,43.85,-0.15,-0.34%,"-28,467"
40,2515 中工,12.05,+ 0.20,+1.69%,"-27,560"
41,6213 聯茂,289.00,+ 26.00,+9.89%,"-24,459"
42,3702 大聯大,116.00,+ 3.50,+3.11%,"-23,911"
43,6282 康舒,44.65,+ 2.25,+5.31%,"-23,489"
44,1717 長興,61.70,+ 1.80,+3.01%,"-22,069"
45,2323 中環,10.15,+ 0.21,+2.11%,"-21,950"
46,2332 友訊,22.20,+ 0.95,+4.47%,"-21,637"
47,2363 矽統,49.85,+ 0.65,+1.32%,"-20,672"
48,2104 國際中橡,9.54,-0.11,-1.14%,"-19,017"
49,6153 嘉聯益,14.80,+ 0.75,+5.34%,"-18,919"
50,4958 臻鼎-KY,421.50,+ 8.00,+1.93%,"-17,732"
