Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2337 旺宏,76.20,+ 6.90,+9.96%,"206,529","52,186","154,343"
2,2313 華通,177.00,+ 6.00,+3.51%,"150,175","86,666","63,509"
3,1303 南亞,81.70,+ 4.60,+5.97%,"181,668","123,753","57,915"
4,2002 中鋼,19.65,+ 0.50,+2.61%,"83,583","31,337","52,246"
5,1314 中石化,8.36,+ 0.26,+3.21%,"65,455","15,887","49,568"
6,1301 台塑,48.80,+ 4.40,+9.91%,"88,876","46,246","42,630"
7,2883 凱基金,18.30,+ 0.45,+2.52%,"70,857","28,561","42,296"
8,2887 台新新光金,22.90,+ 0.75,+3.39%,"79,664","42,076","37,588"
9,00878 國泰永續高股息,23.28,+ 0.30,+1.31%,"93,964","60,484","33,480"
10,1605 華新,40.20,+ 1.35,+3.47%,"96,272","66,987","29,285"
11,2027 大成鋼,37.50,+ 1.20,+3.31%,"39,325","11,824","27,501"
12,00953B群益優選非投等債,9.75,-0.05,-0.51%,"56,945","33,532","23,413"
13,1304 台聚,12.45,+ 0.90,+7.79%,"26,385","3,084","23,301"
14,1326 台化,38.95,+ 3.50,+9.87%,"44,389","21,106","23,283"
15,2355 敬鵬,39.50,+ 0.15,+0.38%,"49,814","27,495","22,319"
16,00929 復華台灣科技優息,20.00,+ 0.21,+1.06%,"76,375","54,351","22,024"
17,4916 事欣科,69.00,+ 4.20,+6.48%,"31,636","11,670","19,966"
18,00990A主動元大AI新經濟,10.87,-0.14,-1.27%,"49,170","30,795","18,375"
19,00680L元大美債20正2,7.28,+ 0.02,+0.28%,"42,989","24,629","18,360"
20,00738U期元大道瓊白銀,88.50,+ 7.30,+8.99%,"40,517","22,342","18,175"
21,2352 佳世達,26.85,-1.35,-4.79%,"30,336","12,226","18,110"
22,2374 佳能,89.40,+ 6.20,+7.45%,"41,133","23,525","17,608"
23,2515 中工,14.50,+ 1.30,+9.85%,"22,679","5,137","17,542"
24,2331 精英,29.70,+ 2.30,+8.39%,"25,689","8,293","17,396"
25,0052 富邦科技,42.85,+ 0.04,+0.09%,"44,542","27,163","17,379"
26,6505 台塑化,52.20,+ 4.70,+9.89%,"19,873","3,815","16,058"
27,8131 福懋科,85.30,+ 7.70,+9.92%,"54,828","39,934","14,894"
28,00940 元大台灣價值高息,9.79,+ 0.05,+0.51%,"72,768","58,547","14,221"
29,2009 第一銅,51.50,+ 2.60,+5.32%,"17,917","3,738","14,179"
30,3019 亞光,154.50,+ 5.50,+3.69%,"19,938","6,281","13,657"
31,0050 元大台灣50,72.25,0.00,0.00%,"83,922","70,983","12,939"
32,6133 金橋,25.50,+ 2.30,+9.91%,"19,703","6,935","12,768"
33,3645 達邁,73.00,+ 6.60,+9.94%,"17,187","4,784","12,403"
34,1718 中纖,7.43,+ 0.33,+4.65%,"15,195","2,923","12,272"
35,00715L期街口布蘭特正2,22.55,+ 0.83,+3.82%,"25,783","13,880","11,903"
36,8112 至上,78.40,+ 3.70,+4.95%,"25,880","14,047","11,833"
37,00919 群益台灣精選高息,23.93,+ 0.21,+0.89%,"81,050","69,621","11,429"
38,2464 盟立,70.50,+ 1.20,+1.73%,"17,881","6,618","11,263"
39,6116 彩晶,9.16,+ 0.13,+1.44%,"32,734","21,909","10,825"
40,00706L期元大S＆P日圓正2,21.07,+ 1.15,+5.77%,"13,481","3,236","10,245"
41,1312 國喬,13.85,+ 0.45,+3.36%,"16,582","7,308","9,274"
42,1434 福懋,17.60,+ 1.10,+6.67%,"12,814","3,831","8,983"
43,00673R期元大S＆P原油反1,26.60,-0.56,-2.06%,"15,320","6,521","8,799"
44,1402 遠東新,29.05,+ 0.95,+3.38%,"14,468","5,844","8,624"
45,2344 華邦電,113.00,+ 10.00,+9.71%,"58,237","49,825","8,412"
46,2049 上銀,246.50,+ 15.50,+6.71%,"12,483","4,190","8,293"
47,5243 乙盛-KY,89.00,+ 6.80,+8.27%,"10,148","1,918","8,230"
48,00713 元大台灣高息低波,52.10,+ 0.45,+0.87%,"14,862","6,767","8,095"
49,2014 中鴻,17.05,+ 0.55,+3.33%,"14,036","6,250","7,786"
50,00939 統一台灣高息動能,15.79,+ 0.17,+1.09%,"15,098","7,326","7,772"
