Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,8046 南電,416.00,+ 6.50,+1.59%,"8,636,610","15,157,342","-6,520,731"
2,3189 景碩,265.50,+ 12.00,+4.73%,"9,509,314","15,854,273","-6,344,959"
3,3037 欣興,369.00,-2.50,-0.67%,"17,472,837","23,525,775","-6,052,938"
4,3167 大量,271.50,-4.00,-1.45%,"2,710,661","7,376,148","-4,665,487"
5,2454 聯發科,"1,855.00",+ 10.00,+0.54%,"16,026,324","20,663,380","-4,637,055"
6,3711 日月光投控,354.50,+ 10.50,+3.05%,"7,434,683","11,956,446","-4,521,763"
7,2301 光寶科,179.50,+ 2.00,+1.13%,"6,007,849","9,318,756","-3,310,906"
8,3653 健策,"3,205.00",-145.00,-4.33%,"5,648,890","8,774,311","-3,125,420"
9,3450 聯鈞,243.00,-5.00,-2.02%,"1,015,900","3,874,458","-2,858,558"
10,6669 緯穎,"3,740.00",+ 55.00,+1.49%,"3,738,266","6,452,875","-2,714,609"
11,6285 啟碁,172.00,-0.50,-0.29%,"3,802,396","6,505,293","-2,702,897"
12,2345 智邦,"1,450.00",+ 60.00,+4.32%,"10,842,388","13,137,197","-2,294,809"
13,3443 創意,"2,475.00",-30.00,-1.20%,"3,266,527","5,053,373","-1,786,846"
14,4958 臻鼎-KY,178.00,-2.00,-1.11%,"1,706,018","3,254,756","-1,548,737"
15,2485 兆赫,36.80,-0.85,-2.26%,"988,725","2,255,914","-1,267,188"
16,8996 高力,906.00,-25.00,-2.69%,"4,980,833","6,032,585","-1,051,751"
17,2408 南亞科,278.00,+ 7.00,+2.58%,"25,248,458","26,293,104","-1,044,646"
18,2377 微星,90.70,+ 0.30,+0.33%,"377,337","1,419,643","-1,042,306"
19,2367 燿華,52.50,+ 0.90,+1.74%,"3,816,251","4,778,559","-962,308"
20,8271 宇瞻,118.00,+ 1.00,+0.85%,"695,344","1,632,939","-937,595"
21,6919 康霈*,160.00,+ 10.50,+7.02%,"1,496,275","2,406,266","-909,990"
22,3006 晶豪科,154.00,-1.00,-0.65%,"1,826,747","2,662,203","-835,455"
23,3019 亞光,148.00,-3.00,-1.99%,"871,191","1,703,399","-832,208"
24,5269 祥碩,"1,270.00",-30.00,-2.31%,"710,319","1,529,600","-819,281"
25,3535 晶彩科,103.50,+ 1.00,+0.98%,"460,945","1,264,758","-803,813"
26,6789 采鈺,297.00,-3.50,-1.16%,"740,272","1,527,276","-787,003"
27,4977 眾達-KY,125.50,-13.50,-9.71%,"1,059,667","1,835,010","-775,342"
28,3017 奇鋐,"1,605.00",-15.00,-0.93%,"5,266,533","6,021,530","-754,997"
29,6271 同欣電,153.00,-4.00,-2.55%,"881,290","1,632,033","-750,743"
30,2449 京元電子,313.50,+ 11.50,+3.81%,"7,128,621","7,864,554","-735,933"
31,2357 華碩,523.00,-3.00,-0.57%,"1,994,588","2,723,833","-729,245"
32,2049 上銀,232.00,-2.00,-0.85%,"439,806","1,157,016","-717,209"
33,2464 盟立,71.10,-0.90,-1.25%,"377,818","1,081,587","-703,768"
34,6944 兆聯實業,677.00,+ 10.00,+1.50%,"487,592","1,185,495","-697,902"
35,2353 宏碁,27.10,+ 0.05,+0.18%,"608,445","1,217,511","-609,065"
36,6442 光聖,"1,950.00",-35.00,-1.76%,"1,961,372","2,567,860","-606,487"
37,3550 聯穎,19.60,-0.75,-3.69%,"218,282","806,179","-587,897"
38,1605 華新,34.70,+ 0.15,+0.43%,"1,032,406","1,617,522","-585,115"
39,6282 康舒,48.00,+ 0.70,+1.48%,"643,749","1,228,768","-585,018"
40,1326 台化,42.25,+ 1.50,+3.68%,"2,225,460","2,725,126","-499,665"
41,5234 達興材料,388.50,+ 7.50,+1.97%,"839,480","1,326,947","-487,466"
42,8210 勤誠,975.00,-8.00,-0.81%,"2,404,941","2,856,506","-451,565"
43,3533 嘉澤,"1,645.00",+ 20.00,+1.23%,"2,372,154","2,796,396","-424,241"
44,6805 富世達,"1,545.00",-35.00,-2.22%,"1,747,647","2,166,331","-418,684"
45,6781 AES-KY,"1,135.00",+ 5.00,+0.44%,"569,705","988,003","-418,297"
46,6443 元晶,37.10,-0.60,-1.59%,"1,475,769","1,893,143","-417,373"
47,3305 昇貿,109.00,-2.50,-2.24%,"232,985","635,512","-402,526"
48,3706 神達,78.40,-0.50,-0.63%,"538,219","922,732","-384,513"
49,6414 樺漢,280.00,+ 2.00,+0.72%,"136,118","511,640","-375,522"
50,6830 汎銓,218.50,-3.50,-1.58%,"850,911","1,223,024","-372,112"
