Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2409 友達,30.50,+ 0.90,+3.04%,"347,600"
2,00403A主動統一升級50,10.35,+ 0.11,+1.07%,"200,168"
3,3481 群創,50.10,+ 1.30,+2.66%,"86,154"
4,6770 力積電,72.40,0.00,0.00%,"80,995"
5,0050 元大台灣50,109.65,0.00,0.00%,"77,403"
6,2344 華邦電,183.00,-5.00,-2.66%,"60,611"
7,2886 兆豐金,50.30,-0.30,-0.59%,"55,257"
8,2892 第一金,37.80,-0.05,-0.13%,"45,246"
9,5880 合庫金,26.85,0.00,0.00%,"39,379"
10,2303 聯電,141.50,+ 4.50,+3.28%,"37,905"
11,2845 遠東銀,13.55,-0.15,-1.09%,"36,907"
12,2889 國票金,16.70,+ 0.10,+0.60%,"36,724"
13,2885 元大金,69.70,-0.90,-1.27%,"33,822"
14,00631L元大台灣50正2,37.54,+ 0.05,+0.13%,"29,570"
15,1301 台塑,66.70,+ 1.60,+2.46%,"29,307"
16,3711 日月光投控,640.00,+ 22.00,+3.56%,"29,214"
17,2002 中鋼,19.25,+ 0.15,+0.79%,"27,749"
18,00981A主動統一台股增長,29.92,+ 0.19,+0.64%,"24,052"
19,00406A主動中信台灣收益,9.66,+ 0.05,+0.52%,"23,819"
20,00990A主動元大AI新經濟,15.16,+ 0.04,+0.26%,"23,035"
21,00988A主動統一全球創新,16.28,+ 0.01,+0.06%,"22,085"
22,5876 上海商銀,47.50,-1.25,-2.56%,"21,492"
23,00685L群益臺灣加權正2,12.39,+ 0.04,+0.32%,"20,617"
24,2880 華南金,44.35,-0.80,-1.77%,"20,158"
25,2330 台積電,"2,465.00",-5.00,-0.20%,"19,998"
26,2610 華航,20.45,-0.15,-0.73%,"19,609"
27,00409A主動復華全球50,9.85,-0.05,-0.51%,"18,589"
28,00891 中信關鍵半導體,35.82,-0.06,-0.17%,"18,540"
29,2412 中華電,139.50,+ 0.50,+0.36%,"18,165"
30,3045 台灣大,119.50,+ 1.50,+1.27%,"17,478"
31,1326 台化,71.80,+ 1.20,+1.70%,"17,331"
32,2327 國巨*,565.00,-2.00,-0.35%,"15,778"
33,2382 廣達,342.00,+ 14.00,+4.27%,"15,497"
34,00991A主動復華未來50,17.70,+ 0.03,+0.17%,"15,431"
35,00400A主動國泰動能高息,15.06,+ 0.06,+0.40%,"15,047"
36,2609 陽明,58.50,+ 1.20,+2.09%,"14,829"
37,9105 泰金寶-DR,8.89,+ 0.21,+2.42%,"12,752"
38,2492 華新科,319.50,+ 1.00,+0.31%,"12,037"
39,1409 新纖,26.85,+ 2.40,+9.82%,"11,903"
40,00878 國泰永續高股息,34.13,+ 0.06,+0.18%,"11,489"
41,2317 鴻海,252.00,+ 0.50,+0.20%,"11,319"
42,00405A主動富邦台灣龍耀,8.78,+ 0.07,+0.80%,"11,162"
43,8150 南茂,91.50,+ 1.20,+1.33%,"10,814"
44,2897 王道銀行,10.85,-0.10,-0.91%,"10,742"
45,0052 富邦科技,63.75,+ 0.15,+0.24%,"10,593"
46,2618 長榮航,42.55,+ 0.10,+0.24%,"10,300"
47,00881 國泰台灣科技龍頭,50.95,+ 0.15,+0.30%,"9,964"
48,2408 南亞科,523.00,-8.00,-1.51%,"9,604"
49,3037 欣興,993.00,+ 39.00,+4.09%,"9,468"
50,009824群益美國科技巨頭,10.07,-0.04,-0.40%,"8,695"
