Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00631L元大台灣50正2,36.67,-1.63,-4.26%,"95,688","374,335","-278,646"
2,009816凱基台灣TOP50,15.19,-0.29,-1.87%,"50,905","249,657","-198,751"
3,00918 大華優利高填息30,30.94,+ 0.06,+0.19%,"25,051","160,914","-135,862"
4,2409 友達,27.10,-2.15,-7.35%,"60,653","194,418","-133,764"
5,0050 元大台灣50,104.15,-1.95,-1.84%,"43,118","173,908","-130,790"
6,00981A主動統一台股增長,30.81,-0.55,-1.75%,"41,382","158,699","-117,317"
7,00988A主動統一全球創新,21.46,-0.63,-2.85%,"28,863","129,124","-100,260"
8,00403A主動統一升級50,10.41,-0.18,-1.70%,"83,903","172,819","-88,915"
9,00712 復華富時不動產,8.71,+ 0.03,+0.35%,"42,995","129,339","-86,344"
10,00919 群益台灣精選高息,30.67,+ 0.15,+0.49%,"42,554","117,110","-74,556"
11,2344 華邦電,162.00,-17.50,-9.75%,"38,534","112,091","-73,557"
12,2324 仁寶,41.40,-0.95,-2.24%,"59,626","125,661","-66,035"
13,2353 宏碁,38.40,-0.70,-1.79%,"39,026","97,667","-58,641"
14,00990A主動元大AI新經濟,20.25,-0.45,-2.17%,"18,747","76,030","-57,283"
15,00991A主動復華未來50,19.22,-0.39,-1.99%,"20,649","76,883","-56,234"
16,9105 泰金寶-DR,11.45,-1.25,-9.84%,"57,466","110,616","-53,150"
17,009819中信數據及電力,10.75,-0.16,-1.47%,"17,155","62,884","-45,729"
18,2317 鴻海,284.50,-8.50,-2.90%,"15,840","54,041","-38,201"
19,1504 東元,78.40,-8.60,-9.89%,"24,167","61,964","-37,796"
20,3231 緯創,171.00,-5.00,-2.84%,"23,793","61,134","-37,340"
21,2408 南亞科,360.00,-35.00,-8.86%,"14,821","45,816","-30,994"
22,0052 富邦科技,61.00,-1.30,-2.09%,"15,994","46,948","-30,953"
23,2337 旺宏,150.00,-6.50,-4.15%,"8,782","36,277","-27,494"
24,1802 台玻,67.60,-1.30,-1.89%,"6,802","34,012","-27,209"
25,00999A主動野村臺灣高息,11.19,-0.20,-1.76%,"13,313","39,053","-25,740"
26,0056 元大高股息,51.80,-0.85,-1.61%,"25,146","47,813","-22,666"
27,00400A主動國泰動能高息,14.55,-0.31,-2.09%,"11,541","33,393","-21,851"
28,00896 中信綠能及電動車,28.96,-0.64,-2.16%,"7,698","29,237","-21,538"
29,1409 新纖,26.15,-1.15,-4.21%,"19,322","38,826","-19,503"
30,2330 台積電,"2,365.00",-20.00,-0.84%,"11,461","30,922","-19,461"
31,2352 佳世達,31.10,-3.15,-9.20%,"7,099","26,264","-19,164"
32,2313 華通,259.00,-6.50,-2.45%,"5,627","24,346","-18,718"
33,2371 大同,30.30,-1.75,-5.46%,"7,626","24,830","-17,204"
34,00935 野村臺灣新科技50,59.90,-1.55,-2.52%,"6,513","23,441","-16,928"
35,6282 康舒,63.80,-7.00,-9.89%,"48,027","64,655","-16,627"
36,1513 中興電,170.50,-16.50,-8.82%,"8,041","22,137","-14,096"
37,2406 國碩,34.65,-3.85,-10.00%,"11,548","24,518","-12,969"
38,2349 錸德,14.00,-0.90,-6.04%,"8,804","21,139","-12,334"
39,00997A主動群益美國增長,13.46,-0.38,-2.75%,"10,429","22,754","-12,324"
40,00961 FT臺灣永續高息,13.11,-0.16,-1.21%,"5,537","17,733","-12,196"
41,00637L元大滬深300正2,21.69,-0.41,-1.86%,"10,864","22,494","-11,629"
42,2327 國巨*,769.00,+ 26.00,+3.50%,"10,204","21,830","-11,626"
43,2891 中信金,66.60,-1.40,-2.06%,"70,600","82,109","-11,508"
44,1312 國喬,14.40,+ 0.20,+1.41%,"16,275","27,623","-11,348"
45,1609 大亞,39.10,-3.90,-9.07%,"5,603","16,484","-10,881"
46,3049 精金,15.90,-1.40,-8.09%,"15,729","26,603","-10,873"
47,6456 GIS-KY,82.50,-3.50,-4.07%,"4,266","15,128","-10,861"
48,2301 光寶科,230.00,-18.50,-7.44%,"25,248","35,852","-10,604"
49,6770 力積電,74.60,-6.40,-7.90%,"46,314","56,757","-10,442"
50,3706 神達,92.40,-1.50,-1.60%,"9,557","19,191","-9,634"
