Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2884 玉山金,36.95,+ 1.10,+3.07%,"99,351"
2,2618 長榮航,42.30,+ 1.10,+2.67%,"49,702"
3,2002 中鋼,18.80,+ 0.25,+1.35%,"45,539"
4,00712 復華富時不動產,8.91,-0.12,-1.33%,"37,561"
5,2891 中信金,62.70,+ 1.20,+1.95%,"35,407"
6,2412 中華電,139.00,0.00,0.00%,"33,849"
7,2867 三商壽,9.51,+ 0.28,+3.03%,"33,809"
8,2812 台中銀,20.45,+ 0.10,+0.49%,"33,173"
9,3481 群創,50.70,+ 0.30,+0.60%,"31,639"
10,3045 台灣大,112.00,0.00,0.00%,"30,177"
11,2882 國泰金,95.80,+ 1.80,+1.91%,"28,774"
12,1402 遠東新,27.35,+ 0.05,+0.18%,"28,128"
13,2356 英業達,60.10,+ 2.90,+5.07%,"26,906"
14,1101 台泥,24.05,+ 0.25,+1.05%,"26,823"
15,5876 上海商銀,45.65,+ 0.10,+0.22%,"25,572"
16,5880 合庫金,25.70,+ 0.20,+0.78%,"23,452"
17,2634 漢翔,71.50,+ 6.50,+10.00%,"22,517"
18,2603 長榮,203.00,+ 7.00,+3.57%,"21,322"
19,3576 聯合再生,19.10,+ 0.65,+3.52%,"21,219"
20,2324 仁寶,36.00,+ 1.60,+4.65%,"21,006"
21,00953B群益優選非投等債,9.81,+ 0.01,+0.10%,"20,414"
22,3231 緯創,149.50,+ 6.00,+4.18%,"19,007"
23,2615 萬海,85.20,+ 4.70,+5.84%,"18,755"
24,2317 鴻海,246.00,+ 11.50,+4.90%,"18,428"
25,6505 台塑化,85.40,+ 7.70,+9.91%,"18,372"
26,2105 正新,32.25,-0.95,-2.86%,"18,105"
27,1102 亞泥,33.15,+ 0.15,+0.45%,"17,494"
28,2609 陽明,50.90,+ 1.90,+3.88%,"16,628"
29,2382 廣達,324.00,+ 8.00,+2.53%,"15,687"
30,2353 宏碁,30.20,+ 0.95,+3.25%,"14,422"
31,2610 華航,21.45,+ 0.50,+2.39%,"13,568"
32,00918 大華優利高填息30,31.82,+ 0.90,+2.91%,"13,235"
33,9904 寶成,24.40,+ 0.05,+0.21%,"12,653"
34,2347 聯強,85.30,+ 1.30,+1.55%,"11,636"
35,2883 凱基金,29.70,+ 0.15,+0.51%,"10,883"
36,4904 遠傳,102.00,-2.50,-2.39%,"10,484"
37,4938 和碩,82.80,+ 2.80,+3.50%,"10,316"
38,00997A主動群益美國增長,11.49,+ 0.27,+2.41%,"9,437"
39,6116 彩晶,14.50,+ 0.20,+1.40%,"8,559"
40,2489 瑞軒,30.65,+ 0.05,+0.16%,"8,428"
41,6005 群益證,33.60,+ 0.80,+2.44%,"8,295"
42,2646 星宇航空,22.00,+ 0.70,+3.29%,"8,223"
43,2367 燿華,43.85,+ 0.60,+1.39%,"6,923"
44,2027 大成鋼,41.15,+ 0.70,+1.73%,"6,756"
45,5871 中租-KY,123.50,+ 1.00,+0.82%,"6,745"
46,3042 晶技,168.00,+ 11.00,+7.01%,"6,670"
47,00882 中信中國高股息,15.06,+ 0.05,+0.33%,"6,602"
48,9105 泰金寶-DR,8.76,+ 0.33,+3.91%,"6,535"
49,2312 金寶,33.10,+ 3.00,+9.97%,"6,502"
50,2881 富邦金,123.50,0.00,0.00%,"6,420"
