Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.52,-0.76,-7.39%,"-468,732"
2,0050 元大台灣50,100.15,-6.25,-5.87%,"-222,198"
3,00981A主動統一台股增長,26.43,-2.52,-8.70%,"-137,205"
4,6770 力積電,68.90,-7.60,-9.93%,"-115,284"
5,009816凱基台灣TOP50,14.28,-1.01,-6.61%,"-57,811"
6,00991A主動復華未來50,16.82,-1.71,-9.23%,"-52,264"
7,1303 南亞,199.00,-22.00,-9.95%,"-50,130"
8,2303 聯電,144.00,-16.00,-10.00%,"-45,935"
9,2330 台積電,"2,290.00",-180.00,-7.29%,"-44,184"
10,00982A主動群益台灣強棒,21.43,-2.14,-9.08%,"-38,971"
11,00990A主動元大AI新經濟,15.49,-1.70,-9.89%,"-31,078"
12,00988A主動統一全球創新,16.24,-1.97,-10.82%,"-30,073"
13,00919 群益台灣精選高息,28.93,-0.62,-2.10%,"-29,798"
14,2344 華邦電,155.00,-17.00,-9.88%,"-28,376"
15,00878 國泰永續高股息,31.81,-1.14,-3.46%,"-27,840"
16,00405A主動富邦台灣龍耀,7.75,-0.69,-8.18%,"-26,719"
17,00631L元大台灣50正2,32.17,-5.02,-13.50%,"-25,593"
18,00992A主動群益科技創新,15.22,-1.53,-9.13%,"-19,637"
19,00400A主動國泰動能高息,12.99,-1.00,-7.15%,"-19,226"
20,2449 京元電子,286.50,-31.50,-9.91%,"-16,943"
21,2409 友達,25.80,-1.85,-6.69%,"-15,636"
22,2313 華通,212.00,-23.50,-9.98%,"-15,161"
23,2885 元大金,65.00,-1.70,-2.55%,"-14,862"
24,1314 中石化,8.64,-0.42,-4.64%,"-13,228"
25,0056 元大高股息,50.75,-1.90,-3.61%,"-11,984"
26,3711 日月光投控,614.00,-68.00,-9.97%,"-11,743"
27,8150 南茂,110.50,-12.00,-9.80%,"-11,246"
28,009820元大納斯達克精選,9.68,-0.43,-4.25%,"-10,740"
29,00999A主動野村臺灣高息,9.96,-0.58,-5.50%,"-9,994"
30,00406A主動中信台灣收益,8.82,-0.82,-8.51%,"-9,900"
31,2890 永豐金,40.00,+ 0.15,+0.38%,"-9,759"
32,3033 威健,48.80,-5.40,-9.96%,"-9,623"
33,2887 台新新光金,35.55,-0.60,-1.66%,"-9,594"
34,2408 南亞科,395.50,-43.50,-9.91%,"-8,661"
35,2301 光寶科,196.50,-21.50,-9.86%,"-8,396"
36,00891 中信關鍵半導體,33.35,-2.66,-7.39%,"-8,359"
37,1301 台塑,62.80,-2.80,-4.27%,"-7,856"
38,1434 福懋,19.20,-0.25,-1.29%,"-7,736"
39,1605 華新,32.60,-2.15,-6.19%,"-7,517"
40,1717 長興,64.50,-6.30,-8.90%,"-7,470"
41,0052 富邦科技,57.90,-4.30,-6.91%,"-7,286"
42,2323 中環,10.25,-0.70,-6.39%,"-7,071"
43,2369 菱生,35.90,-3.95,-9.91%,"-6,905"
44,009819中信數據及電力,9.74,-0.33,-3.28%,"-6,882"
45,1802 台玻,56.60,-5.10,-8.27%,"-6,822"
46,00929 復華台灣科技優息,28.52,-1.38,-4.62%,"-6,649"
47,00922 國泰台灣領袖50,37.91,-2.49,-6.16%,"-6,616"
48,00980A主動野村臺灣優選,21.41,-1.69,-7.32%,"-6,573"
49,2363 矽統,56.70,-6.30,-10.00%,"-6,494"
50,1312 國喬,12.85,-0.60,-4.46%,"-6,105"
