Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.45,+ 0.23,+2.25%,"504,124"
2,00981A主動統一台股增長,30.37,+ 0.97,+3.30%,"217,921"
3,2892 第一金,35.90,+ 0.60,+1.70%,"172,046"
4,2886 兆豐金,48.50,-0.05,-0.10%,"154,116"
5,2883 凱基金,34.95,+ 1.10,+3.25%,"134,893"
6,2609 陽明,57.60,-1.90,-3.19%,"118,789"
7,00991A主動復華未來50,18.24,+ 0.29,+1.62%,"101,303"
8,1326 台化,74.30,+ 6.00,+8.78%,"78,275"
9,1216 統一,76.20,0.00,0.00%,"63,150"
10,00878 國泰永續高股息,33.76,+ 0.58,+1.75%,"62,014"
11,2603 長榮,238.00,+ 4.50,+1.93%,"59,919"
12,1301 台塑,67.80,+ 1.60,+2.42%,"58,113"
13,009802富邦旗艦50,20.49,+ 1.14,+5.89%,"56,536"
14,3045 台灣大,115.50,-0.50,-0.43%,"56,521"
15,2615 萬海,114.50,+ 0.50,+0.44%,"55,605"
16,00407A主動凱基台灣,9.99,+ 0.23,+2.36%,"52,721"
17,2880 華南金,41.95,+ 0.60,+1.45%,"52,630"
18,00992A主動群益科技創新,18.87,+ 0.44,+2.39%,"51,720"
19,00406A主動中信台灣收益,9.96,+ 0.29,+3.00%,"50,805"
20,00982A主動群益台灣強棒,23.34,+ 0.95,+4.24%,"47,062"
21,1102 亞泥,35.15,+ 0.60,+1.74%,"43,968"
22,1717 長興,84.70,+ 2.20,+2.67%,"36,002"
23,00405A主動富邦台灣龍耀,8.93,+ 0.18,+2.06%,"33,140"
24,2303 聯電,132.50,+ 3.50,+2.71%,"30,157"
25,2889 國票金,15.65,+ 0.35,+2.29%,"30,059"
26,2618 長榮航,42.40,+ 0.40,+0.95%,"29,350"
27,2890 永豐金,41.50,+ 0.40,+0.97%,"29,090"
28,2887 台新新光金,40.30,+ 1.75,+4.54%,"29,070"
29,1314 中石化,8.26,+ 0.08,+0.98%,"29,004"
30,00400A主動國泰動能高息,15.37,+ 0.39,+2.60%,"27,666"
31,1605 華新,38.75,-0.45,-1.15%,"27,335"
32,1802 台玻,61.30,+ 0.50,+0.82%,"26,813"
33,00881 國泰台灣科技龍頭,51.05,+ 1.47,+2.96%,"26,441"
34,2409 友達,26.40,-0.25,-0.94%,"25,969"
35,2812 台中銀,19.10,+ 0.05,+0.26%,"24,785"
36,2881 富邦金,145.00,+ 1.00,+0.69%,"24,696"
37,2606 裕民,75.00,-1.10,-1.45%,"24,653"
38,1402 遠東新,29.40,+ 1.05,+3.70%,"24,594"
39,1312 國喬,15.65,+ 0.10,+0.64%,"24,407"
40,2002 中鋼,19.05,+ 0.10,+0.53%,"23,277"
41,2882 國泰金,111.00,+ 0.50,+0.45%,"22,521"
42,3037 欣興,971.00,-28.00,-2.80%,"21,853"
43,00935 野村臺灣新科技50,59.60,+ 2.30,+4.01%,"20,828"
44,2897 王道銀行,10.60,+ 0.25,+2.42%,"20,712"
45,009821野村稀土關鍵資源,15.16,-0.11,-0.72%,"19,071"
46,5880 合庫金,25.60,+ 0.05,+0.20%,"19,053"
47,0052 富邦科技,63.05,+ 1.20,+1.94%,"17,481"
48,2421 建準,177.00,-2.50,-1.39%,"17,081"
49,2637 慧洋-KY,95.60,+ 1.50,+1.59%,"16,415"
50,0056 元大高股息,54.85,+ 0.25,+0.46%,"16,276"
