Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00632R元大台灣50反1,9.90,+ 0.05,+0.51%,"134,766","250,311","-115,545"
2,2337 旺宏,145.50,+ 2.00,+1.39%,"30,442","121,562","-91,120"
3,00927 群益半導體收益,42.83,+ 0.35,+0.82%,"33,039","115,743","-82,704"
4,2317 鴻海,239.00,-2.00,-0.83%,"39,695","114,010","-74,315"
5,00988A主動統一全球創新,21.84,-0.94,-4.13%,"94,355","165,558","-71,202"
6,2344 華邦電,183.50,-6.50,-3.42%,"96,733","160,955","-64,222"
7,2002 中鋼,18.60,-0.05,-0.27%,"33,801","97,303","-63,502"
8,00997A主動群益美國增長,13.99,-0.57,-3.91%,"36,586","99,651","-63,065"
9,2883 凱基金,27.90,-0.40,-1.41%,"118,804","178,046","-59,242"
10,6770 力積電,74.70,+ 0.40,+0.54%,"64,780","123,011","-58,230"
11,9904 寶成,24.10,+ 0.40,+1.69%,"45,637","101,625","-55,988"
12,00919 群益台灣精選高息,29.20,-0.17,-0.58%,"70,428","126,067","-55,638"
13,0056 元大高股息,52.60,-0.15,-0.28%,"49,556","103,587","-54,031"
14,1101 台泥,23.10,+ 0.10,+0.43%,"43,304","93,631","-50,327"
15,00407A主動凱基台灣,10.01,+ 0.06,+0.60%,"151,299","199,050","-47,751"
16,2303 聯電,165.50,-3.50,-2.07%,"174,289","211,627","-37,338"
17,2882 國泰金,93.50,-1.50,-1.58%,"132,370","168,512","-36,141"
18,00984D主動聯博全球非投,10.09,0.00,0.00%,"23,034","52,732","-29,697"
19,009824群益美國科技巨頭,10.04,-0.10,-0.99%,"31,945","61,172","-29,226"
20,00991A主動復華未來50,20.64,-0.23,-1.10%,"118,249","147,040","-28,790"
21,2408 南亞科,407.00,-14.00,-3.33%,"41,044","67,403","-26,359"
22,1718 中纖,13.60,+ 1.20,+9.68%,"115,278","140,933","-25,654"
23,00953B群益優選非投等債,9.71,0.00,0.00%,"53,854","76,729","-22,874"
24,009821野村稀土關鍵資源,14.22,+ 0.01,+0.07%,"17,460","38,940","-21,479"
25,2881 富邦金,119.50,-3.00,-2.45%,"107,321","124,735","-17,413"
26,00637L元大滬深300正2,20.18,-1.54,-7.09%,"38,526","54,949","-16,422"
27,2353 宏碁,32.00,-0.10,-0.31%,"43,344","58,234","-14,890"
28,8112 至上,89.00,-0.70,-0.78%,"19,890","33,113","-13,222"
29,00990A主動元大AI新經濟,20.38,-0.85,-4.00%,"63,697","76,054","-12,357"
30,2324 仁寶,34.80,+ 0.20,+0.58%,"47,078","58,876","-11,798"
31,00882 中信中國高股息,14.74,+ 0.15,+1.03%,"15,722","27,055","-11,332"
32,2412 中華電,141.00,-0.50,-0.35%,"39,406","50,522","-11,115"
33,00947 台新臺灣IC設計,39.23,+ 0.13,+0.33%,"9,813","20,917","-11,103"
34,6005 群益證,37.35,-0.30,-0.80%,"10,941","21,878","-10,936"
35,2489 瑞軒,41.60,+ 0.70,+1.71%,"6,039","16,451","-10,412"
36,2834 臺企銀,17.75,+ 0.15,+0.85%,"51,095","60,772","-9,676"
37,00830 國泰費城半導體,95.75,-4.10,-4.11%,"19,099","28,705","-9,605"
38,00664R國泰臺灣加權反1,1.60,+ 0.01,+0.63%,"30,620","39,930","-9,309"
39,6269 台郡,65.70,+ 0.20,+0.31%,"4,410","13,149","-8,738"
40,2426 鼎元,74.80,+ 2.70,+3.74%,"4,637","12,924","-8,287"
41,1605 華新,35.55,-0.20,-0.56%,"17,884","25,825","-7,941"
42,4915 致伸,66.90,+ 0.50,+0.75%,"10,647","18,570","-7,923"
43,00961 FT臺灣永續高息,12.68,+ 0.04,+0.32%,"9,847","17,590","-7,742"
44,3717 聯嘉投控,28.55,-0.40,-1.38%,"22,124","29,849","-7,724"
45,3189 景碩,830.00,-56.00,-6.32%,"19,005","26,574","-7,568"
46,8926 台汽電,73.00,+ 0.80,+1.11%,"7,900","14,936","-7,035"
47,2603 長榮,185.50,0.00,0.00%,"19,273","26,210","-6,937"
48,00715L期街口布蘭特正2,31.38,-2.15,-6.41%,"5,524","12,347","-6,822"
49,1319 東陽,75.40,-0.70,-0.92%,"5,848","12,354","-6,506"
50,3036 文曄,217.50,+ 6.50,+3.08%,"18,595","25,061","-6,465"
