Rank,Stock,Price,Change,ChangePercent,NetSell
1,2002 中鋼,18.85,-0.15,-0.79%,"-55,405"
2,2884 玉山金,37.75,+ 0.10,+0.27%,"-48,319"
3,2834 臺企銀,16.30,0.00,0.00%,"-42,739"
4,2610 華航,20.25,+ 0.35,+1.76%,"-41,221"
5,2317 鴻海,255.00,-4.50,-1.73%,"-39,328"
6,00878 國泰永續高股息,33.75,-0.12,-0.35%,"-27,722"
7,2890 永豐金,39.60,-0.95,-2.34%,"-20,323"
8,2327 國巨*,608.00,-14.00,-2.25%,"-19,861"
9,2885 元大金,68.30,-1.40,-2.01%,"-18,278"
10,2105 正新,30.75,+ 0.35,+1.15%,"-17,889"
11,2449 京元電子,248.50,+ 1.50,+0.61%,"-15,181"
12,2883 凱基金,31.40,-0.25,-0.79%,"-13,885"
13,1718 中纖,10.65,-0.30,-2.74%,"-13,265"
14,5388 中磊,79.30,-0.50,-0.63%,"-12,583"
15,00632R元大台灣50反1,9.97,-0.04,-0.40%,"-11,739"
16,2492 華新科,291.50,-11.00,-3.64%,"-11,647"
17,3033 威健,46.70,-1.55,-3.21%,"-11,131"
18,1314 中石化,7.81,+ 0.13,+1.69%,"-10,561"
19,00891 中信關鍵半導體,36.23,-0.15,-0.41%,"-10,366"
20,00753L中信中國50正2,9.65,+ 0.30,+3.21%,"-9,235"
21,2645 長榮航太,182.00,-18.00,-9.00%,"-8,407"
22,2412 中華電,136.00,+ 1.00,+0.74%,"-7,715"
23,5871 中租-KY,108.50,-3.00,-2.69%,"-7,594"
24,2352 佳世達,29.00,-0.50,-1.69%,"-7,317"
25,2478 大毅,125.00,-3.00,-2.34%,"-6,932"
26,2903 遠百,21.60,-0.05,-0.23%,"-6,879"
27,1409 新纖,24.40,-0.85,-3.37%,"-6,380"
28,2618 長榮航,41.80,+ 1.90,+4.76%,"-6,326"
29,4763 材料*-KY,50.10,-1.40,-2.72%,"-6,280"
30,8046 南電,"1,295.00",-10.00,-0.77%,"-5,967"
31,2633 台灣高鐵,26.00,+ 0.10,+0.39%,"-5,877"
32,6005 群益證,30.55,-0.35,-1.13%,"-5,853"
33,2337 旺宏,129.50,-7.50,-5.47%,"-5,639"
34,1477 聚陽,204.50,-7.50,-3.54%,"-5,620"
35,3702 大聯大,111.00,-4.00,-3.48%,"-5,340"
36,1717 長興,71.80,+ 0.10,+0.14%,"-5,069"
37,2891 中信金,65.60,-0.20,-0.30%,"-5,050"
38,2515 中工,11.85,-0.20,-1.66%,"-5,049"
39,2208 台船,19.55,-0.75,-3.69%,"-4,903"
40,2101 南港,31.90,+ 0.35,+1.11%,"-4,851"
41,3532 台勝科,371.50,+ 15.50,+4.35%,"-4,832"
42,8112 至上,93.50,-2.30,-2.40%,"-4,532"
43,3703 欣陸,19.70,-0.25,-1.25%,"-4,512"
44,2820 華票,16.25,-0.10,-0.61%,"-4,450"
45,8033 雷虎,191.50,-10.00,-4.96%,"-4,421"
46,2377 微星,149.50,-9.50,-5.97%,"-4,227"
47,2481 強茂,144.50,+ 6.50,+4.71%,"-4,195"
48,3026 禾伸堂,689.00,+ 42.00,+6.49%,"-4,150"
49,2406 國碩,29.50,+ 0.30,+1.03%,"-4,137"
50,2887 台新新光金,37.15,-0.60,-1.59%,"-4,130"
