Rank,Stock,Price,Change,ChangePercent,NetSell
1,2610 華航,20.25,0.00,0.00%,"-103,806"
2,2886 兆豐金,48.70,-0.70,-1.42%,"-51,610"
3,00991A主動復華未來50,17.79,+ 0.27,+1.54%,"-50,196"
4,2880 華南金,43.20,-0.45,-1.03%,"-46,095"
5,2834 臺企銀,16.50,+ 0.10,+0.61%,"-45,790"
6,2409 友達,26.25,+ 0.15,+0.57%,"-44,345"
7,5880 合庫金,24.10,+ 0.10,+0.42%,"-42,393"
8,1303 南亞,189.00,-1.00,-0.53%,"-34,858"
9,8150 南茂,92.20,-6.80,-6.87%,"-25,715"
10,2884 玉山金,36.75,-0.15,-0.41%,"-24,676"
11,6005 群益證,30.60,+ 0.60,+2.00%,"-23,916"
12,2327 國巨*,602.00,-15.00,-2.43%,"-23,893"
13,4958 臻鼎-KY,471.50,-18.50,-3.78%,"-23,306"
14,00878 國泰永續高股息,33.52,+ 0.05,+0.15%,"-22,725"
15,2492 華新科,288.00,-12.50,-4.16%,"-22,019"
16,00982A主動群益台灣強棒,22.82,+ 0.32,+1.42%,"-21,152"
17,00891 中信關鍵半導體,35.93,+ 0.47,+1.33%,"-20,979"
18,2344 華邦電,177.00,-1.00,-0.56%,"-17,117"
19,3481 群創,50.40,+ 0.30,+0.60%,"-16,120"
20,2313 華通,209.00,-2.50,-1.18%,"-15,055"
21,6505 台塑化,70.20,-0.90,-1.27%,"-14,993"
22,2812 台中銀,18.65,+ 0.15,+0.81%,"-14,955"
23,6116 彩晶,14.15,-0.05,-0.35%,"-14,775"
24,2801 彰銀,23.70,+ 0.60,+2.60%,"-14,724"
25,5388 中磊,82.40,-8.70,-9.55%,"-13,084"
26,3090 日電貿,170.50,-4.00,-2.29%,"-12,056"
27,6239 力成,281.50,-1.00,-0.35%,"-11,823"
28,1714 和桐,17.40,+ 0.75,+4.50%,"-11,316"
29,1314 中石化,7.78,+ 0.08,+1.04%,"-10,643"
30,2633 台灣高鐵,25.80,+ 0.10,+0.39%,"-10,445"
31,2332 友訊,22.30,-0.30,-1.33%,"-10,236"
32,6282 康舒,47.15,-2.70,-5.42%,"-9,900"
33,8926 台汽電,56.80,+ 1.00,+1.79%,"-9,792"
34,2646 星宇航空,20.55,-0.20,-0.96%,"-9,255"
35,8033 雷虎,173.00,-16.00,-8.47%,"-8,038"
36,3702 大聯大,122.50,-3.00,-2.39%,"-7,158"
37,3026 禾伸堂,685.00,+ 39.00,+6.04%,"-7,100"
38,2481 強茂,139.00,-2.50,-1.77%,"-6,875"
39,1102 亞泥,32.35,-0.10,-0.31%,"-6,807"
40,2449 京元電子,259.00,+ 13.00,+5.28%,"-6,397"
41,1409 新纖,24.80,+ 0.55,+2.27%,"-6,243"
42,2308 台達電,"1,790.00",-15.00,-0.83%,"-6,122"
43,8039 台虹,227.00,+ 11.00,+5.09%,"-5,978"
44,00980A主動野村臺灣優選,24.73,+ 0.44,+1.81%,"-5,838"
45,2634 漢翔,61.70,-1.10,-1.75%,"-5,769"
46,2820 華票,16.20,0.00,0.00%,"-5,461"
47,6226 光鼎,20.30,0.00,0.00%,"-5,426"
48,2425 承啟,41.90,-4.05,-8.81%,"-5,419"
49,2368 金像電,"1,000.00",+ 36.00,+3.73%,"-5,354"
50,3596 智易,168.50,-0.50,-0.30%,"-5,189"
