Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00981A主動統一台股增長,26.13,+ 2.37,+9.97%,"357,651"
2,00991A主動復華未來50,15.41,+ 1.40,+9.99%,"336,634"
3,00403A主動統一升級50,9.25,+ 0.78,+9.21%,"168,850"
4,009816凱基台灣TOP50,14.65,+ 1.24,+9.25%,"140,001"
5,00992A主動群益科技創新,14.82,+ 1.34,+9.94%,"123,691"
6,00405A主動富邦台灣龍耀,7.30,+ 0.62,+9.28%,"81,592"
7,2618 長榮航,43.30,+ 1.55,+3.71%,"70,801"
8,5880 合庫金,27.60,+ 0.60,+2.22%,"68,624"
9,2883 凱基金,30.85,+ 1.90,+6.56%,"59,934"
10,2887 台新新光金,35.95,+ 2.80,+8.45%,"58,860"
11,00400A主動國泰動能高息,12.94,+ 1.11,+9.38%,"56,635"
12,00631L元大台灣50正2,33.70,+ 5.32,+18.75%,"54,982"
13,2834 臺企銀,18.20,+ 0.10,+0.55%,"48,289"
14,2884 玉山金,38.65,+ 0.95,+2.52%,"46,123"
15,0056 元大高股息,49.48,+ 3.19,+6.89%,"40,250"
16,2610 華航,22.40,+ 0.70,+3.23%,"38,772"
17,2867 三商壽,9.90,+ 0.32,+3.34%,"38,381"
18,00982A主動群益台灣強棒,20.39,+ 1.85,+9.98%,"38,325"
19,1216 統一,73.80,-1.80,-2.38%,"37,208"
20,00980A主動野村臺灣優選,21.46,+ 1.90,+9.71%,"36,563"
21,0052 富邦科技,59.70,+ 5.40,+9.94%,"32,637"
22,2344 華邦電,130.00,+ 11.50,+9.70%,"29,699"
23,2892 第一金,36.75,+ 1.25,+3.52%,"28,077"
24,2890 永豐金,40.60,+ 1.75,+4.50%,"25,908"
25,0050 元大台灣50,102.85,+ 9.35,+10.00%,"23,640"
26,2885 元大金,68.10,+ 5.00,+7.92%,"22,847"
27,2891 中信金,64.90,+ 1.80,+2.85%,"22,705"
28,2002 中鋼,18.95,0.00,0.00%,"22,383"
29,2845 遠東銀,13.50,+ 0.05,+0.37%,"21,139"
30,00995A主動中信台灣卓越,15.12,+ 1.35,+9.80%,"20,415"
31,2882 國泰金,101.50,+ 6.30,+6.62%,"20,238"
32,00935 野村臺灣新科技50,52.65,+ 4.75,+9.92%,"19,063"
33,3231 緯創,176.00,+ 16.00,+10.00%,"18,262"
34,00996A主動兆豐台灣豐收,12.06,+ 1.09,+9.94%,"17,661"
35,2886 兆豐金,53.10,+ 1.60,+3.11%,"17,397"
36,1402 遠東新,27.15,0.00,0.00%,"16,691"
37,00878 國泰永續高股息,32.43,+ 1.68,+5.46%,"16,524"
38,2317 鴻海,250.50,+ 21.00,+9.15%,"16,250"
39,5876 上海商銀,45.45,+ 0.65,+1.45%,"15,688"
40,00993A主動安聯台灣,11.77,+ 1.07,+10.00%,"15,352"
41,2801 彰銀,25.20,+ 0.40,+1.61%,"15,097"
42,00999A主動野村臺灣高息,10.16,+ 0.76,+8.09%,"14,646"
43,00881 國泰台灣科技龍頭,50.60,+ 4.56,+9.90%,"14,265"
44,2412 中華電,139.50,-1.00,-0.71%,"14,205"
45,00927 群益半導體收益,34.49,+ 3.06,+9.74%,"13,487"
46,00929 復華台灣科技優息,27.47,+ 1.47,+5.65%,"12,756"
47,2324 仁寶,36.00,+ 2.25,+6.67%,"12,555"
48,9945 潤泰新,27.05,+ 0.35,+1.31%,"11,513"
49,1605 華新,31.45,+ 2.85,+9.97%,"10,957"
50,2881 富邦金,130.00,+ 6.00,+4.84%,"10,798"
