Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00405A主動富邦台灣龍耀,9.34,+ 0.19,+2.08%,"210,219","1,070,893","-860,673"
2,00919 群益台灣精選高息,30.69,+ 0.50,+1.66%,"103,186","395,528","-292,342"
3,009816凱基台灣TOP50,15.38,+ 0.48,+3.22%,"158,887","357,948","-199,060"
4,0050 元大台灣50,105.25,+ 3.30,+3.24%,"139,294","327,675","-188,380"
5,00402A主動安聯美國科技,9.92,+ 0.29,+3.01%,"64,299","247,701","-183,402"
6,2409 友達,24.10,+ 0.60,+2.55%,"104,780","232,761","-127,981"
7,6770 力積電,73.30,+ 6.10,+9.08%,"73,977","199,510","-125,532"
8,00918 大華優利高填息30,31.88,+ 1.03,+3.34%,"53,995","145,969","-91,973"
9,00981A主動統一台股增長,31.47,+ 0.87,+2.84%,"321,670","412,568","-90,898"
10,00712 復華富時不動產,8.86,+ 0.06,+0.68%,"65,592","127,837","-62,244"
11,00631L元大台灣50正2,37.07,+ 2.24,+6.43%,"222,653","277,650","-54,997"
12,00406A主動中信台灣收益,10.07,+ 0.21,+2.13%,"54,621","107,166","-52,544"
13,2317 鴻海,267.50,+ 7.00,+2.69%,"70,684","122,144","-51,460"
14,00404A主動聯博動能50,10.00,+ 0.17,+1.73%,"27,861","78,450","-50,588"
15,2303 聯電,141.50,+ 8.00,+5.99%,"312,995","360,630","-47,635"
16,00896 中信綠能及電動車,29.00,+ 0.67,+2.36%,"18,434","64,822","-46,387"
17,3231 緯創,161.50,+ 5.50,+3.53%,"34,504","76,841","-42,337"
18,2609 陽明,51.20,-1.20,-2.29%,"87,819","127,737","-39,917"
19,00916 國泰全球品牌50,27.90,+ 0.49,+1.79%,"20,513","60,411","-39,898"
20,2324 仁寶,37.85,+ 1.50,+4.13%,"88,814","119,860","-31,046"
21,3706 神達,85.60,+ 0.10,+0.12%,"11,599","38,258","-26,658"
22,00988A主動統一全球創新,22.36,+ 1.48,+7.09%,"105,686","132,275","-26,589"
23,1301 台塑,47.25,+ 2.00,+4.42%,"42,829","68,754","-25,924"
24,2301 光寶科,207.50,-9.50,-4.38%,"30,372","55,540","-25,167"
25,2449 京元電子,281.00,-1.00,-0.35%,"17,807","42,686","-24,879"
26,6239 力成,327.00,-20.50,-5.90%,"31,827","56,107","-24,279"
27,2312 金寶,35.45,+ 0.50,+1.43%,"23,431","45,339","-21,908"
28,00961 FT臺灣永續高息,12.94,+ 0.08,+0.62%,"12,519","31,526","-19,006"
29,009819中信數據及電力,10.26,+ 0.10,+0.98%,"23,671","42,076","-18,405"
30,2330 台積電,"2,375.00",+ 65.00,+2.81%,"41,860","58,950","-17,090"
31,6176 瑞儀,88.70,-2.60,-2.85%,"19,251","35,680","-16,428"
32,4938 和碩,83.50,-5.60,-6.29%,"81,310","96,613","-15,302"
33,1504 東元,73.20,+ 2.20,+3.10%,"17,063","31,347","-14,283"
34,8105 凌巨,21.40,-1.05,-4.68%,"21,452","35,421","-13,969"
35,2313 華通,257.50,-5.50,-2.09%,"44,011","57,712","-13,700"
36,0056 元大高股息,51.50,+ 0.90,+1.78%,"59,754","73,184","-13,429"
37,00935 野村臺灣新科技50,60.85,+ 2.00,+3.40%,"17,336","30,150","-12,813"
38,00715L期街口布蘭特正2,42.60,-5.48,-11.40%,"17,670","30,399","-12,728"
39,3036 文曄,226.00,-2.50,-1.09%,"28,725","41,096","-12,371"
40,009803玉山市值動能50,21.58,+ 0.49,+2.32%,"8,205","20,243","-12,037"
41,6285 啟碁,274.50,+ 4.50,+1.67%,"7,549","19,053","-11,503"
42,3376 新日興,203.00,+ 2.50,+1.25%,"7,917","19,155","-11,237"
43,2481 強茂,142.50,-2.50,-1.72%,"25,694","35,744","-10,050"
44,00910 第一金太空衛星,70.45,-4.80,-6.38%,"5,699","15,514","-9,815"
45,2371 大同,28.45,+ 0.05,+0.18%,"13,370","22,841","-9,471"
46,2385 群光,121.50,-12.50,-9.33%,"14,795","24,242","-9,446"
47,2356 英業達,67.10,+ 0.90,+1.36%,"37,307","46,675","-9,368"
48,3481 群創,51.40,+ 2.85,+5.87%,"127,595","136,701","-9,105"
49,2382 廣達,370.00,-2.00,-0.54%,"59,666","68,683","-9,017"
50,6005 群益證,40.05,+ 1.05,+2.69%,"31,978","40,681","-8,703"
