Rank,Stock,Price,Change,ChangePercent,NetSell
1,00406A主動中信台灣收益,9.67,-0.14,-1.43%,"-38,720"
2,2634 漢翔,66.90,-0.90,-1.33%,"-27,687"
3,2610 華航,20.25,-0.10,-0.49%,"-21,268"
4,2344 華邦電,182.50,+ 1.00,+0.55%,"-17,603"
5,00631L元大台灣50正2,35.82,-0.48,-1.32%,"-16,774"
6,00685L群益臺灣加權正2,11.82,-0.14,-1.17%,"-16,281"
7,2002 中鋼,18.95,-0.10,-0.52%,"-16,093"
8,2327 國巨*,545.00,-52.00,-8.71%,"-15,684"
9,00632R元大台灣50反1,9.95,+ 0.06,+0.61%,"-13,373"
10,6116 彩晶,14.50,0.00,0.00%,"-13,279"
11,3231 緯創,178.00,0.00,0.00%,"-12,897"
12,6919 康霈*,94.80,-4.80,-4.82%,"-11,981"
13,00919 群益台灣精選高息,31.96,+ 0.52,+1.65%,"-11,524"
14,2371 大同,28.05,-0.45,-1.58%,"-10,543"
15,9904 寶成,24.85,+ 0.50,+2.05%,"-10,025"
16,3711 日月光投控,584.00,-37.00,-5.96%,"-9,506"
17,3189 景碩,819.00,-80.00,-8.90%,"-8,192"
18,2464 盟立,180.00,-10.00,-5.26%,"-7,414"
19,4906 正文,36.20,-0.20,-0.55%,"-6,606"
20,2618 長榮航,42.00,+ 0.20,+0.48%,"-5,795"
21,3645 達邁,74.50,-2.10,-2.74%,"-5,716"
22,1504 東元,72.50,-0.10,-0.14%,"-5,658"
23,2426 鼎元,97.80,+ 1.70,+1.77%,"-5,490"
24,00712 復華富時不動產,8.72,-0.01,-0.11%,"-5,291"
25,2027 大成鋼,48.80,+ 0.40,+0.83%,"-5,133"
26,2449 京元電子,257.00,-13.00,-4.81%,"-5,111"
27,00990A主動元大AI新經濟,15.00,-0.37,-2.41%,"-5,010"
28,8112 至上,90.80,-0.10,-0.11%,"-4,936"
29,9945 潤泰新,27.80,-0.20,-0.71%,"-4,899"
30,00929 復華台灣科技優息,29.15,+ 0.02,+0.07%,"-4,683"
31,2412 中華電,136.00,+ 0.50,+0.37%,"-4,481"
32,2332 友訊,19.90,-0.50,-2.45%,"-4,311"
33,2845 遠東銀,13.50,+ 0.10,+0.75%,"-4,107"
34,2645 長榮航太,173.00,-1.00,-0.57%,"-4,023"
35,00410A主動永豐科技趨勢,12.22,+ 0.05,+0.41%,"-3,653"
36,3209 全科,45.85,-1.65,-3.47%,"-3,623"
37,2105 正新,30.90,+ 0.35,+1.15%,"-3,539"
38,3715 定穎投控,120.50,-4.50,-3.60%,"-3,521"
39,1402 遠東新,28.35,+ 0.25,+0.89%,"-3,384"
40,2615 萬海,114.00,+ 2.50,+2.24%,"-3,379"
41,2501 國建,22.35,-0.15,-0.67%,"-3,209"
42,8033 雷虎,187.00,-2.50,-1.32%,"-3,110"
43,2354 鴻準,64.70,+ 0.80,+1.25%,"-3,009"
44,2101 南港,31.25,-0.50,-1.57%,"-2,844"
45,6005 群益證,31.00,-0.45,-1.43%,"-2,828"
46,3605 宏致,139.00,+ 8.00,+6.11%,"-2,819"
47,2208 台船,19.30,+ 0.10,+0.52%,"-2,682"
48,2609 陽明,59.50,+ 3.30,+5.87%,"-2,665"
49,2317 鴻海,250.00,-3.00,-1.19%,"-2,663"
50,1316 上曜,10.95,-0.20,-1.79%,"-2,636"
