Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00685L群益臺灣加權正2,9.16,-0.06,-0.65%,"510,734","1,013,520","-502,786"
2,00403A主動統一升級50,8.47,+ 0.01,+0.12%,"436,120","774,403","-338,282"
3,00631L元大台灣50正2,28.38,-0.15,-0.53%,"458,059","769,392","-311,332"
4,0050 元大台灣50,93.50,-0.20,-0.21%,"297,963","546,283","-248,320"
5,009816凱基台灣TOP50,13.41,+ 0.06,+0.45%,"252,120","480,346","-228,226"
6,00405A主動富邦台灣龍耀,6.68,-0.02,-0.30%,"117,477","218,578","-101,101"
7,00991A主動復華未來50,14.01,-0.06,-0.43%,"225,301","300,187","-74,886"
8,3231 緯創,160.00,-9.50,-5.60%,"82,602","155,521","-72,919"
9,00632R元大台灣50反1,11.49,+ 0.06,+0.52%,"378,216","444,786","-66,570"
10,0056 元大高股息,46.29,-0.44,-0.94%,"75,807","136,986","-61,179"
11,00407A主動凱基台灣,7.82,+ 0.03,+0.39%,"71,019","130,636","-59,617"
12,00712 復華富時不動產,8.90,-0.03,-0.34%,"18,779","77,220","-58,440"
13,00981A主動統一台股增長,23.76,-0.09,-0.38%,"491,587","547,235","-55,649"
14,00878 國泰永續高股息,30.75,-0.16,-0.52%,"48,393","93,421","-45,028"
15,00988A主動統一全球創新,14.16,-0.19,-1.32%,"65,209","105,731","-40,522"
16,00992A主動群益科技創新,13.48,-0.11,-0.81%,"61,526","100,651","-39,125"
17,2887 台新新光金,33.15,+ 0.55,+1.69%,"60,170","97,375","-37,206"
18,00664R國泰臺灣加權反1,1.85,-0.02,-1.07%,"70,972","107,134","-36,162"
19,00919 群益台灣精選高息,28.25,-0.25,-0.88%,"95,492","131,650","-36,158"
20,00406A主動中信台灣收益,8.06,+ 0.03,+0.37%,"172,797","206,638","-33,841"
21,00400A主動國泰動能高息,11.83,-0.05,-0.42%,"65,074","98,415","-33,341"
22,00982A主動群益台灣強棒,18.54,-0.33,-1.75%,"42,747","75,114","-32,367"
23,2332 友訊,21.60,-2.40,-10.00%,"47,599","77,016","-29,417"
24,2610 華航,21.70,0.00,0.00%,"36,322","65,660","-29,338"
25,0052 富邦科技,54.30,-0.10,-0.18%,"34,926","63,119","-28,193"
26,2409 友達,22.20,-1.05,-4.52%,"223,972","251,725","-27,754"
27,00927 群益半導體收益,31.43,-0.16,-0.51%,"31,298","58,201","-26,904"
28,00990A主動元大AI新經濟,13.65,-0.18,-1.30%,"25,220","51,746","-26,526"
29,2634 漢翔,58.60,-2.10,-3.46%,"23,316","47,340","-24,024"
30,1605 華新,28.60,-0.75,-2.56%,"21,256","42,589","-21,333"
31,1101 台泥,24.05,-0.30,-1.23%,"26,765","47,289","-20,524"
32,2324 仁寶,33.75,-1.10,-3.16%,"62,498","82,704","-20,207"
33,00665L富邦恒生國企正2,9.90,+ 0.09,+0.92%,"26,405","45,861","-19,455"
34,2412 中華電,140.50,0.00,0.00%,"18,569","36,601","-18,032"
35,1314 中石化,7.37,-0.14,-1.86%,"25,381","43,123","-17,742"
36,00935 野村臺灣新科技50,47.90,+ 0.28,+0.59%,"25,514","43,070","-17,555"
37,2330 台積電,"2,205.00",+ 5.00,+0.23%,"51,372","68,140","-16,768"
38,2002 中鋼,18.95,0.00,0.00%,"38,307","54,263","-15,955"
39,1718 中纖,8.64,-0.56,-6.09%,"27,494","43,394","-15,900"
40,00891 中信關鍵半導體,30.19,+ 0.03,+0.10%,"22,850","38,614","-15,764"
41,00985A主動野村台灣50,18.33,-0.30,-1.61%,"5,920","21,629","-15,709"
42,1310 台苯,7.06,-0.40,-5.36%,"12,683","27,923","-15,240"
43,2356 英業達,57.50,-2.80,-4.64%,"37,895","52,792","-14,898"
44,2353 宏碁,27.90,-0.75,-2.62%,"22,871","37,339","-14,468"
45,2883 凱基金,28.95,-0.20,-0.69%,"43,927","58,343","-14,416"
46,00995A主動中信台灣卓越,13.77,+ 0.03,+0.22%,"11,908","25,985","-14,077"
47,2834 臺企銀,18.10,+ 0.15,+0.84%,"52,794","66,776","-13,982"
48,2812 台中銀,20.65,0.00,0.00%,"21,310","35,076","-13,766"
49,3481 群創,41.40,-0.40,-0.96%,"510,926","524,233","-13,307"
50,00953B群益優選非投等債,9.80,0.00,0.00%,"30,254","43,447","-13,192"
