Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.72,-0.12,-1.22%,"-1,755,524"
2,00981A主動統一台股增長,27.49,-0.75,-2.66%,"-727,714"
3,2002 中鋼,18.20,0.00,0.00%,"-342,127"
4,0050 元大台灣50,93.10,-1.80,-1.90%,"-329,991"
5,00991A主動復華未來50,17.08,-0.52,-2.95%,"-187,914"
6,2834 臺企銀,16.05,+ 0.20,+1.26%,"-137,024"
7,2330 台積電,"2,205.00",-35.00,-1.56%,"-131,733"
8,1101 台泥,24.20,+ 0.15,+0.62%,"-130,315"
9,2801 彰銀,20.50,+ 0.30,+1.49%,"-114,479"
10,2812 台中銀,19.15,+ 0.30,+1.59%,"-112,863"
11,9904 寶成,26.10,-0.25,-0.95%,"-109,522"
12,009816凱基台灣TOP50,13.41,-0.24,-1.76%,"-106,144"
13,2618 長榮航,34.45,+ 0.35,+1.03%,"-97,413"
14,5880 合庫金,22.80,+ 0.10,+0.44%,"-96,730"
15,00999A主動野村臺灣高息,10.03,-0.16,-1.57%,"-93,544"
16,1802 台玻,65.30,+ 0.50,+0.77%,"-81,279"
17,00992A主動群益科技創新,16.75,-0.54,-3.12%,"-80,198"
18,00631L元大台灣50正2,29.93,-0.98,-3.17%,"-71,574"
19,6770 力積電,58.50,-3.50,-5.65%,"-68,841"
20,00988A主動統一全球創新,18.28,-0.98,-5.09%,"-67,356"
21,2845 遠東銀,12.05,+ 0.10,+0.84%,"-53,645"
22,00982A主動群益台灣強棒,21.25,-0.63,-2.88%,"-52,805"
23,2885 元大金,54.70,+ 0.40,+0.74%,"-49,581"
24,2105 正新,32.40,+ 0.05,+0.15%,"-46,407"
25,00891 中信關鍵半導體,31.30,-1.35,-4.13%,"-40,139"
26,3711 日月光投控,472.00,-38.00,-7.45%,"-39,680"
27,2354 鴻準,57.70,-0.90,-1.54%,"-37,963"
28,4938 和碩,76.90,+ 0.40,+0.52%,"-37,196"
29,2353 宏碁,27.75,+ 0.35,+1.28%,"-37,159"
30,2371 大同,28.40,-0.20,-0.70%,"-37,020"
31,2449 京元電子,289.00,-6.00,-2.03%,"-36,804"
32,4958 臻鼎-KY,408.50,+ 20.00,+5.15%,"-36,526"
33,1717 長興,74.50,+ 0.70,+0.95%,"-36,023"
34,9907 統一實,16.00,+ 0.10,+0.63%,"-35,037"
35,00400A主動國泰動能高息,12.70,-0.35,-2.68%,"-34,171"
36,1504 東元,67.90,-0.40,-0.59%,"-29,821"
37,2610 華航,18.40,+ 0.05,+0.27%,"-29,651"
38,1402 遠東新,26.25,+ 0.30,+1.16%,"-29,572"
39,2609 陽明,49.50,+ 0.95,+1.96%,"-29,554"
40,00753L中信中國50正2,10.25,+ 0.04,+0.39%,"-29,457"
41,00990A主動元大AI新經濟,16.16,-1.24,-7.13%,"-29,420"
42,2633 台灣高鐵,25.95,+ 0.35,+1.37%,"-28,588"
43,2382 廣達,290.00,-10.00,-3.33%,"-27,851"
44,6191 精成科,92.80,+ 2.40,+2.65%,"-26,908"
45,6176 瑞儀,102.00,+ 2.10,+2.10%,"-25,373"
46,8112 至上,83.60,-0.50,-0.59%,"-25,072"
47,3036 文曄,265.00,+ 1.50,+0.57%,"-24,690"
48,3714 富采,66.90,-1.00,-1.47%,"-24,389"
49,2515 中工,12.25,+ 0.10,+0.82%,"-23,819"
50,6278 台表科,215.50,+ 5.50,+2.62%,"-23,771"
