Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00712 復華富時不動產,8.87,+ 0.03,+0.34%,"41,335"
2,2887 台新新光金,34.90,+ 0.60,+1.75%,"29,635"
3,2883 凱基金,30.10,+ 1.10,+3.79%,"25,977"
4,00997A主動群益美國增長,12.53,-0.61,-4.64%,"17,075"
5,2882 國泰金,97.00,+ 3.60,+3.85%,"17,042"
6,2618 長榮航,42.40,-1.15,-2.64%,"14,826"
7,2834 臺企銀,18.10,+ 0.10,+0.56%,"14,608"
8,2884 玉山金,34.50,+ 0.05,+0.15%,"14,524"
9,2892 第一金,33.30,+ 0.25,+0.76%,"12,146"
10,6770 力積電,70.10,-2.50,-3.44%,"9,980"
11,1314 中石化,9.77,-0.63,-6.06%,"9,572"
12,3042 晶技,210.00,-14.50,-6.46%,"8,458"
13,2890 永豐金,41.10,+ 0.10,+0.24%,"8,333"
14,2634 漢翔,58.40,-1.90,-3.15%,"7,947"
15,00953B群益優選非投等債,9.71,0.00,0.00%,"7,652"
16,5880 合庫金,24.90,+ 0.05,+0.20%,"7,456"
17,2327 國巨*,905.00,-100.00,-9.95%,"7,286"
18,2812 台中銀,20.65,+ 0.10,+0.49%,"7,228"
19,2344 華邦電,174.00,-9.00,-4.92%,"6,651"
20,2885 元大金,69.80,+ 1.40,+2.05%,"6,338"
21,2801 彰銀,23.50,0.00,0.00%,"5,958"
22,1409 新纖,31.70,+ 1.45,+4.79%,"5,898"
23,2353 宏碁,32.00,-0.80,-2.44%,"5,876"
24,1609 大亞,41.95,-1.80,-4.11%,"5,766"
25,2458 義隆,188.00,+ 9.00,+5.03%,"5,323"
26,00919 群益台灣精選高息,29.62,-0.14,-0.47%,"5,128"
27,2484 希華,87.10,-8.70,-9.08%,"4,938"
28,2889 國票金,15.30,+ 0.10,+0.66%,"4,928"
29,2105 正新,32.45,-0.10,-0.31%,"4,772"
30,1718 中纖,14.95,-0.25,-1.64%,"4,688"
31,2881 富邦金,123.00,+ 1.50,+1.23%,"4,660"
32,1710 東聯,17.35,-1.30,-6.97%,"4,409"
33,8112 至上,90.20,+ 0.70,+0.78%,"4,240"
34,1313 聯成,13.05,-0.50,-3.69%,"4,183"
35,6005 群益證,38.05,-0.40,-1.04%,"3,835"
36,1909 榮成,10.75,+ 0.10,+0.94%,"3,689"
37,2324 仁寶,35.30,-0.40,-1.12%,"3,478"
38,6505 台塑化,58.00,-1.50,-2.52%,"3,003"
39,2426 鼎元,72.70,-6.50,-8.21%,"2,974"
40,2332 友訊,19.95,+ 0.45,+2.31%,"2,917"
41,2303 聯電,155.00,-11.00,-6.63%,"2,889"
42,9945 潤泰新,25.75,+ 0.35,+1.38%,"2,860"
43,2880 華南金,38.95,+ 0.70,+1.83%,"2,833"
44,2637 慧洋-KY,79.00,+ 0.60,+0.77%,"2,782"
45,1216 統一,78.00,+ 0.20,+0.26%,"2,777"
46,2472 立隆電,369.00,-36.00,-8.89%,"2,750"
47,2867 三商壽,8.73,-0.01,-0.11%,"2,671"
48,2610 華航,22.00,-0.45,-2.00%,"2,627"
49,5876 上海商銀,42.40,+ 0.70,+1.68%,"2,501"
50,2375 凱美,197.00,-11.50,-5.52%,"2,497"
