Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2887 台新新光金,23.45,-0.35,-1.47%,"557,831"
2,3481 群創,38.70,+ 2.60,+7.20%,"546,787"
3,00919 群益台灣精選高息,25.64,-0.12,-0.47%,"515,694"
4,2317 鴻海,248.50,0.00,0.00%,"493,467"
5,00878 國泰永續高股息,27.80,-0.10,-0.36%,"394,612"
6,2303 聯電,111.00,+ 1.00,+0.91%,"292,253"
7,2883 凱基金,21.35,-0.50,-2.29%,"274,312"
8,2344 華邦電,130.50,+ 1.00,+0.77%,"246,235"
9,2356 英業達,51.90,-0.30,-0.57%,"227,253"
10,0056 元大高股息,44.50,+ 0.05,+0.11%,"217,157"
11,00922 國泰台灣領袖50,35.64,-0.16,-0.45%,"209,160"
12,00918 大華優利高填息30,25.51,+ 0.16,+0.63%,"198,173"
13,2301 光寶科,207.50,+ 3.00,+1.47%,"180,139"
14,2409 友達,19.25,+ 0.20,+1.05%,"176,799"
15,009820元大納斯達克精選,10.06,-0.09,-0.89%,"174,583"
16,00712 復華富時不動產,8.77,-0.05,-0.57%,"170,925"
17,1326 台化,45.25,+ 0.80,+1.80%,"158,388"
18,2890 永豐金,30.00,-0.20,-0.66%,"158,109"
19,2881 富邦金,95.20,-0.90,-0.94%,"155,303"
20,00900 富邦特選高股息30,16.69,+ 0.01,+0.06%,"154,222"
21,1301 台塑,45.90,+ 0.20,+0.44%,"148,979"
22,1303 南亞,84.20,-1.10,-1.29%,"145,376"
23,2027 大成鋼,39.40,-0.45,-1.13%,"144,527"
24,3231 緯創,135.50,0.00,0.00%,"122,631"
25,00830 國泰費城半導體,81.05,-1.85,-2.23%,"120,861"
26,00940 元大台灣價值高息,10.98,+ 0.03,+0.27%,"108,655"
27,2892 第一金,28.75,-0.55,-1.88%,"102,980"
28,2327 國巨*,501.00,+ 45.50,+9.99%,"102,858"
29,2891 中信金,54.80,0.00,0.00%,"101,622"
30,2886 兆豐金,39.55,+ 0.15,+0.38%,"96,358"
31,2884 玉山金,31.70,-0.25,-0.78%,"94,514"
32,3702 大聯大,110.50,+ 0.50,+0.45%,"92,369"
33,2867 三商壽,7.69,-0.03,-0.39%,"92,269"
34,00993A主動安聯台灣,12.60,-0.06,-0.47%,"91,739"
35,00929 復華台灣科技優息,25.70,-0.08,-0.31%,"90,129"
36,00939 統一台灣高息動能,18.04,-0.11,-0.61%,"62,130"
37,3045 台灣大,114.00,-0.50,-0.44%,"61,362"
38,6116 彩晶,10.35,+ 0.10,+0.98%,"61,320"
39,2324 仁寶,28.25,-0.40,-1.40%,"59,135"
40,2882 國泰金,76.80,-1.10,-1.41%,"58,870"
41,00915 凱基優選高股息30,26.66,-0.02,-0.07%,"56,060"
42,1216 統一,74.70,-1.00,-1.32%,"55,709"
43,2382 廣達,300.00,-6.00,-1.96%,"55,105"
44,2880 華南金,31.85,-0.55,-1.70%,"54,498"
45,2376 技嘉,330.50,+ 4.00,+1.23%,"50,527"
46,00997A主動群益美國增長,12.19,-0.18,-1.46%,"50,309"
47,3033 威健,48.70,+ 0.80,+1.67%,"50,123"
48,2492 華新科,217.50,+ 11.50,+5.58%,"49,787"
49,00885 富邦越南,19.27,+ 0.02,+0.10%,"43,259"
50,2408 南亞科,305.00,-6.50,-2.09%,"41,474"
