Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2409 友達,34.20,-0.50,-1.44%,"542,503","948,644","-406,141"
2,3481 群創,49.55,-0.05,-0.10%,"101,964","219,243","-117,279"
3,1101 台泥,25.25,-0.40,-1.56%,"39,329","130,649","-91,320"
4,00403A主動統一升級50,10.88,+ 0.07,+0.65%,"285,019","358,500","-73,482"
5,00981A主動統一台股增長,30.85,+ 0.20,+0.65%,"163,175","224,563","-61,389"
6,1314 中石化,8.86,-0.15,-1.66%,"42,263","99,542","-57,279"
7,00405A主動富邦台灣龍耀,9.39,+ 0.03,+0.32%,"71,029","113,516","-42,487"
8,6116 彩晶,14.90,-0.10,-0.67%,"41,847","81,652","-39,805"
9,00631L元大台灣50正2,38.87,-0.12,-0.31%,"99,591","137,784","-38,193"
10,1709 和益,43.50,-4.80,-9.94%,"48,880","84,778","-35,898"
11,2542 興富發,39.50,-0.05,-0.13%,"12,469","47,140","-34,672"
12,8150 南茂,112.00,+ 5.00,+4.67%,"83,883","116,219","-32,336"
13,4919 新唐,136.00,+ 2.00,+1.49%,"14,436","43,703","-29,267"
14,00402A主動安聯美國科技,10.03,-0.05,-0.50%,"9,444","34,723","-25,279"
15,2834 臺企銀,17.85,-0.05,-0.28%,"13,930","37,735","-23,805"
16,6770 力積電,72.00,-1.10,-1.50%,"95,568","118,631","-23,063"
17,2408 南亞科,503.00,-12.00,-2.33%,"40,245","62,507","-22,263"
18,00673R期元大S＆P原油反1,10.69,-0.25,-2.29%,"24,271","46,335","-22,065"
19,2801 彰銀,27.75,-0.10,-0.36%,"12,371","32,125","-19,754"
20,00409A主動復華全球50,10.15,+ 0.01,+0.10%,"29,277","49,004","-19,727"
21,2344 華邦電,171.50,-1.00,-0.58%,"51,226","70,594","-19,368"
22,8110 華東,49.00,-0.70,-1.41%,"6,593","25,501","-18,908"
23,4958 臻鼎-KY,475.50,+ 2.50,+0.53%,"20,620","39,517","-18,898"
24,3605 宏致,183.50,+ 3.50,+1.94%,"14,852","32,655","-17,803"
25,6168 宏齊,44.00,+ 2.80,+6.80%,"7,627","25,341","-17,715"
26,2618 長榮航,42.00,-0.85,-1.98%,"20,372","37,960","-17,589"
27,00685L群益臺灣加權正2,12.87,-0.02,-0.16%,"136,664","154,231","-17,568"
28,2498 宏達電,41.80,+ 0.15,+0.36%,"7,184","24,654","-17,470"
29,3717 聯嘉投控,25.35,-0.70,-2.69%,"13,382","30,360","-16,978"
30,2887 台新新光金,42.50,-0.45,-1.05%,"22,157","38,944","-16,788"
31,3055 蔚華科,199.00,-4.50,-2.21%,"9,056","25,052","-15,996"
32,009820元大納斯達克精選,10.41,-0.07,-0.67%,"8,807","24,644","-15,836"
33,009829大華韓國KOSPI50,11.04,-0.08,-0.72%,"8,663","24,250","-15,587"
34,2609 陽明,59.60,-0.30,-0.50%,"12,099","27,683","-15,584"
35,2883 凱基金,38.95,-0.40,-1.02%,"20,806","35,038","-14,232"
36,00407A主動凱基台灣,10.16,+ 0.04,+0.40%,"52,284","65,856","-13,572"
37,2886 兆豐金,49.60,-0.40,-0.80%,"8,333","20,938","-12,605"
38,6456 GIS-KY,81.30,+ 2.70,+3.44%,"14,497","26,940","-12,443"
39,6278 台表科,212.00,+ 3.00,+1.44%,"6,719","19,014","-12,295"
40,009828中信台日韓PCB,10.02,+ 0.17,+1.73%,"68,585","80,130","-11,545"
41,2104 國際中橡,11.15,-0.50,-4.29%,"9,829","21,035","-11,207"
42,2449 京元電子,311.00,+ 7.00,+2.30%,"27,019","37,725","-10,707"
43,2890 永豐金,45.15,+ 0.10,+0.22%,"10,439","20,245","-9,806"
44,2610 華航,20.30,-0.15,-0.73%,"25,331","34,416","-9,085"
45,2337 旺宏,117.00,-2.00,-1.68%,"18,599","27,563","-8,965"
46,00961 FT臺灣永續高息,13.20,-0.01,-0.08%,"19,663","28,531","-8,868"
47,2030 彰源,30.40,+ 2.75,+9.95%,"17,986","26,838","-8,852"
48,2330 台積電,"2,475.00",-25.00,-1.00%,"14,558","22,818","-8,260"
49,1802 台玻,58.40,+ 0.80,+1.39%,"8,054","16,045","-7,991"
50,00992A主動群益科技創新,18.80,+ 0.11,+0.59%,"28,681","36,370","-7,689"
