Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00981A主動統一台股增長,28.46,+ 0.88,+3.19%,"559,773"
2,00991A主動復華未來50,16.89,+ 0.56,+3.43%,"446,331"
3,00403A主動統一升級50,9.81,+ 0.27,+2.83%,"404,795"
4,009816凱基台灣TOP50,15.00,+ 0.44,+3.02%,"268,685"
5,0050 元大台灣50,103.80,+ 3.15,+3.13%,"232,120"
6,00632R元大台灣50反1,10.30,-0.33,-3.10%,"185,421"
7,00631L元大台灣50正2,34.15,+ 2.00,+6.22%,"164,510"
8,00405A主動富邦台灣龍耀,8.05,+ 0.15,+1.90%,"148,623"
9,00992A主動群益科技創新,16.55,+ 0.37,+2.29%,"142,189"
10,2317 鴻海,258.50,+ 8.50,+3.40%,"99,103"
11,2883 凱基金,31.60,+ 1.05,+3.44%,"97,874"
12,2618 長榮航,43.80,0.00,0.00%,"88,711"
13,3231 緯創,193.00,-2.00,-1.03%,"86,339"
14,00400A主動國泰動能高息,13.69,+ 0.24,+1.78%,"79,640"
15,0056 元大高股息,51.45,+ 0.85,+1.68%,"71,947"
16,2887 台新新光金,35.70,+ 0.15,+0.42%,"68,988"
17,2610 華航,22.60,+ 0.15,+0.67%,"67,647"
18,2301 光寶科,249.00,-3.00,-1.19%,"62,142"
19,2324 仁寶,36.95,-0.05,-0.14%,"57,756"
20,2891 中信金,66.00,+ 1.20,+1.85%,"53,748"
21,00982A主動群益台灣強棒,22.33,+ 0.72,+3.33%,"46,314"
22,1605 華新,34.85,+ 1.10,+3.26%,"43,972"
23,0052 富邦科技,60.65,+ 2.00,+3.41%,"43,904"
24,2890 永豐金,39.55,-0.05,-0.13%,"43,246"
25,2408 南亞科,445.00,+ 9.00,+2.06%,"42,461"
26,1216 統一,73.20,-0.70,-0.95%,"37,828"
27,2344 華邦電,169.00,+ 12.00,+7.64%,"33,364"
28,00999A主動野村臺灣高息,10.75,+ 0.24,+2.28%,"30,703"
29,00980A主動野村臺灣優選,23.31,+ 0.65,+2.87%,"30,251"
30,00935 野村臺灣新科技50,55.85,+ 1.80,+3.33%,"26,309"
31,00988A主動統一全球創新,17.19,+ 0.96,+5.91%,"26,166"
32,2867 三商壽,9.77,+ 0.01,+0.10%,"25,634"
33,2353 宏碁,30.25,+ 1.20,+4.13%,"24,657"
34,1402 遠東新,26.70,-0.45,-1.66%,"24,333"
35,2885 元大金,69.40,+ 0.40,+0.58%,"23,783"
36,00919 群益台灣精選高息,29.94,+ 0.43,+1.46%,"23,659"
37,00995A主動中信台灣卓越,16.62,+ 0.60,+3.75%,"23,582"
38,00993A主動安聯台灣,12.81,+ 0.35,+2.81%,"21,958"
39,009819中信數據及電力,10.42,+ 0.31,+3.07%,"20,241"
40,2356 英業達,65.70,-0.30,-0.45%,"18,456"
41,00927 群益半導體收益,36.01,+ 0.99,+2.83%,"17,646"
42,8112 至上,86.20,+ 1.00,+1.17%,"17,255"
43,3706 神達,91.90,+ 0.60,+0.66%,"17,174"
44,4938 和碩,89.50,+ 1.10,+1.24%,"16,483"
45,00996A主動兆豐台灣豐收,13.47,+ 0.55,+4.26%,"16,159"
46,00947 台新臺灣IC設計,34.69,+ 1.34,+4.02%,"15,840"
47,2376 技嘉,342.00,+ 10.00,+3.01%,"14,125"
48,5880 合庫金,26.60,+ 0.05,+0.19%,"13,314"
49,2377 微星,151.00,+ 1.50,+1.00%,"13,253"
50,2027 大成鋼,44.35,+ 0.10,+0.23%,"12,926"
