Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2408 南亞科,496.00,+ 18.50,+3.87%,"36,433,061","62,053,039","-25,619,978"
2,3481 群創,48.50,+ 0.40,+0.83%,"6,346,827","18,451,205","-12,104,378"
3,2344 華邦電,174.00,+ 5.00,+2.96%,"17,191,041","28,445,832","-11,254,790"
4,1303 南亞,225.50,+ 4.50,+2.04%,"15,031,119","23,734,839","-8,703,720"
5,2409 友達,26.80,+ 0.25,+0.94%,"4,252,112","12,220,835","-7,968,722"
6,6442 光聖,"1,755.00",-15.00,-0.85%,"7,039,670","14,605,772","-7,566,102"
7,8046 南電,"1,055.00",-25.00,-2.31%,"19,503,732","25,900,902","-6,397,170"
8,2486 一詮,256.00,-3.50,-1.35%,"3,262,262","9,605,903","-6,343,640"
9,3189 景碩,819.00,+ 44.00,+5.68%,"15,770,884","22,092,746","-6,321,862"
10,6531 愛普*,911.00,-1.00,-0.11%,"2,651,566","7,777,080","-5,125,513"
11,3006 晶豪科,278.50,+ 1.50,+0.54%,"7,287,760","12,403,005","-5,115,245"
12,4958 臻鼎-KY,463.00,-1.00,-0.22%,"15,553,303","19,905,489","-4,352,185"
13,6451 訊芯-KY,449.00,-1.00,-0.22%,"2,266,874","6,579,191","-4,312,316"
14,3019 亞光,144.50,+ 1.50,+1.05%,"1,135,944","5,129,976","-3,994,031"
15,8021 尖點,420.00,+ 6.50,+1.57%,"2,659,196","6,172,833","-3,513,636"
16,2301 光寶科,308.00,+ 9.00,+3.01%,"8,524,055","11,850,653","-3,326,597"
17,1326 台化,69.80,+ 0.10,+0.14%,"2,844,287","5,990,598","-3,146,310"
18,7769 鴻勁,"5,980.00",+ 110.00,+1.87%,"2,464,228","5,510,001","-3,045,772"
19,2449 京元電子,262.00,+ 1.00,+0.38%,"4,179,234","6,751,238","-2,572,004"
20,2059 川湖,"13,860.00",+ 410.00,+3.05%,"6,485,707","8,978,890","-2,493,183"
21,3231 緯創,198.00,+ 9.50,+5.04%,"16,291,830","18,657,223","-2,365,393"
22,6669 緯穎,"2,565.00",+ 90.00,+3.64%,"10,980,517","13,216,685","-2,236,167"
23,6770 力積電,68.50,+ 0.70,+1.03%,"5,807,832","8,017,595","-2,209,762"
24,2337 旺宏,121.50,+ 4.50,+3.85%,"3,559,413","5,714,745","-2,155,331"
25,2882 國泰金,115.00,+ 2.50,+2.22%,"1,985,489","4,089,733","-2,104,243"
26,3665 貿聯-KY,"2,145.00",+ 45.00,+2.14%,"3,121,725","5,192,342","-2,070,617"
27,1802 台玻,59.10,+ 0.50,+0.85%,"1,207,838","3,201,335","-1,993,496"
28,1301 台塑,66.00,+ 0.30,+0.46%,"1,752,844","3,564,969","-1,812,124"
29,2308 台達電,"1,825.00",+ 65.00,+3.69%,"16,707,356","18,306,270","-1,598,913"
30,2454 聯發科,"4,415.00",+ 75.00,+1.73%,"39,901,626","41,479,171","-1,577,545"
31,3036 文曄,192.50,+ 2.00,+1.05%,"1,414,484","2,921,758","-1,507,274"
32,00918 大華優利高填息30,35.88,+ 0.42,+1.18%,"2,121,906","3,616,414","-1,494,508"
33,2884 玉山金,43.55,+ 0.35,+0.81%,"2,652,165","4,118,897","-1,466,731"
34,6830 汎銓,597.00,+ 7.00,+1.19%,"1,831,187","3,244,307","-1,413,119"
35,4576 大銀微系統,238.00,+ 7.00,+3.03%,"817,830","2,179,368","-1,361,538"
36,2887 台新新光金,41.50,+ 0.05,+0.12%,"1,984,201","3,283,672","-1,299,471"
37,2345 智邦,"2,100.00",+ 10.00,+0.48%,"4,571,878","5,790,070","-1,218,192"
38,00981A主動統一台股增長,29.77,+ 0.64,+2.20%,"3,344,033","4,546,467","-1,202,434"
39,7610 聯友金屬-創,"1,820.00",+ 165.00,+9.97%,"719,313","1,906,168","-1,186,855"
40,2379 瑞昱,713.00,+ 6.00,+0.85%,"1,003,024","2,100,846","-1,097,821"
41,2885 元大金,69.80,+ 1.30,+1.90%,"1,412,153","2,486,461","-1,074,308"
42,6505 台塑化,78.10,+ 1.60,+2.09%,"1,152,578","2,143,202","-990,624"
43,2891 中信金,68.40,+ 0.90,+1.33%,"1,980,398","2,966,553","-986,155"
44,3714 富采,66.80,+ 5.30,+8.62%,"2,325,415","3,300,541","-975,126"
45,6515 穎崴,"7,075.00",+ 75.00,+1.07%,"4,935,246","5,904,821","-969,575"
46,3045 台灣大,118.00,0.00,0.00%,"597,378","1,534,484","-937,106"
47,3008 大立光,"7,400.00",+ 250.00,+3.50%,"11,572,708","12,410,329","-837,620"
48,6415 矽力*-KY,428.50,+ 17.50,+4.26%,"971,220","1,796,175","-824,954"
49,2359 所羅門,142.00,+ 1.50,+1.07%,"402,171","1,219,377","-817,205"
50,6257 矽格,212.00,+ 3.00,+1.44%,"1,228,308","2,045,212","-816,903"
