Rank,Stock,Price,Change,ChangePercent,NetSell
1,00632R元大台灣50反1,9.95,-0.08,-0.80%,"-144,531"
2,2610 華航,19.95,+ 0.05,+0.25%,"-142,511"
3,2884 玉山金,46.45,+ 0.80,+1.75%,"-139,807"
4,009816凱基台灣TOP50,15.89,+ 0.14,+0.89%,"-112,893"
5,3231 緯創,183.00,+ 0.50,+0.27%,"-93,281"
6,00919 群益台灣精選高息,31.99,+ 0.35,+1.11%,"-89,976"
7,1303 南亞,224.00,+ 2.50,+1.13%,"-89,018"
8,00712 復華富時不動產,8.21,-0.08,-0.97%,"-84,707"
9,2327 國巨*,536.00,-1.00,-0.19%,"-76,107"
10,00685L群益臺灣加權正2,11.73,+ 0.18,+1.56%,"-66,996"
11,2834 臺企銀,18.20,+ 0.20,+1.11%,"-66,918"
12,2492 華新科,307.50,+ 7.50,+2.50%,"-53,456"
13,5388 中磊,71.90,-0.10,-0.14%,"-47,116"
14,6005 群益證,30.85,-0.25,-0.80%,"-45,762"
15,6505 台塑化,80.50,-2.40,-2.90%,"-45,066"
16,6919 康霈*,81.60,+ 1.70,+2.13%,"-42,555"
17,1409 新纖,23.95,+ 0.05,+0.21%,"-42,320"
18,2449 京元電子,261.50,+ 4.50,+1.75%,"-41,242"
19,4958 臻鼎-KY,493.50,+ 16.00,+3.35%,"-40,557"
20,3036 文曄,191.00,-1.50,-0.78%,"-39,396"
21,00918 大華優利高填息30,35.68,+ 0.25,+0.71%,"-37,467"
22,0050 元大台灣50,106.90,+ 0.65,+0.61%,"-36,609"
23,2801 彰銀,28.90,+ 0.90,+3.21%,"-35,130"
24,2887 台新新光金,44.40,+ 1.00,+2.30%,"-34,152"
25,1101 台泥,24.05,+ 0.25,+1.05%,"-34,131"
26,009828中信台日韓PCB,9.36,+ 0.10,+1.08%,"-32,660"
27,9904 寶成,24.50,+ 0.25,+1.03%,"-32,596"
28,6116 彩晶,14.15,+ 0.50,+3.66%,"-31,841"
29,2633 台灣高鐵,25.95,+ 0.10,+0.39%,"-30,845"
30,2332 友訊,19.35,+ 0.55,+2.93%,"-29,792"
31,00406A主動中信台灣收益,9.34,+ 0.06,+0.65%,"-27,843"
32,2481 強茂,168.50,+ 15.00,+9.77%,"-26,738"
33,1714 和桐,15.60,+ 0.45,+2.97%,"-26,282"
34,00878 國泰永續高股息,34.47,+ 0.27,+0.79%,"-25,844"
35,8039 台虹,275.50,+ 5.50,+2.04%,"-23,435"
36,2105 正新,29.90,-0.10,-0.33%,"-22,471"
37,3704 合勤控,40.15,+ 0.35,+0.88%,"-21,970"
38,2308 台達電,"1,710.00",+ 40.00,+2.40%,"-21,771"
39,3702 大聯大,106.00,-1.00,-0.93%,"-21,233"
40,6239 力成,274.50,+ 6.50,+2.43%,"-20,988"
41,2645 長榮航太,170.50,+ 0.50,+0.29%,"-20,402"
42,00929 復華台灣科技優息,28.84,+ 0.38,+1.34%,"-20,043"
43,8033 雷虎,169.00,+ 2.50,+1.50%,"-19,843"
44,2368 金像電,992.00,+ 20.00,+2.06%,"-19,142"
45,2885 元大金,69.40,+ 1.10,+1.61%,"-19,127"
46,2634 漢翔,65.00,+ 3.00,+4.84%,"-19,098"
47,3481 群創,48.70,+ 1.90,+4.06%,"-19,051"
48,3596 智易,153.00,-2.00,-1.29%,"-18,759"
49,2352 佳世達,29.15,+ 0.85,+3.00%,"-17,885"
50,00830 國泰費城半導體,79.45,+ 0.45,+0.57%,"-17,566"
