Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2409 友達,16.65,+ 0.95,+6.05%,"365,665","192,794","172,871"
2,2353 宏碁,27.60,+ 1.00,+3.76%,"55,414","15,405","40,009"
3,00993A主動安聯台灣,10.45,+ 0.44,+4.40%,"65,141","27,915","37,226"
4,00953B群益優選非投等債,9.71,+ 0.01,+0.10%,"60,440","26,307","34,133"
5,1303 南亞,82.40,+ 4.70,+6.05%,"107,700","74,724","32,976"
6,6770 力積電,66.30,+ 4.10,+6.59%,"169,993","140,297","29,696"
7,6116 彩晶,9.17,+ 0.58,+6.75%,"46,246","17,119","29,127"
8,8112 至上,85.40,+ 7.70,+9.91%,"67,145","39,033","28,112"
9,00632R元大台灣50反1,13.89,-0.59,-4.07%,"183,168","160,441","22,728"
10,2344 華邦電,114.00,+ 8.50,+8.06%,"182,017","164,291","17,725"
11,00929 復華台灣科技優息,19.74,+ 0.63,+3.30%,"51,013","33,561","17,452"
12,2356 英業達,43.00,+ 2.10,+5.13%,"26,852","12,769","14,083"
13,3380 明泰,35.55,-0.45,-1.25%,"23,239","9,445","13,794"
14,2618 長榮航,33.90,+ 1.30,+3.99%,"53,324","39,631","13,693"
15,6505 台塑化,57.70,-3.70,-6.03%,"49,284","35,998","13,286"
16,3706 神達,82.90,+ 3.60,+4.54%,"25,820","13,034","12,786"
17,2323 中環,11.30,+ 0.70,+6.60%,"15,459","4,606","10,853"
18,00985B群益ESG投等債0-5,10.36,-0.02,-0.19%,"18,044","7,949","10,095"
19,00992A主動群益科技創新,12.65,+ 0.76,+6.39%,"39,360","29,769","9,591"
20,00923 群益台ESG低碳50,29.34,+ 1.09,+3.86%,"13,014","4,926","8,088"
21,00940 元大台灣價值高息,9.68,+ 0.20,+2.11%,"36,618","28,601","8,016"
22,3645 達邁,82.90,+ 7.40,+9.80%,"36,986","29,478","7,508"
23,2610 華航,19.00,+ 0.65,+3.54%,"48,069","40,655","7,414"
24,4989 榮科,70.70,+ 6.40,+9.95%,"36,657","29,463","7,194"
25,3231 緯創,133.00,+ 4.00,+3.10%,"36,330","29,474","6,855"
26,2385 群光,125.00,+ 1.00,+0.81%,"9,555","3,040","6,514"
27,2851 中再保,29.05,+ 2.15,+7.99%,"7,266",757,"6,509"
28,009805新光美國電力基建,14.99,+ 0.20,+1.35%,"18,474","12,158","6,317"
29,2399 映泰,24.35,+ 2.20,+9.93%,"7,693","1,416","6,276"
30,2498 宏達電,43.75,+ 2.35,+5.68%,"12,328","6,119","6,210"
31,00637L元大滬深300正2,19.40,+ 0.41,+2.16%,"27,397","21,598","5,799"
32,9136 巨騰-DR,8.88,-0.37,-4.00%,"13,494","8,050","5,444"
33,2002 中鋼,19.50,+ 0.30,+1.56%,"32,463","27,186","5,276"
34,4949 有成精密,56.60,+ 5.10,+9.90%,"7,773","2,567","5,207"
35,3535 晶彩科,129.00,-3.50,-2.64%,"26,043","20,905","5,138"
36,2329 華泰,54.70,+ 4.95,+9.95%,"12,445","7,345","5,100"
37,2486 一詮,140.50,+ 12.00,+9.34%,"10,138","5,057","5,081"
38,1605 華新,33.45,+ 1.95,+6.19%,"35,040","29,975","5,065"
39,1727 中華化,50.30,+ 3.90,+8.41%,"7,719","2,673","5,046"
40,3006 晶豪科,159.50,+ 14.50,+10.00%,"19,481","14,486","4,995"
41,6213 聯茂,133.50,+ 7.00,+5.53%,"17,199","12,209","4,991"
42,1717 長興,63.80,+ 5.50,+9.43%,"20,108","15,195","4,913"
43,2867 三商壽,7.97,-0.02,-0.25%,"15,598","10,760","4,838"
44,2357 華碩,584.00,+ 53.00,+9.98%,"10,066","5,244","4,822"
45,3714 富采,39.70,+ 2.20,+5.87%,"11,325","6,518","4,807"
46,2305 全友,14.60,+ 1.30,+9.77%,"5,586",787,"4,799"
47,2547 日勝生,11.10,-0.30,-2.63%,"7,658","3,028","4,629"
48,3167 大量,323.00,+ 29.00,+9.86%,"6,044","1,461","4,583"
49,2355 敬鵬,42.35,+ 0.10,+0.24%,"16,556","12,027","4,529"
50,2324 仁寶,32.35,+ 0.60,+1.89%,"38,748","34,231","4,517"
