Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,9.72,-0.12,-1.22%,"1,516,351","9,529,153","-8,012,802"
2,00981A主動統一台股增長,27.49,-0.75,-2.66%,"1,820,226","4,944,408","-3,124,182"
3,00992A主動群益科技創新,16.75,-0.54,-3.12%,"823,951","1,857,722","-1,033,771"
4,00999A主動野村臺灣高息,10.03,-0.16,-1.57%,"235,787","1,225,432","-989,644"
5,00631L元大台灣50正2,29.93,-0.98,-3.17%,"787,975","1,551,276","-763,301"
6,00400A主動國泰動能高息,12.70,-0.35,-2.68%,"535,483","1,118,143","-582,659"
7,00988A主動統一全球創新,18.28,-0.98,-5.09%,"468,813","1,010,278","-541,465"
8,009819中信數據及電力,9.98,-0.08,-0.80%,"179,145","582,656","-403,510"
9,00673R期元大S＆P原油反1,11.28,+ 0.01,+0.09%,"308,695","672,320","-363,625"
10,00891 中信關鍵半導體,31.30,-1.35,-4.13%,"250,990","612,905","-361,914"
11,00982A主動群益台灣強棒,21.25,-0.63,-2.88%,"393,567","744,874","-351,307"
12,009816凱基台灣TOP50,13.41,-0.24,-1.76%,"1,804,005","2,139,797","-335,791"
13,00991A主動復華未來50,17.08,-0.52,-2.95%,"596,886","918,516","-321,629"
14,00632R元大台灣50反1,11.66,+ 0.19,+1.66%,"681,213","972,919","-291,706"
15,2002 中鋼,18.20,0.00,0.00%,"387,304","574,234","-186,930"
16,00997A主動群益美國增長,11.70,-0.49,-4.02%,"316,502","495,751","-179,248"
17,2324 仁寶,27.80,-0.45,-1.59%,"453,489","602,410","-148,921"
18,00994A主動第一金台股優,16.27,-0.43,-2.57%,"129,708","275,795","-146,086"
19,2337 旺宏,144.00,-16.00,-10.00%,"708,647","853,164","-144,516"
20,9904 寶成,26.10,-0.25,-0.95%,"141,436","258,760","-117,323"
21,00953B群益優選非投等債,9.58,+ 0.01,+0.10%,"387,689","504,713","-117,024"
22,2812 台中銀,19.15,+ 0.30,+1.59%,"125,908","238,961","-113,052"
23,2610 華航,18.40,+ 0.05,+0.27%,"259,005","365,165","-106,160"
24,2449 京元電子,289.00,-6.00,-2.03%,"190,894","287,020","-96,126"
25,6770 力積電,58.50,-3.50,-5.65%,"584,245","679,303","-95,058"
26,2834 臺企銀,16.05,+ 0.20,+1.26%,"370,323","452,932","-82,608"
27,00984A主動安聯台灣高息,14.53,-0.10,-0.68%,"136,637","218,215","-81,578"
28,00927 群益半導體收益,33.65,-1.25,-3.58%,"202,779","277,879","-75,100"
29,2890 永豐金,30.10,+ 0.10,+0.33%,"396,548","471,607","-75,058"
30,2801 彰銀,20.50,+ 0.30,+1.49%,"209,512","284,312","-74,799"
31,2313 華通,256.00,-3.00,-1.16%,"334,099","406,315","-72,215"
32,00980A主動野村臺灣優選,21.61,-0.73,-3.27%,"130,966","201,795","-70,829"
33,2609 陽明,49.50,+ 0.95,+1.96%,"108,705","177,960","-69,255"
34,2887 台新新光金,23.60,+ 0.15,+0.64%,"1,069,856","1,135,090","-65,234"
35,5880 合庫金,22.80,+ 0.10,+0.44%,"161,468","219,299","-57,831"
36,00984D主動聯博全球非投,10.03,+ 0.02,+0.20%,"111,848","167,238","-55,390"
37,00664R國泰臺灣加權反1,1.88,+ 0.02,+1.08%,"338,352","393,549","-55,196"
38,2489 瑞軒,41.50,+ 1.75,+4.40%,"182,144","234,277","-52,132"
39,8112 至上,83.60,-0.50,-0.59%,"103,926","155,086","-51,160"
40,1717 長興,74.50,+ 0.70,+0.95%,"228,559","278,959","-50,399"
41,4958 臻鼎-KY,408.50,+ 20.00,+5.15%,"212,983","262,540","-49,556"
42,0050 元大台灣50,93.10,-1.80,-1.90%,"959,292","1,007,986","-48,694"
43,00987A主動台新優勢成長,15.95,-0.59,-3.57%,"78,986","126,389","-47,402"
44,2371 大同,28.40,-0.20,-0.70%,"130,411","177,456","-47,045"
45,00935 野村臺灣新科技50,51.30,-1.95,-3.66%,"104,679","150,327","-45,647"
46,3714 富采,66.90,-1.00,-1.47%,"172,576","217,416","-44,840"
47,6005 群益證,30.65,+ 0.10,+0.33%,"179,844","224,105","-44,261"
48,9907 統一實,16.00,+ 0.10,+0.63%,"39,893","82,936","-43,043"
49,009805新光美國電力基建,16.30,-0.63,-3.72%,"175,385","217,373","-41,988"
50,2354 鴻準,57.70,-0.90,-1.54%,"66,027","106,438","-40,410"
