Rank,Stock,Price,Change,ChangePercent,NetSell
1,2344 華邦電,177.00,-1.00,-0.56%,"-30,702"
2,8150 南茂,92.20,-6.80,-6.87%,"-24,203"
3,2880 華南金,43.20,-0.45,-1.03%,"-15,261"
4,4958 臻鼎-KY,471.50,-18.50,-3.78%,"-15,022"
5,2408 南亞科,482.50,-6.50,-1.33%,"-14,721"
6,2886 兆豐金,48.70,-0.70,-1.42%,"-14,610"
7,2492 華新科,288.00,-12.50,-4.16%,"-14,198"
8,5388 中磊,82.40,-8.70,-9.55%,"-13,696"
9,1303 南亞,189.00,-1.00,-0.53%,"-12,290"
10,2327 國巨*,602.00,-15.00,-2.43%,"-10,377"
11,8112 至上,96.90,-3.10,-3.10%,"-7,358"
12,6282 康舒,47.15,-2.70,-5.42%,"-7,132"
13,6116 彩晶,14.15,-0.05,-0.35%,"-6,739"
14,5880 合庫金,24.10,+ 0.10,+0.42%,"-5,921"
15,2884 玉山金,36.75,-0.15,-0.41%,"-5,878"
16,2409 友達,26.25,+ 0.15,+0.57%,"-5,805"
17,8033 雷虎,173.00,-16.00,-8.47%,"-5,107"
18,2610 華航,20.25,0.00,0.00%,"-4,977"
19,8039 台虹,227.00,+ 11.00,+5.09%,"-4,757"
20,2547 日勝生,10.10,-0.45,-4.27%,"-4,434"
21,3090 日電貿,170.50,-4.00,-2.29%,"-4,347"
22,6005 群益證,30.60,+ 0.60,+2.00%,"-4,345"
23,2103 台橡,27.35,-1.30,-4.54%,"-4,140"
24,3704 合勤控,42.60,-2.80,-6.17%,"-3,867"
25,2332 友訊,22.30,-0.30,-1.33%,"-3,630"
26,2481 強茂,139.00,-2.50,-1.77%,"-3,557"
27,9904 寶成,23.95,-0.10,-0.42%,"-3,377"
28,3702 大聯大,122.50,-3.00,-2.39%,"-3,336"
29,2368 金像電,"1,000.00",+ 36.00,+3.73%,"-3,313"
30,2603 長榮,214.50,-3.50,-1.61%,"-3,144"
31,2834 臺企銀,16.50,+ 0.10,+0.61%,"-3,014"
32,6505 台塑化,70.20,-0.90,-1.27%,"-2,920"
33,6239 力成,281.50,-1.00,-0.35%,"-2,910"
34,1102 亞泥,32.35,-0.10,-0.31%,"-2,694"
35,2313 華通,209.00,-2.50,-1.18%,"-2,555"
36,2646 星宇航空,20.55,-0.20,-0.96%,"-2,296"
37,00882 中信中國高股息,14.93,-0.11,-0.73%,"-2,200"
38,2812 台中銀,18.65,+ 0.15,+0.81%,"-2,140"
39,2363 矽統,55.40,-1.60,-2.81%,"-2,005"
40,2634 漢翔,61.70,-1.10,-1.75%,"-1,876"
41,3149 正達,68.30,+ 0.80,+1.19%,"-1,862"
42,3036 文曄,217.50,-2.50,-1.14%,"-1,800"
43,3048 益登,59.70,+ 0.90,+1.53%,"-1,744"
44,00918 大華優利高填息30,33.75,+ 0.26,+0.78%,"-1,705"
45,2820 華票,16.20,0.00,0.00%,"-1,703"
46,5522 遠雄,63.00,-2.10,-3.23%,"-1,702"
47,2633 台灣高鐵,25.80,+ 0.10,+0.39%,"-1,689"
48,2388 威盛,77.50,-1.70,-2.15%,"-1,661"
49,00637L元大滬深300正2,20.88,-0.06,-0.29%,"-1,636"
50,2801 彰銀,23.70,+ 0.60,+2.60%,"-1,607"
