Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.64,+ 0.06,+0.57%,"143,843"
2,6770 力積電,70.80,+ 3.20,+4.73%,"129,970"
3,2303 聯電,130.50,+ 5.50,+4.40%,"120,390"
4,2344 華邦電,141.00,+ 12.50,+9.73%,"118,965"
5,00878 國泰永續高股息,29.62,+ 0.14,+0.47%,"82,944"
6,2881 富邦金,103.50,+ 5.80,+5.94%,"78,564"
7,2317 鴻海,259.00,-2.00,-0.77%,"61,332"
8,00982A主動群益台灣強棒,24.06,+ 0.34,+1.43%,"53,505"
9,1802 台玻,72.20,-1.70,-2.30%,"46,320"
10,2882 國泰金,83.10,+ 1.60,+1.96%,"44,817"
11,2324 仁寶,33.60,-1.05,-3.03%,"42,565"
12,00999A主動野村臺灣高息,10.66,+ 0.01,+0.09%,"42,143"
13,2312 金寶,40.00,+ 3.60,+9.89%,"42,048"
14,2337 旺宏,160.50,+ 8.00,+5.25%,"41,489"
15,00891 中信關鍵半導體,35.11,+ 0.02,+0.06%,"38,059"
16,1303 南亞,90.80,+ 3.70,+4.25%,"35,474"
17,2449 京元電子,338.50,+ 21.50,+6.78%,"35,241"
18,00919 群益台灣精選高息,27.93,+ 0.46,+1.67%,"34,863"
19,00992A主動群益科技創新,18.92,+ 0.07,+0.37%,"32,207"
20,0056 元大高股息,48.32,-0.03,-0.06%,"29,813"
21,6282 康舒,62.40,-0.70,-1.11%,"26,571"
22,2885 元大金,57.30,+ 1.20,+2.14%,"25,570"
23,00929 復華台灣科技優息,29.21,+ 0.41,+1.42%,"20,883"
24,00400A主動國泰動能高息,14.65,+ 0.08,+0.55%,"20,276"
25,009820元大納斯達克精選,10.28,-0.07,-0.68%,"19,024"
26,2369 菱生,37.70,+ 3.40,+9.91%,"18,041"
27,00980A主動野村臺灣優選,24.24,+ 0.27,+1.13%,"14,573"
28,1605 華新,37.15,-0.80,-2.11%,"13,434"
29,00900 富邦特選高股息30,18.10,-0.01,-0.06%,"13,384"
30,4927 泰鼎-KY,61.20,-0.70,-1.13%,"12,593"
31,3715 定穎投控,186.00,+ 7.00,+3.91%,"12,363"
32,00935 野村臺灣新科技50,60.00,+ 0.20,+0.33%,"11,743"
33,00922 國泰台灣領袖50,38.38,-0.11,-0.29%,"10,613"
34,00927 群益半導體收益,39.46,+ 0.46,+1.18%,"10,533"
35,2891 中信金,57.60,+ 0.30,+0.52%,"10,508"
36,3037 欣興,"1,085.00",+ 95.00,+9.60%,"10,455"
37,3231 緯創,146.00,-3.00,-2.01%,"10,284"
38,00953B群益優選非投等債,9.56,0.00,0.00%,"10,223"
39,1409 新纖,17.65,+ 0.05,+0.28%,"9,599"
40,6005 群益證,33.05,+ 0.35,+1.07%,"8,987"
41,00993A主動安聯台灣,13.65,+ 0.03,+0.22%,"8,871"
42,8110 華東,55.10,+ 5.00,+9.98%,"8,339"
43,2014 中鴻,18.10,-0.75,-3.98%,"7,726"
44,00680L元大美債20正2,6.78,0.00,0.00%,"7,552"
45,2481 強茂,147.00,+ 13.00,+9.70%,"7,100"
46,2464 盟立,173.50,+ 15.50,+9.81%,"6,735"
47,2308 台達電,"2,350.00",+ 60.00,+2.62%,"6,658"
48,009816凱基台灣TOP50,14.76,0.00,0.00%,"6,654"
49,2489 瑞軒,51.70,-4.80,-8.50%,"6,608"
50,8926 台汽電,68.70,+ 6.20,+9.92%,"6,235"
