Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00407A主動凱基台灣,9.46,-0.01,-0.11%,"116,324","732,108","-615,783"
2,00631L元大台灣50正2,36.28,+ 1.02,+2.89%,"125,558","416,180","-290,621"
3,009816凱基台灣TOP50,15.05,+ 0.05,+0.33%,"94,706","306,448","-211,742"
4,00403A主動統一升級50,10.62,+ 0.06,+0.57%,"80,820","271,383","-190,563"
5,00405A主動富邦台灣龍耀,8.90,-0.10,-1.11%,"32,448","203,676","-171,227"
6,0050 元大台灣50,104.45,+ 1.35,+1.31%,"66,617","226,365","-159,748"
7,3481 群創,67.00,+ 2.00,+3.08%,"64,884","222,708","-157,824"
8,009824群益美國科技巨頭,9.88,+ 0.01,+0.10%,"28,883","171,915","-143,032"
9,00981A主動統一台股增長,29.94,+ 0.03,+0.10%,"64,042","182,115","-118,072"
10,00991A主動復華未來50,19.65,-0.10,-0.51%,"32,897","138,564","-105,666"
11,00988A主動統一全球創新,21.45,-0.47,-2.14%,"23,845","109,356","-85,511"
12,00919 群益台灣精選高息,29.46,-0.10,-0.34%,"35,779","117,270","-81,490"
13,00400A主動國泰動能高息,14.22,+ 0.01,+0.07%,"26,214","104,978","-78,763"
14,2303 聯電,164.00,0.00,0.00%,"71,669","137,338","-65,668"
15,00997A主動群益美國增長,13.80,-0.18,-1.29%,"16,425","63,883","-47,457"
16,00406A主動中信台灣收益,9.85,+ 0.02,+0.20%,"14,466","57,818","-43,351"
17,2317 鴻海,246.50,-2.00,-0.80%,"16,997","60,006","-43,008"
18,0056 元大高股息,51.80,+ 0.35,+0.68%,"15,544","55,232","-39,687"
19,6770 力積電,78.90,+ 0.60,+0.77%,"22,740","59,042","-36,301"
20,2344 華邦電,203.00,-3.50,-1.69%,"36,214","71,736","-35,522"
21,9904 寶成,25.40,+ 0.10,+0.40%,"14,693","48,767","-34,074"
22,009821野村稀土關鍵資源,14.24,+ 0.01,+0.07%,"11,230","42,351","-31,120"
23,00990A主動元大AI新經濟,19.90,-0.33,-1.63%,"16,831","46,576","-29,745"
24,2324 仁寶,34.20,-0.60,-1.72%,"23,410","47,115","-23,704"
25,00929 復華台灣科技優息,29.99,+ 0.03,+0.10%,"18,996","41,668","-22,672"
26,1301 台塑,53.20,+ 1.00,+1.92%,"15,879","37,089","-21,209"
27,00927 群益半導體收益,40.15,+ 0.34,+0.85%,"10,037","30,525","-20,488"
28,1326 台化,54.90,+ 0.70,+1.29%,"5,655","25,419","-19,763"
29,00992A主動群益科技創新,17.80,-0.06,-0.34%,"13,557","31,198","-17,640"
30,00404A主動聯博動能50,9.83,+ 0.08,+0.82%,"5,698","23,077","-17,378"
31,00891 中信關鍵半導體,36.04,+ 0.23,+0.64%,"11,158","27,933","-16,774"
32,3231 緯創,154.50,+ 1.50,+0.98%,"16,237","32,772","-16,535"
33,1605 華新,35.40,0.00,0.00%,"6,137","22,410","-16,273"
34,0052 富邦科技,61.35,+ 0.75,+1.24%,"13,339","29,554","-16,214"
35,00935 野村臺灣新科技50,58.95,+ 0.15,+0.26%,"8,439","24,597","-16,158"
36,00982A主動群益台灣強棒,23.65,+ 0.06,+0.25%,"10,996","26,707","-15,710"
37,8110 華東,55.30,-1.70,-2.98%,"5,202","19,729","-14,526"
38,2363 矽統,68.70,+ 0.10,+0.15%,"6,454","20,664","-14,209"
39,2312 金寶,33.60,+ 0.10,+0.30%,"6,854","20,743","-13,888"
40,2330 台積電,"2,370.00",+ 30.00,+1.28%,"17,220","30,137","-12,917"
41,00632R元大台灣50反1,10.31,-0.14,-1.34%,"116,751","128,795","-12,043"
42,00878 國泰永續高股息,32.90,+ 0.19,+0.58%,"25,334","37,109","-11,775"
43,6282 康舒,54.20,+ 0.10,+0.18%,"3,374","15,053","-11,678"
44,00918 大華優利高填息30,31.43,+ 0.28,+0.90%,"17,850","28,879","-11,028"
45,00830 國泰費城半導體,94.60,-1.10,-1.15%,"5,175","15,973","-10,798"
46,1802 台玻,68.00,+ 2.00,+3.03%,"12,461","23,163","-10,702"
47,3576 聯合再生,16.80,+ 0.30,+1.82%,"3,619","14,211","-10,592"
48,2353 宏碁,32.20,+ 0.30,+0.94%,"18,910","29,400","-10,490"
49,00947 台新臺灣IC設計,38.34,+ 0.27,+0.71%,"5,169","15,512","-10,342"
50,3037 欣興,976.00,+ 1.00,+0.10%,"9,295","19,612","-10,316"
