Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.70,+ 0.11,+1.15%,"876,596","3,410,602","-2,534,006"
2,00918 大華優利高填息30,34.19,+ 0.04,+0.12%,"273,793","1,297,502","-1,023,708"
3,00712 復華富時不動產,7.87,-0.10,-1.25%,"312,916","1,179,322","-866,405"
4,00919 群益台灣精選高息,32.27,+ 0.31,+0.97%,"497,414","1,190,344","-692,930"
5,00673R期元大S＆P原油反1,10.45,+ 0.19,+1.85%,"266,493","740,131","-473,637"
6,00961 FT臺灣永續高息,13.29,-0.04,-0.30%,"166,442","627,428","-460,986"
7,009828中信台日韓PCB,9.40,+ 0.06,+0.64%,"155,705","602,434","-446,729"
8,00632R元大台灣50反1,9.55,-0.12,-1.24%,"1,246,780","1,589,022","-342,242"
9,00929 復華台灣科技優息,29.06,+ 0.03,+0.10%,"222,062","558,801","-336,738"
10,00953B群益優選非投等債,9.55,-0.02,-0.21%,"410,225","739,668","-329,442"
11,00984D主動聯博全球非投,9.87,-0.01,-0.10%,"209,125","525,082","-315,957"
12,00881 國泰台灣科技龍頭,51.80,+ 0.80,+1.57%,"269,595","541,203","-271,607"
13,009826貝萊德世界股票,10.02,-0.01,-0.10%,"165,857","384,888","-219,030"
14,00878 國泰永續高股息,35.11,+ 0.28,+0.80%,"415,980","561,582","-145,601"
15,3481 群創,50.40,+ 2.15,+4.46%,"665,464","776,964","-111,500"
16,00896 中信綠能及電動車,27.45,+ 0.32,+1.18%,"60,967","160,513","-99,546"
17,00404A主動聯博動能50,9.80,+ 0.09,+0.93%,"119,707","215,916","-96,208"
18,00664R國泰臺灣加權反1,1.54,-0.02,-1.28%,"289,305","377,955","-88,649"
19,009803玉山市值動能50,21.46,+ 0.25,+1.18%,"46,981","121,868","-74,886"
20,2344 華邦電,174.00,-5.50,-3.06%,"796,208","862,376","-66,168"
21,2327 國巨*,557.00,+ 7.00,+1.27%,"185,000","250,914","-65,914"
22,1101 台泥,24.15,-0.20,-0.82%,"601,675","667,195","-65,520"
23,2317 鴻海,250.00,-0.50,-0.20%,"285,070","340,805","-55,734"
24,00985B群益ESG投等債0-5,10.11,-0.01,-0.10%,"113,009","168,642","-55,633"
25,009829大華韓國KOSPI50,10.79,+ 0.16,+1.51%,"242,953","298,456","-55,503"
26,00891 中信關鍵半導體,36.90,+ 0.53,+1.46%,"163,441","216,297","-52,856"
27,00923 群益台ESG低碳50,41.30,+ 0.66,+1.62%,"61,090","111,642","-50,552"
28,2337 旺宏,120.00,-1.00,-0.83%,"221,404","268,386","-46,982"
29,009827玉山未來全球算力,10.20,+ 0.04,+0.39%,"48,280","94,487","-46,207"
30,6919 康霈*,83.10,-2.70,-3.15%,"89,172","134,299","-45,127"
31,00753L中信中國50正2,8.95,+ 0.09,+1.02%,"101,626","146,242","-44,616"
32,2002 中鋼,18.65,-0.10,-0.53%,"311,802","355,122","-43,319"
33,00962 台新AI優息動能,15.10,+ 0.05,+0.33%,"30,127","71,489","-41,362"
34,5388 中磊,72.90,-0.70,-0.95%,"22,675","62,748","-40,072"
35,1409 新纖,24.45,-0.05,-0.20%,"115,629","155,243","-39,614"
36,00830 國泰費城半導體,84.80,+ 2.70,+3.29%,"64,100","103,573","-39,473"
37,2889 國票金,16.90,-0.25,-1.46%,"217,667","256,992","-39,325"
38,2834 臺企銀,18.35,0.00,0.00%,"948,795","986,114","-37,319"
39,00409A主動復華全球50,9.89,+ 0.11,+1.12%,"177,096","212,333","-35,237"
40,2492 華新科,308.50,-1.00,-0.32%,"142,056","175,167","-33,111"
41,3231 緯創,186.50,0.00,0.00%,"359,850","392,691","-32,840"
42,3702 大聯大,114.00,-0.50,-0.44%,"110,099","142,520","-32,421"
43,3036 文曄,206.50,+ 1.00,+0.49%,"71,574","103,719","-32,144"
44,4958 臻鼎-KY,470.00,-3.00,-0.63%,"129,320","158,993","-29,673"
45,2610 華航,20.25,+ 0.10,+0.50%,"283,259","312,396","-29,137"
46,00637L元大滬深300正2,19.53,-0.01,-0.05%,"141,711","169,237","-27,526"
47,00410A主動永豐科技趨勢,12.16,+ 0.09,+0.75%,"99,248","125,512","-26,264"
48,9904 寶成,24.85,+ 0.15,+0.61%,"169,044","195,251","-26,207"
49,2105 正新,30.05,+ 0.05,+0.17%,"55,282","80,796","-25,513"
50,2332 友訊,20.55,+ 1.10,+5.66%,"69,400","94,535","-25,134"
