Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.64,-0.18,-1.83%,"116,738","291,596","-174,858"
2,00918 大華優利高填息30,35.48,+ 0.19,+0.54%,"28,931","160,496","-131,564"
3,00919 群益台灣精選高息,32.35,+ 0.04,+0.12%,"19,842","114,069","-94,226"
4,00712 復華富時不動產,8.61,-0.07,-0.81%,"22,618","113,835","-91,216"
5,009828中信台日韓PCB,9.86,-0.14,-1.40%,"17,947","91,999","-74,052"
6,00673R期元大S＆P原油反1,11.37,-0.52,-4.37%,"23,085","95,316","-72,231"
7,6770 力積電,70.40,-0.40,-0.56%,"17,780","88,978","-71,197"
8,00953B群益優選非投等債,9.56,0.00,0.00%,"28,892","85,994","-57,101"
9,2344 華邦電,179.00,+ 3.00,+1.70%,"30,744","75,669","-44,924"
10,2303 聯電,126.00,-6.50,-4.91%,"54,836","98,754","-43,918"
11,2408 南亞科,518.00,0.00,0.00%,"17,373","56,490","-39,116"
12,00409A主動復華全球50,9.70,-0.19,-1.92%,"20,506","54,693","-34,186"
13,00632R元大台灣50反1,9.91,+ 0.18,+1.85%,"154,439","186,409","-31,969"
14,2324 仁寶,39.70,-0.20,-0.50%,"12,180","40,366","-28,186"
15,00984D主動聯博全球非投,9.91,0.00,0.00%,"13,844","41,800","-27,956"
16,1303 南亞,237.50,+ 3.00,+1.28%,"14,401","41,529","-27,128"
17,1312 國喬,15.25,-0.40,-2.56%,"21,920","47,866","-25,945"
18,009827玉山未來全球算力,9.90,-0.08,-0.80%,"7,448","32,429","-24,980"
19,009826貝萊德世界股票,10.04,-0.03,-0.30%,"10,634","32,547","-21,913"
20,2609 陽明,57.50,-0.10,-0.17%,"9,119","26,723","-17,603"
21,00896 中信綠能及電動車,28.30,-0.22,-0.77%,"6,496","19,794","-13,298"
22,1409 新纖,25.35,-0.30,-1.17%,"6,806","20,001","-13,194"
23,6919 康霈*,88.10,-3.10,-3.40%,"3,191","14,894","-11,703"
24,2327 國巨*,540.00,-28.00,-4.93%,"13,974","24,434","-10,460"
25,009829大華韓國KOSPI50,10.20,-0.26,-2.49%,"16,862","27,099","-10,237"
26,00664R國泰臺灣加權反1,1.60,+ 0.03,+1.91%,"18,560","28,574","-10,014"
27,1714 和桐,17.35,-1.20,-6.47%,"23,080","32,618","-9,537"
28,2337 旺宏,123.00,+ 0.50,+0.41%,"6,778","15,574","-8,795"
29,3036 文曄,187.00,-9.00,-4.59%,"9,348","17,881","-8,533"
30,1718 中纖,10.80,-0.35,-3.14%,"8,883","17,299","-8,416"
31,00830 國泰費城半導體,79.65,-1.40,-1.73%,"4,363","12,317","-7,954"
32,2481 強茂,148.00,-9.00,-5.73%,"5,966","13,835","-7,869"
33,2489 瑞軒,42.25,-0.55,-1.29%,"8,434","15,824","-7,389"
34,2308 台達電,"1,730.00",-135.00,-7.24%,"2,651","9,406","-6,755"
35,3006 晶豪科,281.50,+ 3.00,+1.08%,"3,995","10,460","-6,465"
36,009802富邦旗艦50,19.75,-0.74,-3.61%,"100,568","106,994","-6,425"
37,009819中信數據及電力,9.65,-0.09,-0.92%,"2,556","8,967","-6,411"
38,00985B群益ESG投等債0-5,10.14,+ 0.04,+0.40%,"6,702","12,932","-6,230"
39,00753L中信中國50正2,9.16,-0.20,-2.14%,"5,121","11,288","-6,166"
40,00404A主動聯博動能50,9.80,-0.06,-0.61%,"9,981","16,116","-6,134"
41,2002 中鋼,19.05,0.00,0.00%,"16,239","22,306","-6,067"
42,009805台新美國電力基建,14.70,-0.07,-0.47%,"3,880","9,802","-5,921"
43,6269 台郡,71.70,-3.50,-4.65%,"2,563","8,188","-5,624"
44,2426 鼎元,104.50,-3.00,-2.79%,"15,330","20,913","-5,583"
45,2634 漢翔,66.40,-0.60,-0.90%,"2,431","7,598","-5,167"
46,00410A主動永豐科技趨勢,12.31,-0.26,-2.07%,"8,667","13,606","-4,938"
47,8039 台虹,313.50,-5.50,-1.72%,"3,608","8,493","-4,884"
48,00708L期元大S＆P黃金正2,77.85,-4.20,-5.12%,"3,791","8,378","-4,587"
49,8112 至上,91.20,-0.10,-0.11%,"1,652","6,216","-4,564"
50,2409 友達,26.40,0.00,0.00%,"23,961","28,361","-4,399"
