Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,140.00,-1.00,-0.71%,"483,913"
2,2317 鴻海,272.00,+ 3.00,+1.12%,"353,411"
3,2882 國泰金,113.50,+ 4.00,+3.65%,"317,792"
4,2890 永豐金,36.35,+ 1.05,+2.97%,"304,567"
5,2881 富邦金,135.50,+ 3.50,+2.65%,"264,881"
6,00878 國泰永續高股息,33.27,+ 0.36,+1.09%,"256,658"
7,2027 大成鋼,41.70,0.00,0.00%,"254,723"
8,2344 華邦電,199.00,+ 2.00,+1.02%,"214,545"
9,2609 陽明,51.60,+ 0.60,+1.18%,"213,018"
10,00992A主動群益科技創新,18.65,+ 0.14,+0.76%,"212,968"
11,2887 台新新光金,32.60,+ 0.30,+0.93%,"195,949"
12,0056 元大高股息,51.95,+ 0.40,+0.78%,"190,315"
13,2891 中信金,71.00,+ 0.20,+0.28%,"185,160"
14,2884 玉山金,35.50,+ 0.30,+0.85%,"163,407"
15,2408 南亞科,437.00,+ 12.00,+2.82%,"152,330"
16,009820元大納斯達克精選,10.15,-0.11,-1.07%,"144,240"
17,00919 群益台灣精選高息,30.35,+ 0.38,+1.27%,"134,904"
18,1303 南亞,126.50,+ 11.50,+10.00%,"132,666"
19,2867 三商壽,8.62,+ 0.09,+1.06%,"125,074"
20,00982A主動群益台灣強棒,24.14,+ 0.17,+0.71%,"124,111"
21,00940 元大台灣價值高息,12.53,+ 0.17,+1.38%,"111,704"
22,00891 中信關鍵半導體,36.65,+ 0.03,+0.08%,"102,031"
23,2885 元大金,66.70,+ 1.30,+1.99%,"98,012"
24,2610 華航,21.85,+ 0.65,+3.07%,"91,319"
25,00400A主動國泰動能高息,14.87,+ 0.15,+1.02%,"86,496"
26,00900 富邦特選高股息30,19.47,+ 0.08,+0.41%,"85,356"
27,1605 華新,38.70,-0.45,-1.15%,"82,730"
28,2356 英業達,67.50,+ 0.90,+1.35%,"75,470"
29,6116 彩晶,18.25,+ 1.65,+9.94%,"73,209"
30,3481 群創,58.60,+ 5.30,+9.94%,"68,915"
31,2312 金寶,34.85,+ 0.10,+0.29%,"67,517"
32,6005 群益證,39.45,-0.30,-0.75%,"66,327"
33,3702 大聯大,107.00,-2.00,-1.83%,"62,681"
34,00953B群益優選非投等債,9.61,0.00,0.00%,"62,400"
35,2834 臺企銀,17.65,+ 0.15,+0.86%,"59,992"
36,2337 旺宏,161.50,-5.00,-3.00%,"58,963"
37,2492 華新科,542.00,+ 48.00,+9.72%,"53,578"
38,00929 復華台灣科技優息,30.57,+ 0.20,+0.66%,"53,470"
39,6282 康舒,57.40,-0.30,-0.52%,"50,262"
40,00993A主動安聯台灣,13.99,+ 0.07,+0.50%,"47,254"
41,00939 統一台灣高息動能,21.72,+ 0.25,+1.16%,"45,681"
42,3576 聯合再生,19.15,+ 0.15,+0.79%,"45,592"
43,2301 光寶科,210.00,+ 2.00,+0.96%,"43,972"
44,2897 王道銀行,10.55,+ 0.05,+0.48%,"41,074"
45,00983A主動中信ARK創新,11.88,-0.06,-0.50%,"40,451"
46,00915 凱基優選高股息30,31.72,+ 0.36,+1.15%,"39,694"
47,3045 台灣大,119.00,-1.50,-1.24%,"38,288"
48,2845 遠東銀,13.30,+ 0.35,+2.70%,"38,120"
49,2606 裕民,62.20,+ 1.10,+1.80%,"37,205"
50,3189 景碩,706.00,+ 64.00,+9.97%,"37,203"
