Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,106.45,+ 0.05,+0.05%,"-550,904"
2,00403A主動統一升級50,10.40,+ 0.08,+0.78%,"-419,994"
3,1303 南亞,200.50,-7.00,-3.37%,"-292,545"
4,2834 臺企銀,16.30,0.00,0.00%,"-162,163"
5,1314 中石化,7.81,+ 0.13,+1.69%,"-138,087"
6,2880 華南金,39.20,+ 0.25,+0.64%,"-121,097"
7,2330 台積電,"2,400.00",+ 5.00,+0.21%,"-118,175"
8,2801 彰銀,23.75,+ 0.20,+0.85%,"-102,350"
9,2449 京元電子,248.50,+ 1.50,+0.61%,"-101,846"
10,00878 國泰永續高股息,33.75,-0.12,-0.35%,"-100,142"
11,2303 聯電,121.50,+ 0.50,+0.41%,"-99,003"
12,1714 和桐,17.15,+ 0.75,+4.57%,"-84,315"
13,2337 旺宏,129.50,-7.50,-5.47%,"-75,867"
14,00891 中信關鍵半導體,36.23,-0.15,-0.41%,"-67,308"
15,1802 台玻,58.80,+ 0.90,+1.55%,"-57,482"
16,00988A主動統一全球創新,17.69,+ 0.32,+1.84%,"-54,842"
17,1326 台化,59.30,-1.20,-1.98%,"-53,206"
18,2327 國巨*,608.00,-14.00,-2.25%,"-52,969"
19,1409 新纖,24.40,-0.85,-3.37%,"-50,518"
20,2382 廣達,333.50,+ 6.00,+1.83%,"-49,613"
21,3711 日月光投控,615.00,-1.00,-0.16%,"-49,542"
22,2492 華新科,291.50,-11.00,-3.64%,"-45,767"
23,1718 中纖,10.65,-0.30,-2.74%,"-45,678"
24,2352 佳世達,29.00,-0.50,-1.69%,"-43,929"
25,00982A主動群益台灣強棒,23.45,+ 0.17,+0.73%,"-43,607"
26,6005 群益證,30.55,-0.35,-1.13%,"-43,087"
27,00929 復華台灣科技優息,29.20,-0.24,-0.82%,"-42,124"
28,4958 臻鼎-KY,503.00,+ 13.50,+2.76%,"-41,803"
29,2406 國碩,29.50,+ 0.30,+1.03%,"-41,116"
30,1102 亞泥,33.45,0.00,0.00%,"-39,674"
31,00881 國泰台灣科技龍頭,55.15,+ 0.35,+0.64%,"-39,396"
32,2887 台新新光金,37.15,-0.60,-1.59%,"-39,079"
33,8150 南茂,91.50,-0.40,-0.44%,"-39,021"
34,009820元大納斯達克精選,10.23,-0.03,-0.29%,"-37,905"
35,3702 大聯大,111.00,-4.00,-3.48%,"-36,967"
36,2886 兆豐金,46.60,-0.75,-1.58%,"-34,635"
37,2308 台達電,"1,885.00",0.00,0.00%,"-33,270"
38,2515 中工,11.85,-0.20,-1.66%,"-30,659"
39,00990A主動元大AI新經濟,16.72,+ 0.23,+1.39%,"-30,500"
40,2332 友訊,22.00,-0.60,-2.65%,"-30,365"
41,6239 力成,278.00,0.00,0.00%,"-30,107"
42,1312 國喬,11.80,-0.10,-0.84%,"-29,135"
43,6282 康舒,46.55,-0.45,-0.96%,"-29,010"
44,8926 台汽電,56.60,-0.10,-0.18%,"-28,841"
45,2481 強茂,144.50,+ 6.50,+4.71%,"-26,368"
46,8046 南電,"1,295.00",-10.00,-0.77%,"-26,133"
47,2369 菱生,32.55,-0.55,-1.66%,"-24,778"
48,00830 國泰費城半導體,88.30,+ 0.60,+0.68%,"-22,370"
49,2542 興富發,46.80,+ 0.60,+1.30%,"-22,124"
50,2363 矽統,53.10,-0.30,-0.56%,"-21,301"
