Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,2303 聯電,144.50,+ 2.50,+1.76%,"66,205","110,021","-43,816"
2,00991A主動復華未來50,19.64,+ 0.54,+2.83%,"19,043","49,057","-30,013"
3,00988A主動統一全球創新,22.11,+ 0.90,+4.24%,"20,961","39,779","-18,817"
4,00632R元大台灣50反1,10.35,-0.38,-3.54%,"18,263","36,132","-17,868"
5,3711 日月光投控,611.00,-16.00,-2.55%,"4,730","16,775","-12,045"
6,00953B群益優選非投等債,9.58,0.00,0.00%,"15,202","26,648","-11,446"
7,3042 晶技,215.50,-2.00,-0.92%,"3,882","13,362","-9,480"
8,9105 泰金寶-DR,8.80,+ 0.29,+3.41%,"6,947","16,198","-9,251"
9,2484 希華,54.30,-0.90,-1.63%,"2,259","9,885","-7,626"
10,2883 凱基金,22.50,+ 0.35,+1.58%,"42,328","49,755","-7,427"
11,1717 長興,81.20,-1.20,-1.46%,"3,003","9,896","-6,893"
12,2892 第一金,27.45,+ 0.20,+0.73%,"50,735","57,530","-6,795"
13,00664R國泰臺灣加權反1,1.67,-0.07,-4.02%,"9,989","16,644","-6,654"
14,009816凱基台灣TOP50,15.20,+ 0.40,+2.70%,"40,931","47,265","-6,334"
15,4906 正文,49.70,+ 2.40,+5.07%,"5,025","11,324","-6,298"
16,1802 台玻,71.90,+ 1.50,+2.13%,"6,068","11,938","-5,870"
17,2312 金寶,38.95,+ 1.25,+3.32%,"5,553","11,000","-5,447"
18,2375 凱美,166.50,+ 5.00,+3.10%,"2,193","7,622","-5,428"
19,00984D主動聯博全球非投,10.11,+ 0.04,+0.40%,"7,178","12,533","-5,354"
20,2887 台新新光金,23.35,+ 0.35,+1.52%,"109,754","114,868","-5,114"
21,1513 中興電,166.50,+ 1.00,+0.60%,"1,082","6,005","-4,923"
22,3048 益登,72.00,-0.20,-0.28%,"1,779","6,568","-4,788"
23,2426 鼎元,81.20,+ 0.30,+0.37%,"2,351","7,040","-4,689"
24,8028 昇陽半導體,327.00,-7.50,-2.24%,"1,857","6,233","-4,375"
25,3149 正達,71.20,+ 4.10,+6.11%,"1,736","5,920","-4,183"
26,2327 國巨*,738.00,-4.00,-0.54%,"7,829","11,990","-4,161"
27,3673 TPK-KY,86.30,+ 5.30,+6.54%,"2,935","6,971","-4,036"
28,2208 台船,17.75,-0.25,-1.39%,"12,960","16,838","-3,878"
29,6257 矽格,227.50,-1.50,-0.66%,"1,532","5,307","-3,774"
30,1312 國喬,11.35,+ 0.40,+3.65%,"4,372","8,070","-3,698"
31,3714 富采,72.80,+ 0.10,+0.14%,"1,306","4,890","-3,584"
32,2441 超豐,141.50,+ 0.50,+0.35%,"1,040","4,515","-3,474"
33,3702 大聯大,117.50,-4.00,-3.29%,"1,769","5,228","-3,458"
34,4927 泰鼎-KY,56.20,-1.10,-1.92%,"1,282","4,721","-3,438"
35,2542 興富發,41.95,-0.05,-0.12%,"2,635","6,007","-3,372"
36,2489 瑞軒,49.50,+ 1.50,+3.13%,"3,613","6,786","-3,172"
37,2241 艾姆勒,34.55,-3.70,-9.67%,"1,379","4,541","-3,161"
38,6155 鈞寶,62.80,-1.70,-2.64%,"1,378","4,457","-3,078"
39,00715L期街口布蘭特正2,51.00,-4.75,-8.52%,"1,724","4,788","-3,064"
40,3016 嘉晶,138.00,+ 3.50,+2.60%,"2,819","5,868","-3,049"
41,8104 錸寶,41.15,+ 0.20,+0.49%,"1,855","4,819","-2,963"
42,2605 新興,30.20,-1.25,-3.97%,"4,385","7,248","-2,863"
43,00935 野村臺灣新科技50,61.25,+ 1.30,+2.17%,"3,412","6,255","-2,843"
44,2633 台灣高鐵,24.85,+ 0.05,+0.20%,"86,605","89,364","-2,759"
45,2454 聯發科,"4,310.00",-100.00,-2.27%,"4,992","7,719","-2,726"
46,8261 富鼎,181.00,-9.00,-4.74%,"1,869","4,589","-2,720"
47,1524 耿鼎,33.45,+ 1.55,+4.86%,"1,564","4,278","-2,713"
48,00686R群益臺灣加權反1,1.02,-0.05,-4.67%,"4,643","7,304","-2,660"
49,2845 遠東銀,11.85,-0.05,-0.42%,"3,264","5,867","-2,603"
50,6706 惠特,205.50,+ 3.00,+1.48%,"1,135","3,738","-2,602"
