Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2887 台新新光金,23.90,+ 0.30,+1.27%,"156,232"
2,2891 中信金,57.80,+ 2.40,+4.33%,"114,570"
3,2027 大成鋼,41.15,+ 1.15,+2.88%,"96,614"
4,009820元大納斯達克精選,10.04,-0.02,-0.20%,"95,521"
5,2881 富邦金,95.80,-1.40,-1.44%,"73,260"
6,2882 國泰金,77.90,+ 0.10,+0.13%,"61,528"
7,3045 台灣大,115.00,-1.50,-1.29%,"36,581"
8,2317 鴻海,240.00,-5.00,-2.04%,"31,402"
9,2890 永豐金,29.80,-0.30,-1.00%,"30,420"
10,00400A主動國泰動能高息,12.72,+ 0.02,+0.16%,"23,150"
11,2356 英業達,51.40,-0.30,-0.58%,"22,885"
12,2886 兆豐金,40.30,-0.35,-0.86%,"20,491"
13,2313 華通,255.00,-1.00,-0.39%,"20,190"
14,00953B群益優選非投等債,9.57,-0.01,-0.10%,"19,907"
15,00919 群益台灣精選高息,25.98,+ 0.22,+0.85%,"19,044"
16,5876 上海商銀,40.10,-0.45,-1.11%,"18,687"
17,6770 力積電,57.80,-0.70,-1.20%,"18,230"
18,00997A主動群益美國增長,11.81,+ 0.11,+0.94%,"16,863"
19,2492 華新科,242.00,+ 22.00,+10.00%,"16,050"
20,2606 裕民,64.50,+ 1.00,+1.57%,"15,718"
21,2615 萬海,81.10,+ 0.70,+0.87%,"15,652"
22,3048 益登,61.70,+ 5.60,+9.98%,"14,477"
23,00929 復華台灣科技優息,25.07,-0.03,-0.12%,"13,916"
24,2412 中華電,139.00,-3.50,-2.46%,"13,881"
25,00940 元大台灣價值高息,11.06,+ 0.10,+0.91%,"13,246"
26,2867 三商壽,7.70,-0.05,-0.65%,"13,168"
27,009805新光美國電力基建,16.10,-0.20,-1.23%,"13,002"
28,2880 華南金,32.05,-0.15,-0.47%,"12,635"
29,2542 興富發,43.70,0.00,0.00%,"11,916"
30,2355 敬鵬,59.10,-4.30,-6.78%,"11,910"
31,2603 長榮,212.50,+ 15.50,+7.87%,"11,147"
32,1216 統一,73.40,-1.40,-1.87%,"10,304"
33,8028 昇陽半導體,258.50,-3.50,-1.34%,"10,233"
34,4916 事欣科,89.90,+ 8.10,+9.90%,"9,960"
35,6239 力成,234.50,+ 7.50,+3.30%,"9,720"
36,2388 威盛,81.70,+ 7.40,+9.96%,"8,977"
37,00918 大華優利高填息30,25.78,+ 0.27,+1.06%,"8,928"
38,00922 國泰台灣領袖50,34.80,-0.24,-0.68%,"8,849"
39,3033 威健,51.40,+ 2.60,+5.33%,"8,840"
40,3034 聯詠,472.50,+ 6.50,+1.39%,"8,298"
41,2401 凌陽,26.90,+ 1.95,+7.82%,"8,148"
42,1582 信錦,107.00,-10.00,-8.55%,"7,522"
43,3704 合勤控,38.70,+ 0.60,+1.57%,"7,358"
44,2312 金寶,28.30,+ 0.55,+1.98%,"7,292"
45,2363 矽統,60.10,-0.40,-0.66%,"7,133"
46,6209 今國光,78.90,+ 7.10,+9.89%,"6,734"
47,4904 遠傳,97.10,-0.90,-0.92%,"6,263"
48,3042 晶技,148.00,0.00,0.00%,"6,139"
49,6806 森崴能源,11.40,-1.25,-9.88%,"5,849"
50,00915 凱基優選高股息30,27.00,+ 0.17,+0.63%,"5,809"
