Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.34,+ 0.06,+0.65%,"610,619","2,500,711","-1,890,092"
2,00918 大華優利高填息30,35.68,+ 0.25,+0.71%,"175,032","904,752","-729,719"
3,00919 群益台灣精選高息,31.99,+ 0.35,+1.11%,"328,556","1,015,016","-686,460"
4,00712 復華富時不動產,8.21,-0.08,-0.97%,"206,139","848,975","-642,836"
5,00673R期元大S＆P原油反1,9.95,-0.04,-0.40%,"209,487","612,512","-403,025"
6,009828中信台日韓PCB,9.36,+ 0.10,+1.08%,"113,830","515,394","-401,564"
7,00961 FT臺灣永續高息,13.17,+ 0.03,+0.23%,"102,831","355,439","-252,607"
8,00953B群益優選非投等債,9.54,-0.02,-0.21%,"276,414","522,523","-246,109"
9,00929 復華台灣科技優息,28.84,+ 0.38,+1.34%,"132,095","354,911","-222,815"
10,00984D主動聯博全球非投,9.85,-0.01,-0.10%,"131,822","328,316","-196,493"
11,009826貝萊德世界股票,9.98,0.00,0.00%,"96,145","232,299","-136,154"
12,00404A主動聯博動能50,9.46,+ 0.10,+1.07%,"70,811","181,717","-110,905"
13,2324 仁寶,37.35,+ 0.40,+1.08%,"265,358","368,785","-103,426"
14,00896 中信綠能及電動車,26.42,+ 0.18,+0.69%,"44,205","147,172","-102,966"
15,009803玉山市值動能50,20.63,+ 0.07,+0.34%,"37,169","113,750","-76,581"
16,00981A主動統一台股增長,28.33,+ 0.10,+0.35%,"844,116","915,760","-71,643"
17,00632R元大台灣50反1,9.95,-0.08,-0.80%,"955,705","1,026,051","-70,346"
18,1101 台泥,24.05,+ 0.25,+1.05%,"518,945","574,692","-55,746"
19,009829大華韓國KOSPI50,10.41,+ 0.05,+0.48%,"220,306","273,078","-52,772"
20,00409A主動復華全球50,9.46,-0.03,-0.32%,"133,398","185,479","-52,081"
21,3231 緯創,183.00,+ 0.50,+0.27%,"242,123","292,137","-50,013"
22,009827玉山未來全球算力,9.91,-0.03,-0.30%,"36,408","85,806","-49,397"
23,2634 漢翔,65.00,+ 3.00,+4.84%,"79,185","123,951","-44,766"
24,2327 國巨*,536.00,-1.00,-0.19%,"123,835","166,632","-42,796"
25,6919 康霈*,81.60,+ 1.70,+2.13%,"76,500","118,267","-41,767"
26,00830 國泰費城半導體,79.45,+ 0.45,+0.57%,"40,237","79,571","-39,333"
27,00985B群益ESG投等債0-5,10.11,0.00,0.00%,"79,234","118,338","-39,104"
28,00664R國泰臺灣加權反1,1.61,-0.01,-0.62%,"184,283","223,242","-38,958"
29,00962 台新AI優息動能,14.74,+ 0.08,+0.55%,"23,896","62,846","-38,950"
30,00400A主動國泰動能高息,14.52,+ 0.10,+0.69%,"221,869","259,906","-38,037"
31,2344 華邦電,169.00,+ 9.50,+5.96%,"551,435","587,831","-36,396"
32,1409 新纖,23.95,+ 0.05,+0.21%,"77,498","111,265","-33,766"
33,8112 至上,82.50,-0.10,-0.12%,"32,780","64,093","-31,312"
34,009819中信數據及電力,9.42,-0.04,-0.42%,"27,350","56,473","-29,122"
35,009805台新美國電力基建,14.60,-0.08,-0.54%,"38,083","65,147","-27,064"
36,00753L中信中國50正2,8.82,-0.06,-0.68%,"66,042","92,623","-26,580"
37,3036 文曄,191.00,-1.50,-0.78%,"41,619","67,757","-26,137"
38,9904 寶成,24.50,+ 0.25,+1.03%,"90,574","116,671","-26,097"
39,2408 南亞科,492.50,+ 27.00,+5.80%,"260,346","285,661","-25,315"
40,00881 國泰台灣科技龍頭,49.65,+ 0.44,+0.89%,"158,914","183,549","-24,634"
41,2889 國票金,17.30,+ 0.45,+2.67%,"185,442","209,475","-24,032"
42,00410A主動永豐科技趨勢,11.69,+ 0.27,+2.36%,"69,083","92,683","-23,600"
43,8039 台虹,275.50,+ 5.50,+2.04%,"75,379","97,197","-21,817"
44,6949 沛爾生醫*-創,53.10,+ 1.70,+3.31%,"43,847","65,550","-21,702"
45,1714 和桐,15.60,+ 0.45,+2.97%,"64,681","86,297","-21,615"
46,00637L元大滬深300正2,19.17,-0.09,-0.47%,"85,386","106,108","-20,721"
47,2492 華新科,307.50,+ 7.50,+2.50%,"87,275","107,235","-19,960"
48,3702 大聯大,106.00,-1.00,-0.93%,"66,302","86,071","-19,768"
49,3706 神達,79.00,+ 1.40,+1.80%,"50,642","70,404","-19,761"
50,2301 光寶科,277.00,+ 3.00,+1.09%,"111,686","130,793","-19,107"
