Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00407A主動凱基台灣,9.95,+ 0.10,+1.02%,"223,122","795,722","-572,600"
2,00631L元大台灣50正2,39.48,+ 1.06,+2.76%,"297,111","463,362","-166,250"
3,009816凱基台灣TOP50,15.83,+ 0.18,+1.15%,"184,265","347,981","-163,716"
4,3481 群創,67.40,-1.30,-1.89%,"132,695","279,123","-146,428"
5,009824群益美國科技巨頭,10.14,+ 0.15,+1.50%,"49,214","188,205","-138,991"
6,00405A主動富邦台灣龍耀,9.39,+ 0.10,+1.08%,"116,797","230,025","-113,228"
7,0050 元大台灣50,109.35,+ 1.55,+1.44%,"134,380","244,030","-109,650"
8,00919 群益台灣精選高息,29.37,-0.13,-0.44%,"79,271","181,929","-102,658"
9,00632R元大台灣50反1,9.85,-0.09,-0.91%,"181,868","271,820","-89,951"
10,2344 華邦電,190.00,-17.50,-8.43%,"68,448","157,206","-88,758"
11,00991A主動復華未來50,20.87,+ 0.21,+1.02%,"125,292","198,867","-73,574"
12,6770 力積電,74.30,-5.40,-6.78%,"54,363","127,424","-73,060"
13,2303 聯電,169.00,+ 4.50,+2.74%,"187,652","257,641","-69,989"
14,2317 鴻海,248.00,-3.00,-1.20%,"39,002","107,144","-68,141"
15,9904 寶成,25.00,-0.35,-1.38%,"42,843","109,897","-67,054"
16,00400A主動國泰動能高息,15.08,+ 0.28,+1.89%,"91,692","150,577","-58,884"
17,00927 群益半導體收益,42.48,+ 0.73,+1.75%,"28,324","85,827","-57,502"
18,00988A主動統一全球創新,22.78,+ 0.50,+2.24%,"86,579","142,177","-55,598"
19,0056 元大高股息,52.75,-0.50,-0.94%,"49,741","104,561","-54,820"
20,2002 中鋼,18.65,-0.15,-0.80%,"44,521","94,889","-50,368"
21,2883 凱基金,28.30,-0.40,-1.39%,"121,160","168,162","-47,002"
22,1101 台泥,23.00,-0.25,-1.08%,"49,999","96,898","-46,899"
23,00997A主動群益美國增長,14.56,+ 0.25,+1.75%,"33,039","79,038","-45,998"
24,1718 中纖,12.40,-1.05,-7.81%,"115,732","152,081","-36,348"
25,009821野村稀土關鍵資源,14.21,0.00,0.00%,"20,486","55,880","-35,393"
26,2882 國泰金,95.00,-3.30,-3.36%,"111,609","144,336","-32,726"
27,2337 旺宏,143.50,-12.00,-7.72%,"91,790","123,035","-31,244"
28,2324 仁寶,34.60,-0.70,-1.98%,"45,272","73,927","-28,655"
29,2408 南亞科,421.00,-31.50,-6.96%,"43,944","69,650","-25,706"
30,00984D主動聯博全球非投,10.18,-0.01,-0.10%,"24,066","47,785","-23,718"
31,1326 台化,56.30,+ 1.70,+3.11%,"13,956","34,722","-20,765"
32,1301 台塑,54.30,-0.20,-0.37%,"39,669","59,617","-19,948"
33,00947 台新臺灣IC設計,39.10,-0.57,-1.44%,"10,582","30,127","-19,545"
34,00406A主動中信台灣收益,10.42,+ 0.18,+1.76%,"53,946","71,763","-17,816"
35,1605 華新,35.75,-1.45,-3.90%,"19,489","36,442","-16,952"
36,2353 宏碁,32.10,-1.00,-3.02%,"47,485","63,856","-16,371"
37,2834 臺企銀,17.60,-0.15,-0.85%,"58,060","74,243","-16,182"
38,8110 華東,54.10,-3.20,-5.58%,"7,990","23,642","-15,652"
39,2884 玉山金,32.90,-0.15,-0.45%,"109,469","122,952","-13,482"
40,2489 瑞軒,40.90,-2.40,-5.54%,"6,591","19,754","-13,163"
41,2312 金寶,34.80,-0.35,-1.00%,"18,188","30,613","-12,425"
42,00882 中信中國高股息,14.59,0.00,0.00%,"13,373","25,122","-11,748"
43,6005 群益證,37.65,-0.60,-1.57%,"12,871","24,294","-11,423"
44,3576 聯合再生,16.80,-0.60,-3.45%,"11,706","22,895","-11,189"
45,8112 至上,89.70,-2.70,-2.92%,"20,475","31,572","-11,096"
46,00935 野村臺灣新科技50,62.95,+ 0.50,+0.80%,"28,812","39,736","-10,924"
47,2603 長榮,185.50,+ 1.00,+0.54%,"26,773","37,349","-10,575"
48,2881 富邦金,122.50,-3.00,-2.39%,"76,133","86,505","-10,371"
49,1102 亞泥,35.10,+ 0.10,+0.29%,"79,319","89,455","-10,135"
