Rank,Stock,Price,Change,ChangePercent,NetSell
1,2344 華邦電,219.50,+ 14.50,+7.07%,"-196,896"
2,0050 元大台灣50,107.20,+ 0.05,+0.05%,"-176,450"
3,3481 群創,70.90,+ 1.50,+2.16%,"-156,827"
4,2886 兆豐金,46.65,+ 2.10,+4.71%,"-132,223"
5,00991A主動復華未來50,20.70,+ 0.31,+1.52%,"-98,318"
6,4904 遠傳,108.50,+ 1.50,+1.40%,"-86,198"
7,2880 華南金,38.00,+ 1.00,+2.70%,"-85,841"
8,2884 玉山金,35.45,+ 0.45,+1.29%,"-82,169"
9,3231 緯創,160.00,+ 2.50,+1.59%,"-65,875"
10,2409 友達,30.40,-0.10,-0.33%,"-64,591"
11,00988A主動統一全球創新,23.07,+ 0.54,+2.40%,"-64,441"
12,2317 鴻海,257.50,+ 1.50,+0.59%,"-61,882"
13,2890 永豐金,39.95,+ 0.40,+1.01%,"-60,858"
14,00400A主動國泰動能高息,15.00,+ 0.08,+0.54%,"-56,768"
15,00631L元大台灣50正2,38.16,+ 0.08,+0.21%,"-55,738"
16,1303 南亞,155.00,-1.00,-0.64%,"-47,940"
17,2324 仁寶,36.85,-1.05,-2.77%,"-46,237"
18,2408 南亞科,477.00,+ 33.50,+7.55%,"-44,417"
19,2337 旺宏,161.50,-10.50,-6.10%,"-40,725"
20,00405A主動富邦台灣龍耀,9.43,+ 0.01,+0.11%,"-37,722"
21,6116 彩晶,19.50,+ 0.10,+0.52%,"-36,078"
22,2312 金寶,36.40,-1.60,-4.21%,"-35,193"
23,5876 上海商銀,42.00,+ 0.45,+1.08%,"-34,605"
24,1402 遠東新,28.60,+ 0.15,+0.53%,"-34,274"
25,2330 台積電,"2,390.00",0.00,0.00%,"-32,919"
26,9904 寶成,25.95,0.00,0.00%,"-32,267"
27,2845 遠東銀,13.10,+ 0.10,+0.77%,"-32,132"
28,00997A主動群益美國增長,14.53,+ 0.37,+2.61%,"-31,986"
29,1216 統一,75.60,+ 0.50,+0.67%,"-30,048"
30,2892 第一金,32.85,+ 0.80,+2.50%,"-29,037"
31,2633 台灣高鐵,26.25,+ 0.30,+1.16%,"-28,642"
32,009816凱基台灣TOP50,15.59,+ 0.03,+0.19%,"-28,042"
33,2313 華通,233.00,-7.00,-2.92%,"-25,458"
34,1101 台泥,24.60,+ 0.40,+1.65%,"-23,792"
35,4958 臻鼎-KY,602.00,+ 15.00,+2.56%,"-22,069"
36,00990A主動元大AI新經濟,21.18,+ 0.67,+3.27%,"-21,926"
37,00927 群益半導體收益,42.36,+ 0.21,+0.50%,"-18,099"
38,6282 康舒,58.70,-3.30,-5.32%,"-16,655"
39,00891 中信關鍵半導體,37.79,+ 0.03,+0.08%,"-15,681"
40,00982A主動群益台灣強棒,24.74,+ 0.12,+0.49%,"-15,545"
41,0056 元大高股息,53.20,+ 0.05,+0.09%,"-12,518"
42,0052 富邦科技,63.00,-0.05,-0.08%,"-11,987"
43,2332 友訊,18.10,-0.35,-1.90%,"-11,747"
44,00953B群益優選非投等債,9.66,+ 0.02,+0.21%,"-11,696"
45,4906 正文,43.25,-1.60,-3.57%,"-11,598"
46,1513 中興電,185.00,0.00,0.00%,"-11,574"
47,3706 神達,85.50,-1.20,-1.38%,"-11,540"
48,2382 廣達,366.50,-5.50,-1.48%,"-11,397"
49,1409 新纖,27.05,-0.90,-3.22%,"-11,262"
50,2882 國泰金,111.50,+ 1.50,+1.36%,"-10,588"
