Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.84,+ 0.14,+1.44%,"228,111","708,318","-480,206"
2,00918 大華優利高填息30,34.10,-0.09,-0.26%,"88,920","485,939","-397,019"
3,00712 復華富時不動產,7.91,+ 0.04,+0.51%,"112,770","480,115","-367,345"
4,00919 群益台灣精選高息,32.16,-0.11,-0.34%,"74,593","198,474","-123,881"
5,00632R元大台灣50反1,9.52,-0.03,-0.31%,"103,294","206,719","-103,425"
6,00961 FT臺灣永續高息,13.26,-0.03,-0.23%,"22,819","83,992","-61,173"
7,00673R期元大S＆P原油反1,10.45,0.00,0.00%,"50,930","92,991","-42,061"
8,2002 中鋼,18.65,0.00,0.00%,"34,429","76,422","-41,992"
9,00953B群益優選非投等債,9.55,0.00,0.00%,"50,279","91,134","-40,854"
10,009828中信台日韓PCB,9.65,+ 0.25,+2.66%,"87,317","118,305","-30,988"
11,3231 緯創,180.50,-6.00,-3.22%,"57,187","82,987","-25,799"
12,2324 仁寶,37.05,-0.55,-1.46%,"43,244","68,381","-25,137"
13,00984D主動聯博全球非投,9.86,-0.01,-0.10%,"24,446","49,297","-24,850"
14,2887 台新新光金,42.90,-0.90,-2.05%,"117,737","139,123","-21,386"
15,00930 永豐ESG低碳高息,24.81,+ 0.08,+0.32%,"10,152","25,896","-15,744"
16,009826貝萊德世界股票,10.10,+ 0.08,+0.80%,"21,502","35,220","-13,718"
17,00753L中信中國50正2,9.21,+ 0.26,+2.91%,"22,887","35,720","-12,833"
18,5871 中租-KY,108.00,-2.50,-2.26%,"12,386","23,940","-11,553"
19,00664R國泰臺灣加權反1,1.55,+ 0.01,+0.65%,"31,778","43,010","-11,232"
20,00985B群益ESG投等債0-5,10.09,-0.02,-0.20%,"19,442","29,308","-9,866"
21,8112 至上,82.20,-0.90,-1.08%,"3,474","12,604","-9,130"
22,2889 國票金,16.85,-0.05,-0.30%,"26,355","34,386","-8,030"
23,2313 華通,222.00,0.00,0.00%,"22,131","29,337","-7,205"
24,2105 正新,30.00,-0.05,-0.17%,"8,343","15,229","-6,886"
25,6443 元晶,28.40,+ 0.35,+1.25%,"15,506","22,333","-6,827"
26,00713 元大台灣高息低波,63.70,-0.05,-0.08%,"8,054","14,714","-6,659"
27,4958 臻鼎-KY,489.00,+ 19.00,+4.04%,"23,661","30,146","-6,484"
28,1303 南亞,231.50,-8.00,-3.34%,"64,681","71,034","-6,353"
29,2633 台灣高鐵,25.60,-0.10,-0.39%,"20,331","26,679","-6,348"
30,2834 臺企銀,18.25,-0.10,-0.54%,"73,827","79,995","-6,168"
31,1504 東元,68.60,-0.50,-0.72%,"7,730","13,460","-5,729"
32,009821野村稀土關鍵資源,14.18,+ 0.15,+1.07%,"7,002","12,726","-5,723"
33,2886 兆豐金,50.50,-0.60,-1.17%,"52,017","57,689","-5,672"
34,8422 可寧衛*,25.70,-0.30,-1.15%,"11,217","16,756","-5,538"
35,1402 遠東新,27.85,0.00,0.00%,"17,394","22,817","-5,423"
36,6669 緯穎,"2,115.00",-35.00,-1.63%,"4,771","9,998","-5,227"
37,2301 光寶科,284.50,-4.00,-1.39%,"20,395","25,528","-5,133"
38,0056 元大高股息,56.85,-0.30,-0.52%,"36,261","41,165","-4,904"
39,00676R富邦臺灣加權反1,5.26,-0.01,-0.19%,"16,696","21,587","-4,891"
40,2601 益航,5.91,-0.02,-0.34%,"24,235","29,118","-4,883"
41,2369 菱生,31.35,-0.90,-2.79%,"6,109","10,759","-4,650"
42,1722 台肥,41.85,-0.35,-0.83%,"5,542","10,059","-4,516"
43,00865B國泰US短期公債,48.67,-0.09,-0.18%,"6,891","11,403","-4,512"
44,2201 裕隆,29.25,0.00,0.00%,"7,486","11,989","-4,502"
45,8110 華東,48.95,-3.15,-6.05%,"20,984","25,239","-4,254"
46,8039 台虹,262.50,-2.50,-0.94%,"9,779","14,019","-4,239"
47,2542 興富發,45.45,-1.00,-2.15%,"36,552","40,497","-3,945"
48,2812 台中銀,19.25,+ 0.05,+0.26%,"44,401","48,263","-3,862"
49,00708L期元大S＆P黃金正2,78.05,-1.05,-1.33%,"4,914","8,776","-3,862"
50,1709 和益,45.95,+ 2.85,+6.61%,"46,594","50,297","-3,703"
