Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,6770 力積電,80.70,+ 5.90,+7.89%,"59,225,840","31,098,396","28,127,443"
2,2303 聯電,142.00,-1.50,-1.05%,"60,057,269","40,005,385","20,051,884"
3,7769 鴻勁,"7,700.00",-100.00,-1.28%,"12,199,844","2,585,614","9,614,230"
4,6531 愛普*,"1,095.00",+ 15.00,+1.39%,"16,930,105","7,688,914","9,241,191"
5,2313 華通,259.00,-23.00,-8.16%,"31,258,969","22,916,958","8,342,011"
6,6515 穎崴,"9,120.00",-675.00,-6.89%,"10,363,369","2,273,204","8,090,165"
7,2408 南亞科,324.00,+ 12.00,+3.85%,"74,036,809","66,247,740","7,789,068"
8,0050 元大台灣50,100.50,-2.05,-2.00%,"15,600,509","9,787,482","5,813,027"
9,2360 致茂,"2,570.00",-55.00,-2.10%,"12,725,048","6,917,361","5,807,687"
10,00981A主動統一台股增長,30.72,-1.24,-3.88%,"15,414,743","9,683,541","5,731,202"
11,3443 創意,"4,590.00",-510.00,-10.00%,"19,746,703","14,423,055","5,323,647"
12,2330 台積電,"2,295.00",-5.00,-0.22%,"98,017,950","93,104,987","4,912,962"
13,6239 力成,357.50,+ 17.00,+4.99%,"30,967,184","26,273,398","4,693,785"
14,8028 昇陽半導體,334.50,+ 26.50,+8.60%,"6,662,213","2,346,656","4,315,556"
15,00631L元大台灣50正2,34.47,-1.26,-3.53%,"12,035,512","7,835,716","4,199,796"
16,2356 英業達,63.90,+ 1.90,+3.06%,"8,880,969","4,961,810","3,919,159"
17,8150 南茂,103.00,+ 9.10,+9.69%,"11,505,975","8,296,704","3,209,271"
18,8110 華東,62.00,+ 1.40,+2.31%,"7,239,322","4,094,089","3,145,232"
19,6213 聯茂,261.00,-15.50,-5.61%,"8,991,885","5,847,450","3,144,435"
20,3711 日月光投控,627.00,-15.00,-2.34%,"22,413,047","19,409,671","3,003,376"
21,2376 技嘉,337.50,+ 5.00,+1.50%,"5,838,034","3,029,154","2,808,880"
22,6805 富世達,"1,765.00",+ 25.00,+1.44%,"5,601,815","2,861,086","2,740,728"
23,3583 辛耘,877.00,+ 1.00,+0.11%,"4,329,906","1,952,006","2,377,899"
24,2481 強茂,148.00,+ 0.50,+0.34%,"13,220,040","11,077,038","2,143,001"
25,2345 智邦,"2,435.00",-185.00,-7.06%,"12,517,383","10,383,502","2,133,881"
26,1582 信錦,113.50,+ 3.50,+3.18%,"2,497,127","809,322","1,687,804"
27,2426 鼎元,80.90,+ 3.10,+3.98%,"3,149,373","1,511,770","1,637,603"
28,2329 華泰,59.90,+ 1.40,+2.39%,"2,836,654","1,362,725","1,473,929"
29,2367 燿華,65.80,-1.30,-1.94%,"4,108,657","2,658,980","1,449,676"
30,3017 奇鋐,"2,580.00",-120.00,-4.44%,"13,522,980","12,112,986","1,409,994"
31,1590 亞德客-KY,"1,390.00",-45.00,-3.14%,"2,220,707","894,545","1,326,161"
32,2484 希華,55.20,+ 2.60,+4.94%,"2,440,005","1,167,932","1,272,073"
33,009816凱基台灣TOP50,14.80,-0.35,-2.31%,"4,408,820","3,139,205","1,269,615"
34,3048 益登,72.20,+ 2.20,+3.14%,"2,210,954","1,015,673","1,195,280"
35,2324 仁寶,33.50,+ 0.10,+0.30%,"5,019,896","3,884,688","1,135,207"
36,00919 群益台灣精選高息,28.41,-0.44,-1.53%,"5,812,690","4,742,409","1,070,281"
37,6116 彩晶,15.55,+ 1.05,+7.24%,"5,119,221","4,065,040","1,054,180"
38,0052 富邦科技,59.40,-1.05,-1.74%,"2,899,154","1,859,516","1,039,638"
39,1514 亞力,125.50,+ 0.50,+0.40%,"2,873,441","1,836,287","1,037,154"
40,2485 兆赫,71.80,-2.30,-3.10%,"2,872,193","1,865,323","1,006,870"
41,4906 正文,47.30,+ 2.55,+5.70%,"2,592,762","1,632,880","959,882"
42,1519 華城,846.00,-32.00,-3.64%,"6,500,857","5,552,894","947,963"
43,1503 士電,216.00,-5.00,-2.26%,"5,529,053","4,593,006","936,047"
44,8112 至上,86.00,0.00,0.00%,"4,099,579","3,180,558","919,020"
45,00830 國泰費城半導體,87.50,-3.10,-3.42%,"1,702,703","875,848","826,855"
46,00685L群益臺灣加權正2,274.80,-11.20,-3.92%,"2,096,241","1,286,036","810,204"
47,2327 國巨*,742.00,+ 41.00,+5.85%,"18,537,630","17,741,177","796,453"
48,3149 正達,67.10,+ 1.70,+2.60%,"2,357,314","1,590,487","766,827"
49,3665 貿聯-KY,"2,115.00",0.00,0.00%,"6,208,885","5,467,620","741,264"
50,00715L期街口布蘭特正2,55.75,+ 1.05,+1.92%,"1,130,433","408,163","722,270"
