Rank,Stock,Price,Change,ChangePercent,NetSell
1,2303 聯電,118.50,-5.00,-4.05%,"-48,061"
2,1101 台泥,24.10,-0.20,-0.82%,"-27,429"
3,2324 仁寶,39.75,-1.20,-2.93%,"-25,050"
4,00712 復華富時不動產,8.75,-0.09,-1.02%,"-24,337"
5,2609 陽明,57.90,+ 0.30,+0.52%,"-23,621"
6,00632R元大台灣50反1,9.95,-0.04,-0.40%,"-18,293"
7,2884 玉山金,38.55,-0.15,-0.39%,"-17,963"
8,3481 群創,46.25,-0.15,-0.32%,"-15,393"
9,2834 臺企銀,16.35,-0.10,-0.61%,"-12,184"
10,2489 瑞軒,40.05,-1.45,-3.49%,"-11,656"
11,009816凱基台灣TOP50,15.46,+ 0.03,+0.19%,"-10,287"
12,9904 寶成,24.80,-0.25,-1.00%,"-10,015"
13,3702 大聯大,101.50,-3.00,-2.87%,"-9,930"
14,6239 力成,277.00,-9.00,-3.15%,"-9,924"
15,1709 和益,34.15,-2.95,-7.95%,"-9,096"
16,2484 希華,76.60,-0.10,-0.13%,"-6,234"
17,2891 中信金,63.80,-0.80,-1.24%,"-6,144"
18,2881 富邦金,141.50,+ 3.00,+2.17%,"-5,951"
19,3036 文曄,193.00,-3.50,-1.78%,"-5,942"
20,1402 遠東新,28.40,-0.15,-0.53%,"-5,913"
21,2301 光寶科,301.00,-6.00,-1.95%,"-5,143"
22,3605 宏致,119.50,+ 7.50,+6.70%,"-4,971"
23,8112 至上,92.20,-0.90,-0.97%,"-4,844"
24,00830 國泰費城半導體,83.65,+ 1.45,+1.76%,"-3,947"
25,2436 偉詮電,67.40,+ 3.10,+4.82%,"-3,784"
26,6919 康霈*,103.00,-3.00,-2.83%,"-3,316"
27,3231 緯創,179.50,-2.50,-1.37%,"-3,274"
28,6213 聯茂,563.00,-20.00,-3.43%,"-3,262"
29,6278 台表科,206.00,+ 6.50,+3.26%,"-3,261"
30,3033 威健,45.20,-0.20,-0.44%,"-3,012"
31,3049 精金,12.70,-0.65,-4.87%,"-3,011"
32,6257 矽格,204.00,0.00,0.00%,"-2,905"
33,8046 南電,"1,295.00",+ 115.00,+9.75%,"-2,884"
34,2332 友訊,20.30,+ 0.30,+1.50%,"-2,844"
35,3576 聯合再生,17.05,0.00,0.00%,"-2,811"
36,4906 正文,37.20,-0.10,-0.27%,"-2,811"
37,2359 所羅門,147.50,+ 1.00,+0.68%,"-2,748"
38,2409 友達,25.25,-0.25,-0.98%,"-2,596"
39,2105 正新,31.10,-0.30,-0.96%,"-2,553"
40,2412 中華電,135.50,-0.50,-0.37%,"-2,350"
41,00927 群益半導體收益,36.25,-0.11,-0.30%,"-2,312"
42,8996 高力,"1,310.00",+ 115.00,+9.62%,"-2,278"
43,2352 佳世達,28.00,-0.10,-0.36%,"-2,202"
44,4989 榮科,66.30,-0.60,-0.90%,"-2,180"
45,009805台新美國電力基建,15.41,+ 0.23,+1.52%,"-2,024"
46,2605 新興,34.40,-0.45,-1.29%,"-1,819"
47,6271 同欣電,210.00,+ 2.00,+0.96%,"-1,797"
48,2027 大成鋼,48.65,-1.35,-2.70%,"-1,750"
49,1609 大亞,37.75,-0.25,-0.66%,"-1,720"
50,3209 全科,51.40,-0.40,-0.77%,"-1,700"
