Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,99.20,-0.95,-0.95%,"-846,023"
2,00403A主動統一升級50,9.28,-0.24,-2.52%,"-756,814"
3,00991A主動復華未來50,16.50,-0.32,-1.90%,"-335,166"
4,2344 華邦電,151.00,-4.00,-2.58%,"-302,819"
5,00988A主動統一全球創新,16.56,+ 0.32,+1.97%,"-291,384"
6,3481 群創,50.40,-2.20,-4.18%,"-269,792"
7,2886 兆豐金,48.20,+ 0.60,+1.26%,"-248,612"
8,00981A主動統一台股增長,25.90,-0.53,-2.01%,"-230,192"
9,1303 南亞,186.50,-12.50,-6.28%,"-224,678"
10,6770 力積電,63.00,-5.90,-8.56%,"-188,699"
11,2317 鴻海,234.50,+ 0.50,+0.21%,"-180,568"
12,2330 台積電,"2,320.00",+ 30.00,+1.31%,"-152,950"
13,00400A主動國泰動能高息,12.72,-0.27,-2.08%,"-135,617"
14,2892 第一金,33.95,-0.15,-0.44%,"-135,147"
15,2890 永豐金,39.70,-0.30,-0.75%,"-129,917"
16,2337 旺宏,117.50,-7.50,-6.00%,"-128,650"
17,3231 緯創,143.50,+ 4.50,+3.24%,"-127,885"
18,4904 遠傳,104.50,+ 1.50,+1.46%,"-124,553"
19,2408 南亞科,381.00,-14.50,-3.67%,"-116,851"
20,1101 台泥,23.80,+ 0.30,+1.28%,"-116,510"
21,00405A主動富邦台灣龍耀,7.56,-0.19,-2.45%,"-105,804"
22,009816凱基台灣TOP50,14.14,-0.14,-0.98%,"-104,517"
23,00992A主動群益科技創新,14.87,-0.35,-2.30%,"-104,110"
24,00990A主動元大AI新經濟,15.82,+ 0.33,+2.13%,"-103,282"
25,0056 元大高股息,49.95,-0.80,-1.58%,"-92,660"
26,2880 華南金,39.90,-0.25,-0.62%,"-91,613"
27,00929 復華台灣科技優息,27.94,-0.58,-2.03%,"-83,231"
28,2801 彰銀,23.85,-0.05,-0.21%,"-73,703"
29,00631L元大台灣50正2,32.06,-0.11,-0.34%,"-71,514"
30,00982A主動群益台灣強棒,21.08,-0.35,-1.63%,"-71,048"
31,3702 大聯大,106.50,-3.00,-2.74%,"-69,022"
32,3037 欣興,750.00,-44.00,-5.54%,"-63,240"
33,00878 國泰永續高股息,31.36,-0.45,-1.41%,"-62,217"
34,00919 群益台灣精選高息,28.55,-0.38,-1.31%,"-61,605"
35,2633 台灣高鐵,25.85,-0.10,-0.39%,"-61,023"
36,2409 友達,25.40,-0.40,-1.55%,"-60,330"
37,00830 國泰費城半導體,84.65,+ 1.55,+1.87%,"-60,048"
38,2313 華通,199.00,-13.00,-6.13%,"-55,184"
39,8112 至上,80.90,-1.00,-1.22%,"-54,806"
40,9904 寶成,24.35,-0.25,-1.02%,"-54,748"
41,2352 佳世達,29.85,-0.55,-1.81%,"-54,060"
42,2412 中華電,139.00,+ 1.00,+0.72%,"-51,920"
43,1605 華新,31.80,-0.80,-2.45%,"-48,786"
44,6282 康舒,46.85,-1.95,-4.00%,"-48,109"
45,1402 遠東新,27.30,-0.40,-1.44%,"-47,507"
46,00997A主動群益美國增長,11.22,+ 0.22,+2.00%,"-46,567"
47,3706 神達,88.40,+ 0.10,+0.11%,"-45,449"
48,2356 英業達,57.20,-1.30,-2.22%,"-42,785"
49,1714 和桐,15.00,-0.30,-1.96%,"-42,671"
50,2312 金寶,30.10,-1.20,-3.83%,"-41,897"
