Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,8.47,+ 0.01,+0.12%,"-377,783"
2,0050 元大台灣50,93.50,-0.20,-0.21%,"-313,606"
3,00981A主動統一台股增長,23.76,-0.09,-0.38%,"-164,346"
4,00991A主動復華未來50,14.01,-0.06,-0.43%,"-110,197"
5,009816凱基台灣TOP50,13.41,+ 0.06,+0.45%,"-77,740"
6,00405A主動富邦台灣龍耀,6.68,-0.02,-0.30%,"-75,049"
7,2317 鴻海,229.50,-7.50,-3.16%,"-55,010"
8,0056 元大高股息,46.29,-0.44,-0.94%,"-44,156"
9,00631L元大台灣50正2,28.38,-0.15,-0.53%,"-37,255"
10,2337 旺宏,91.80,-10.20,-10.00%,"-31,186"
11,2330 台積電,"2,205.00",+ 5.00,+0.23%,"-29,828"
12,6770 力積電,49.55,-0.85,-1.69%,"-26,907"
13,2382 廣達,279.00,-30.50,-9.85%,"-24,304"
14,1605 華新,28.60,-0.75,-2.56%,"-21,926"
15,00992A主動群益科技創新,13.48,-0.11,-0.81%,"-21,867"
16,00400A主動國泰動能高息,11.83,-0.05,-0.42%,"-21,741"
17,2883 凱基金,28.95,-0.20,-0.69%,"-21,094"
18,2887 台新新光金,33.15,+ 0.55,+1.69%,"-18,499"
19,00935 野村臺灣新科技50,47.90,+ 0.28,+0.59%,"-17,942"
20,2449 京元電子,203.50,-9.00,-4.24%,"-17,798"
21,1314 中石化,7.37,-0.14,-1.86%,"-15,202"
22,2332 友訊,21.60,-2.40,-10.00%,"-15,050"
23,00982A主動群益台灣強棒,18.54,-0.33,-1.75%,"-14,387"
24,2301 光寶科,190.00,+ 5.00,+2.70%,"-13,277"
25,00891 中信關鍵半導體,30.19,+ 0.03,+0.10%,"-13,182"
26,00919 群益台灣精選高息,28.25,-0.25,-0.88%,"-13,106"
27,2880 華南金,42.65,+ 0.85,+2.03%,"-13,025"
28,2885 元大金,63.10,+ 0.90,+1.45%,"-12,958"
29,2353 宏碁,27.90,-0.75,-2.62%,"-12,799"
30,009820元大納斯達克精選,8.96,-0.25,-2.71%,"-12,272"
31,2882 國泰金,95.20,+ 1.10,+1.17%,"-11,711"
32,1301 台塑,54.00,-2.20,-3.91%,"-11,528"
33,3711 日月光投控,505.00,+ 6.00,+1.20%,"-11,122"
34,00927 群益半導體收益,31.43,-0.16,-0.51%,"-11,093"
35,2408 南亞科,328.00,-25.50,-7.21%,"-10,668"
36,2323 中環,9.38,-0.13,-1.37%,"-10,420"
37,6005 群益證,32.75,-0.10,-0.30%,"-10,344"
38,00685L群益臺灣加權正2,9.16,-0.06,-0.65%,"-9,846"
39,3037 欣興,716.00,+ 28.00,+4.07%,"-9,666"
40,00881 國泰台灣科技龍頭,46.04,-0.03,-0.07%,"-9,299"
41,00996A主動兆豐台灣豐收,10.97,-0.19,-1.70%,"-9,291"
42,8112 至上,75.60,-1.10,-1.43%,"-8,875"
43,00988A主動統一全球創新,14.16,-0.19,-1.32%,"-7,911"
44,00990A主動元大AI新經濟,13.65,-0.18,-1.30%,"-7,905"
45,00999A主動野村臺灣高息,9.40,-0.02,-0.21%,"-7,618"
46,2308 台達電,"1,530.00",+ 35.00,+2.34%,"-7,504"
47,1710 東聯,12.70,-0.45,-3.42%,"-7,216"
48,2104 國際中橡,9.65,-0.02,-0.21%,"-7,216"
49,00994A主動第一金台股優,13.55,+ 0.04,+0.30%,"-7,129"
50,00980A主動野村臺灣優選,19.56,-0.02,-0.10%,"-7,073"
