Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,6531 愛普*,753.00,-35.00,-4.44%,"3,614,668","12,022,148","-8,407,480"
2,6176 瑞儀,99.00,-11.00,-10.00%,"2,299,610","5,207,655","-2,908,045"
3,3661 世芯-KY,"4,160.00",-55.00,-1.30%,"11,301,288","13,957,419","-2,656,131"
4,3450 聯鈞,301.50,-16.50,-5.19%,"4,936,781","7,361,724","-2,424,942"
5,1802 台玻,64.20,-0.80,-1.23%,"5,747,475","7,975,135","-2,227,659"
6,1717 長興,75.30,-2.30,-2.96%,"2,452,891","4,593,958","-2,141,067"
7,2436 偉詮電,72.90,-6.60,-8.30%,"1,493,506","3,550,485","-2,056,978"
8,2316 楠梓電,118.00,0.00,0.00%,"1,404,783","3,388,065","-1,983,281"
9,2388 威盛,74.70,-3.50,-4.48%,"1,919,709","3,758,582","-1,838,872"
10,7750 新代,"2,185.00",+ 65.00,+3.07%,"1,141,341","2,945,547","-1,804,205"
11,2351 順德,146.00,-1.00,-0.68%,"1,159,158","2,808,021","-1,648,863"
12,3045 台灣大,112.00,-1.00,-0.88%,"912,497","2,522,853","-1,610,356"
13,3715 定穎投控,177.50,-5.50,-3.01%,"2,275,215","3,882,280","-1,607,064"
14,3665 貿聯-KY,"2,630.00",-135.00,-4.88%,"8,347,693","9,885,561","-1,537,867"
15,2474 可成,225.00,+ 1.50,+0.67%,"1,878,024","3,369,240","-1,491,216"
16,2542 興富發,39.00,-0.15,-0.38%,"708,857","2,148,595","-1,439,738"
17,8039 台虹,137.00,-1.00,-0.72%,"1,640,237","3,076,589","-1,436,351"
18,2357 華碩,588.00,+ 3.00,+0.51%,"1,814,643","3,241,542","-1,426,899"
19,3338 泰碩,78.50,-2.70,-3.33%,"545,331","1,953,364","-1,408,032"
20,3034 聯詠,416.50,-1.50,-0.36%,"1,437,154","2,772,659","-1,335,504"
21,8021 尖點,406.00,-45.00,-9.98%,"1,025,440","2,343,284","-1,317,843"
22,6526 達發,581.00,-20.00,-3.33%,"1,151,890","2,463,746","-1,311,856"
23,8150 南茂,67.80,-2.00,-2.87%,"1,366,436","2,621,798","-1,255,362"
24,3189 景碩,515.00,-11.00,-2.09%,"28,563,749","29,755,624","-1,191,875"
25,2377 微星,93.40,-1.70,-1.79%,"730,403","1,891,015","-1,160,612"
26,1590 亞德客-KY,"1,410.00",+ 50.00,+3.68%,"2,747,238","3,902,095","-1,154,856"
27,4977 眾達-KY,205.00,-10.50,-4.87%,"1,710,236","2,862,676","-1,152,439"
28,3702 大聯大,95.50,-1.50,-1.55%,"620,010","1,707,464","-1,087,454"
29,2449 京元電子,283.50,-2.50,-0.87%,"9,384,187","10,461,896","-1,077,708"
30,3036 文曄,201.00,+ 2.00,+1.01%,"1,092,908","2,154,095","-1,061,186"
31,5269 祥碩,"1,290.00",-5.00,-0.39%,"1,644,320","2,656,117","-1,011,797"
32,3376 新日興,207.50,-5.50,-2.58%,"1,296,558","2,283,224","-986,665"
33,3037 欣興,839.00,+ 49.00,+6.20%,"6,751,863","7,675,808","-923,945"
34,4958 臻鼎-KY,358.50,+ 11.00,+3.17%,"34,527,494","35,451,400","-923,905"
35,1560 中砂,525.00,-10.00,-1.87%,"1,336,799","2,253,756","-916,956"
36,6197 佳必琪,178.00,+ 3.50,+2.01%,"602,363","1,488,629","-886,265"
37,2312 金寶,27.40,+ 1.30,+4.98%,"1,112,127","1,959,578","-847,450"
38,3443 創意,"3,955.00",-80.00,-1.98%,"6,770,611","7,608,248","-837,636"
39,1519 華城,888.00,+ 2.00,+0.23%,"2,208,041","3,040,285","-832,244"
40,6191 精成科,107.00,-2.00,-1.83%,"1,073,158","1,882,984","-809,826"
41,3701 大眾控,64.10,-1.30,-1.99%,"379,898","1,164,157","-784,258"
42,3030 德律,313.00,-2.50,-0.79%,"1,528,963","2,259,138","-730,174"
43,2399 映泰,41.35,-2.30,-5.27%,"1,401,901","2,089,378","-687,476"
44,2476 鉅祥,120.50,-3.00,-2.43%,"978,621","1,636,778","-658,157"
45,8033 雷虎,153.00,-1.50,-0.97%,"473,607","1,120,977","-647,369"
46,6658 聯策,121.50,+ 11.00,+9.95%,"320,050","942,570","-622,520"
47,5871 中租-KY,116.00,-5.50,-4.53%,"904,047","1,475,951","-571,904"
48,6426 統新,205.00,-11.00,-5.09%,"631,769","1,196,559","-564,790"
49,6831 邁科,489.00,-1.00,-0.20%,"625,346","1,184,900","-559,553"
50,2382 廣達,325.50,+ 2.50,+0.77%,"5,344,589","5,902,211","-557,622"
