Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,3481 群創,55.80,-3.60,-6.06%,"1,022,891","1,412,413","-389,522"
2,009816凱基台灣TOP50,15.48,-0.26,-1.65%,"361,944","719,736","-357,792"
3,00988A主動統一全球創新,22.09,-0.57,-2.52%,"220,905","537,832","-316,927"
4,00631L元大台灣50正2,38.30,-0.92,-2.35%,"308,739","599,429","-290,690"
5,00991A主動復華未來50,19.61,-0.38,-1.90%,"224,606","440,690","-216,083"
6,00918 大華優利高填息30,30.88,-0.85,-2.68%,"143,237","342,614","-199,376"
7,00712 復華富時不動產,8.68,-0.08,-0.91%,"70,775","229,403","-158,627"
8,00919 群益台灣精選高息,30.52,-0.26,-0.84%,"312,063","441,049","-128,985"
9,2409 友達,29.25,+ 0.50,+1.74%,"776,052","896,254","-120,202"
10,00990A主動元大AI新經濟,20.70,-0.41,-1.94%,"128,475","244,754","-116,278"
11,2303 聯電,125.00,-5.50,-4.21%,"830,973","945,470","-114,497"
12,00632R元大台灣50反1,10.14,+ 0.12,+1.20%,"237,994","347,332","-109,337"
13,0050 元大台灣50,106.10,-1.50,-1.39%,"245,445","352,710","-107,265"
14,2002 中鋼,19.25,-0.15,-0.77%,"196,077","286,931","-90,854"
15,1402 遠東新,27.55,+ 0.25,+0.92%,"429,448","512,676","-83,227"
16,00984D主動聯博全球非投,10.01,-0.02,-0.20%,"66,559","141,959","-75,400"
17,00935 野村臺灣新科技50,61.45,-1.20,-1.92%,"58,665","112,196","-53,531"
18,9904 寶成,26.40,-0.10,-0.38%,"51,043","91,107","-40,064"
19,2313 華通,265.50,-1.00,-0.38%,"113,724","152,023","-38,298"
20,00896 中信綠能及電動車,29.60,-0.48,-1.60%,"22,881","59,030","-36,148"
21,1102 亞泥,34.35,+ 0.15,+0.44%,"140,605","175,568","-34,962"
22,2489 瑞軒,49.05,-1.05,-2.10%,"71,356","105,438","-34,081"
23,2633 台灣高鐵,25.55,-0.20,-0.78%,"140,942","173,200","-32,257"
24,2355 敬鵬,56.40,-2.90,-4.89%,"25,049","55,859","-30,809"
25,3714 富采,68.50,-1.50,-2.14%,"45,779","75,348","-29,569"
26,2324 仁寶,42.35,-4.70,-9.99%,"596,088","624,852","-28,764"
27,2892 第一金,29.55,+ 0.55,+1.90%,"313,794","339,689","-25,894"
28,00664R國泰臺灣加權反1,1.63,+ 0.01,+0.62%,"94,283","118,628","-24,345"
29,2327 國巨*,743.00,-77.00,-9.39%,"79,172","101,715","-22,543"
30,3711 日月光投控,593.00,-25.00,-4.05%,"69,176","90,682","-21,506"
31,2474 可成,242.00,-15.00,-5.84%,"55,632","76,788","-21,155"
32,00753L中信中國50正2,9.82,-0.27,-2.68%,"68,482","89,135","-20,652"
33,00953B群益優選非投等債,9.53,-0.01,-0.10%,"129,207","149,178","-19,970"
34,2812 台中銀,19.40,+ 0.15,+0.78%,"53,895","73,804","-19,909"
35,00927 群益半導體收益,40.05,-0.74,-1.81%,"54,839","73,467","-18,628"
36,1504 東元,87.00,+ 4.00,+4.82%,"132,352","150,916","-18,564"
37,00961 FT臺灣永續高息,13.27,-0.20,-1.48%,"27,952","46,471","-18,519"
38,00715L期街口布蘭特正2,57.20,+ 0.10,+0.18%,"26,510","44,936","-18,425"
39,3048 益登,67.80,-1.40,-2.02%,"34,996","53,338","-18,341"
40,00665L富邦恒生國企正2,9.47,-0.17,-1.76%,"91,804","109,735","-17,931"
41,00910 第一金太空衛星,75.20,-4.80,-6.00%,"9,809","27,484","-17,674"
42,2371 大同,32.05,+ 0.40,+1.26%,"47,974","65,531","-17,556"
43,4958 臻鼎-KY,492.50,-17.50,-3.43%,"39,143","55,675","-16,532"
44,2388 威盛,73.30,-0.10,-0.14%,"14,320","30,793","-16,473"
45,2402 毅嘉,69.30,-0.40,-0.57%,"18,742","34,825","-16,082"
46,00685L群益臺灣加權正2,305.90,-7.20,-2.30%,"9,477","25,531","-16,053"
47,4960 誠美材,32.70,-1.20,-3.54%,"16,719","32,584","-15,865"
48,2208 台船,18.15,-0.05,-0.27%,"30,583","46,433","-15,849"
49,00735 國泰臺韓科技,115.25,-4.40,-3.68%,"11,589","27,341","-15,752"
50,3673 TPK-KY,87.60,-6.40,-6.81%,"38,789","54,271","-15,482"
