Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,3189 景碩,679.00,-14.00,-2.02%,"16,462,657","2,573,124","13,889,533"
2,4958 臻鼎-KY,478.50,-42.50,-8.16%,"17,470,514","11,452,719","6,017,794"
3,8033 雷虎,204.50,-14.50,-6.62%,"5,921,446","676,568","5,244,877"
4,2634 漢翔,65.00,+ 3.80,+6.21%,"5,716,906","2,305,195","3,411,711"
5,2303 聯電,130.00,-14.00,-9.72%,"39,091,767","36,420,104","2,671,662"
6,6213 聯茂,322.50,+ 3.50,+1.10%,"11,849,413","9,260,069","2,589,344"
7,3231 緯創,143.50,+ 4.50,+3.24%,"7,482,595","5,468,764","2,013,830"
8,8996 高力,971.00,-44.00,-4.33%,"3,576,567","1,745,808","1,830,758"
9,2887 台新新光金,35.15,-0.40,-1.13%,"5,116,259","3,410,368","1,705,890"
10,3532 台勝科,466.00,+ 42.00,+9.91%,"5,634,281","4,317,382","1,316,898"
11,3036 文曄,187.00,-1.50,-0.80%,"2,975,553","1,799,454","1,176,099"
12,3653 健策,"3,200.00",-10.00,-0.31%,"4,772,558","3,604,319","1,168,239"
13,8021 尖點,409.50,-45.00,-9.90%,"1,563,050","435,082","1,127,968"
14,8046 南電,"1,105.00",-45.00,-3.91%,"20,383,430","19,277,185","1,106,245"
15,2645 長榮航太,208.00,-8.50,-3.93%,"2,667,632","1,648,978","1,018,654"
16,3711 日月光投控,597.00,-17.00,-2.77%,"18,333,992","17,319,327","1,014,665"
17,2313 華通,199.00,-13.00,-6.13%,"8,319,360","7,373,745","945,614"
18,2345 智邦,"2,090.00",0.00,0.00%,"8,248,378","7,356,255","892,122"
19,5269 祥碩,"1,470.00",+ 35.00,+2.44%,"1,881,008","1,024,588","856,419"
20,5871 中租-KY,122.50,+ 3.00,+2.51%,"2,019,448","1,273,394","746,053"
21,6451 訊芯-KY,395.50,-34.00,-7.92%,"1,520,131","855,395","664,735"
22,2395 研華,516.00,+ 3.00,+0.58%,"1,966,262","1,312,083","654,179"
23,1590 亞德客-KY,"1,335.00",+ 70.00,+5.53%,"1,790,879","1,143,104","647,774"
24,1810 和成,28.25,+ 1.10,+4.05%,"1,132,781","534,445","598,335"
25,2409 友達,25.40,-0.40,-1.55%,"6,032,277","5,497,167","535,110"
26,2883 凱基金,29.55,-0.45,-1.50%,"2,107,155","1,583,370","523,785"
27,6414 樺漢,405.00,+ 10.00,+2.53%,"1,438,860","1,017,801","421,058"
28,1560 中砂,647.00,-9.00,-1.37%,"1,677,643","1,258,260","419,383"
29,2615 萬海,80.50,+ 1.00,+1.26%,"1,040,331","662,248","378,082"
30,4764 雙鍵,266.50,-29.50,-9.97%,"1,061,399","700,509","360,890"
31,00715L期街口布蘭特正2,49.00,+ 5.00,+11.36%,"743,636","388,365","355,270"
32,1476 儒鴻,336.50,+ 3.00,+0.90%,"931,738","666,348","265,389"
33,7750 新代,"1,950.00",+ 135.00,+7.44%,"663,151","402,077","261,074"
34,2801 彰銀,23.85,-0.05,-0.21%,"874,766","623,948","250,818"
35,4919 新唐,135.50,-5.50,-3.90%,"1,358,881","1,109,285","249,596"
36,3481 群創,50.40,-2.20,-4.18%,"18,647,172","18,422,033","225,138"
37,2880 華南金,39.90,-0.25,-0.62%,"1,828,205","1,605,478","222,726"
38,2890 永豐金,39.70,-0.30,-0.75%,"2,175,086","1,962,588","212,498"
39,5284 jpp-KY,288.50,+ 10.50,+3.78%,"409,276","200,152","209,124"
40,2206 三陽工業,64.80,+ 1.30,+2.05%,"272,980","79,573","193,406"
41,2834 臺企銀,18.00,-0.05,-0.28%,"847,235","657,598","189,637"
42,2382 廣達,316.00,-9.50,-2.92%,"11,350,929","11,172,132","178,796"
43,2351 順德,156.00,-16.50,-9.57%,"909,309","740,355","168,954"
44,4763 材料*-KY,48.60,+ 3.25,+7.17%,"607,199","441,613","165,585"
45,2476 鉅祥,113.50,-5.00,-4.22%,"621,138","466,182","154,956"
46,00673R期元大S＆P原油反1,13.03,-0.78,-5.65%,"253,881","111,316","142,564"
47,8464 億豐,360.00,+ 1.00,+0.28%,"355,249","215,395","139,853"
48,2472 立隆電,265.50,-22.50,-7.81%,"1,598,101","1,459,304","138,796"
49,5522 遠雄,67.10,-1.00,-1.47%,"214,346","82,770","131,576"
50,2630 亞航,53.60,+ 0.20,+0.37%,"716,572","588,580","127,991"
