Rank,Stock,Price,Change,ChangePercent,NetSell
1,3481 群創,51.00,+ 4.60,+9.91%,"-297,323"
2,2887 台新新光金,23.35,+ 0.35,+1.52%,"-198,045"
3,2409 友達,23.00,+ 1.80,+8.49%,"-188,950"
4,2880 華南金,30.50,+ 0.90,+3.04%,"-154,667"
5,2618 長榮航,36.05,+ 0.75,+2.12%,"-95,231"
6,00981A主動統一台股增長,31.54,+ 0.82,+2.67%,"-88,904"
7,00991A主動復華未來50,19.64,+ 0.54,+2.83%,"-71,432"
8,2002 中鋼,19.10,+ 0.25,+1.33%,"-64,222"
9,2892 第一金,27.45,+ 0.20,+0.73%,"-61,579"
10,2382 廣達,339.00,+ 30.50,+9.89%,"-53,244"
11,009816凱基台灣TOP50,15.20,+ 0.40,+2.70%,"-49,629"
12,6116 彩晶,17.10,+ 1.55,+9.97%,"-44,161"
13,2603 長榮,213.00,+ 2.00,+0.95%,"-37,753"
14,2801 彰銀,20.25,+ 0.20,+1.00%,"-36,159"
15,2633 台灣高鐵,24.85,+ 0.05,+0.20%,"-36,116"
16,0050 元大台灣50,105.40,+ 4.90,+4.88%,"-35,869"
17,1402 遠東新,25.65,+ 0.85,+3.43%,"-34,275"
18,1216 統一,71.80,+ 1.00,+1.41%,"-32,242"
19,2412 中華電,137.00,+ 0.50,+0.37%,"-30,312"
20,2912 統一超,214.00,+ 7.00,+3.38%,"-27,793"
21,2886 兆豐金,40.00,+ 0.20,+0.50%,"-27,202"
22,5876 上海商銀,39.75,+ 1.10,+2.85%,"-26,814"
23,1101 台泥,24.40,+ 0.75,+3.17%,"-26,757"
24,1102 亞泥,34.00,+ 1.60,+4.94%,"-25,654"
25,2356 英業達,70.20,+ 6.30,+9.86%,"-25,078"
26,2313 華通,284.50,+ 25.50,+9.85%,"-24,652"
27,00990A主動元大AI新經濟,20.15,+ 0.92,+4.78%,"-24,446"
28,3045 台灣大,111.50,+ 0.50,+0.45%,"-24,055"
29,2891 中信金,60.50,+ 1.20,+2.02%,"-20,250"
30,9904 寶成,25.45,+ 0.25,+0.99%,"-20,199"
31,4904 遠傳,94.60,+ 1.00,+1.07%,"-19,972"
32,3714 富采,72.80,+ 0.10,+0.14%,"-16,742"
33,9105 泰金寶-DR,8.80,+ 0.29,+3.41%,"-16,472"
34,2489 瑞軒,49.50,+ 1.50,+3.13%,"-15,690"
35,00997A主動群益美國增長,13.24,+ 0.31,+2.40%,"-15,165"
36,1802 台玻,71.90,+ 1.50,+2.13%,"-14,782"
37,2327 國巨*,738.00,-4.00,-0.54%,"-13,993"
38,2367 燿華,68.10,+ 2.30,+3.50%,"-13,465"
39,3711 日月光投控,611.00,-16.00,-2.55%,"-13,098"
40,3042 晶技,215.50,-2.00,-0.92%,"-12,971"
41,00940 元大台灣價值高息,11.98,+ 0.25,+2.13%,"-12,916"
42,00631L元大台灣50正2,36.94,+ 2.47,+7.17%,"-12,555"
43,1513 中興電,166.50,+ 1.00,+0.60%,"-12,245"
44,2542 興富發,41.95,-0.05,-0.12%,"-12,178"
45,5871 中租-KY,107.50,+ 0.50,+0.47%,"-11,549"
46,5880 合庫金,22.85,+ 0.15,+0.66%,"-11,475"
47,2301 光寶科,234.50,+ 4.00,+1.74%,"-11,088"
48,2402 毅嘉,69.40,+ 3.30,+4.99%,"-11,024"
49,00929 復華台灣科技優息,30.25,+ 0.85,+2.89%,"-10,948"
50,00935 野村臺灣新科技50,61.25,+ 1.30,+2.17%,"-10,322"
